མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,
,,1957,5,《པེ་》,གཞི།,,,,,
,384,1958,1,《པེ་》《སྣར་》,དུ།,,,,,
,,1959,2,《པེ་》《སྣར་》,གིས་རིག་མའི།,,,,,
,,1960,3,《པེ་》《སྣར་》,ཏེ།,,,,,
,,1961,4,《པེ་》《སྣར་》,ནི།,,,,,
,,1962,5,《པེ་》《སྣར་》,m པ།,,,,,
,385,1963,1,《པེ་》《སྣར་》,p ཆེན་པོ།,,,,,
,,1964,2,《པེ་》《སྣར་》,པ།,,,,,
,,1965,3,《པེ་》《སྣར་》,m འཆང་།,,,,,
,,1966,4,《པེ་》,དང་།,,,,,
,,1967,5,《པེ་》《སྣར་》,m འཆང་།,,,,,
,,1968,6,《པེ་》《སྣར་》,ན།,,,,,
,,1969,7,《པེ་》《སྣར་》,རྡོ་རྗེའི།,,,,,
,,1970,8,《པེ་》《སྣར་》,m འཆང་།,,,,,
,,1971,9,《པེ་》《སྣར་》,པ་ནི།,,,,,
,386,1972,1,《པེ་》,m པ།,,,,,
,,1973,2,《པེ་》《སྣར་》,བསྟེན།,,,,,
,387,1974,1,《པེ་》《སྣར་》,བཅུ།,,,,,
,,1975,2,《པེ་》《སྣར་》,བཞག,,,,,
,,1976,3,《པེ་》《སྣར་》,མའི།,,,,,
,,1977,4,《པེ་》《སྣར་》,m དུ།,,,,,
,,1978,5,《པེ་》《སྣར་》,ན།,,,,,
,,1979,6,《པེ་》《སྣར་》,m ཆགས།,,,,,
,,1980,7,《པེ་》《སྣར་》,བོའོ།,,,,,
,388,1981,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,1982,2,《པེ་》《སྣར་》,བཟད།,,,,,
,,1983,3,《པེ་》《སྣར་》,ནི།,,,,,
,,1984,4,《པེ་》《སྣར་》,རྣམ།,,,,,
,,1985,5,《པེ་》《སྣར་》,ཅི།,,,,,
,,1986,6,《པེ་》《སྣར་》,དགོད།,,,,,
,,1987,7,《པེ་》《སྣར་》,དག,,,,,
,,1988,8,《པེ་》,ཡོད།,,,,,
,,1989,9,《པེ་》《སྣར་》,བས།,,,,,
,389,1990,1,《པེ་》《སྣར་》,མཁའི།,,,,,
,,1991,2,《པེ་》《སྣར་》,ནི།,,,,,
,,1992,3,《པེ་》《སྣར་》,སྤུ་ནི།,,,,,
,,1993,4,《པེ་》《སྣར་》,མོ།,,,,,
,,1994,5,《པེ་》《སྣར་》,འབྲུ་ཆད།,,,,,
,,1995,6,《པེ་》《སྣར་》,བཞུགས།,,,,,
,,1996,7,《པེ་》《སྣར་》,པ།,,,,,
,,1997,8,《པེ་》《སྣར་》,དེ།,,,,,
,,1998,9,《པེ་》《སྣར་》,བུ།,,,,,
,,1999,10,《པེ་》《སྣར་》,m ཀྱི།,,,,,
,,2000,11,《པེ་》《སྣར་》,m དེ།,,,,,
,,2001,12,《པེ་》《སྣར་》,བསྟན།,,,,,
,,2002,13,《པེ་》《སྣར་》,ཨ།,,,,,
,390,2003,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2004,2,《པེ་》《སྣར་》,དེ།,,,,,
,,2005,3,《པེ་》《སྣར་》,རྗེའི་རིགས།,,,,,
,,2006,4,《པེ་》《སྣར་》,དེ།,,,,,
,,2007,5,《པེ་》,རྟོགས།,,,,,
,,2008,6,《པེ་》,བཞུགས།,,,,,
,,2009,7,《པེ་》《སྣར་》,བའི།,,,,,
,391,2010,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2011,2,《པེ་》《སྣར་》,m དུ།,,,,,
,,2012,3,《པེ་》《སྣར་》,m ལྡན།,,,,,
,,2013,4,《པེ་》《སྣར་》,m པ་འཛིན།,,,,,
,,2014,5,《པེ་》《སྣར་》,རིགས།,,,,,
,,2015,6,《པེ་》《སྣར་》,པར།,,,,,
,392,2016,1,《པེ་》,པ།,,,,,
,,2017,2,《པེ་》《སྣར་》,བླང་།,,,,,
,,2018,3,《པེ་》,རིགས།,,,,,
,,2019,4,《པེ་》《སྣར་》,འགུགས།,,,,,
,,2020,5,༌《པེ་》《སྣར་》,ཀེ་ས་རའི།,,,,,
,393,2021,1,《པེ་》《སྣར་》,དབྱུག་ཏོ།,,,,,
,,2022,2,《པེ་》,དབྱིབ།,,,,,
,,2023,3,《པེ་》《སྣར་》,སྨྲ།,,,,,
,,2024,4,《པེ་》《ཅོ་》,བརླབས།,,,,,
,,2025,5,《སྣར་》,ནི།,,,,,
,,2026,6,《པེ་》《སྣར་》,ལོ།,,,,,
,,2027,7,《པེ་》《སྣར་》,བ།,,,,,
,,2028,8,《པེ་》《སྣར་》,གློག་པའི།,,,,,
,394,2029,1,《པེ་》《སྣར་》,p གནས་ཀྱི།,,,,,
,,2030,2,《པེ་》《སྣར་》,མཚམས་རྣམས།,,,,,
,,2031,3,《པེ་》,m དང་།,,,,,
,395,2032,1,《པེ་》《སྣར་》,p པ།,,,,,
,,2033,2,《པེ་》《སྣར་》,པར་བྱ་བ།,,,,,
,,2034,3,《པེ་》《སྣར་》,m དང་།,,,,,
,,2035,4,《པེ་》《སྣར་》,m དང་།,,,,,
,,2036,5,《པེ་》《སྣར་》,འགུགས།,,,,,
,396,2037,1,《པེ་》《སྣར་》,ལྔའི་སྒོམ།,,,,,
,,2038,2,《པེ་》《སྣར་》,པ།,,,,,
,,2039,3,《པེ་》《སྣར་》,གིས།,,,,,
,,2040,4,《པེ་》《སྣར་》,p དག,,,,,
,,2041,5,《པེ་》《སྣར་》,p རྣམ་པ།,,,,,
,397,2042,1,《པེ་》《སྣར་》,ནི།,,,,,
,398,2043,1,《པེ་》《སྣར་》,དབྱེ་བས།,,,,,
,,2044,2,《པེ་》《སྣར་》,དེ།,,,,,
,,2045,3,《པེ་》《སྣར་》,པ།,,,,,
,399,2046,1,《པེ་》《སྣར་》,ཨེ།,,,,,
,,2047,2,《པེ་》《སྣར་》,ཏེ།,,,,,
,,2048,3,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,2049,4,《པེ་》《སྣར་》,པས་ནི།,,,,,
,400,2050,1,《པེ་》《སྣར་》,བའི།,,,,,
,,2051,2,《ཅོ་》,m ནི།,,,,,
,,2052,3,《པེ་》《སྣར་》,m རྣམས།,,,,,
,,2053,4,《པེ་》《སྣར་》,ལོར།,,,,,
,401,2054,1,《པེ་》《སྣར་》,གྱིས།,,,,,
,,2055,2,《པེ་》《སྣར་》,བརླབ།,,,,,
,,2056,3,《པེ་》《སྣར་》,རྗེ་རིགས་ཀྱི།,,,,,
,,2057,4,《པེ་》《སྣར་》,ལོ།,,,,,
,,2058,5,《པེ་》《སྣར་》,གྱིས།,,,,,
,,2059,6,《པེ་》《སྣར་》,ཁྱིའི།,,,,,
,,2060,7,《པེ་》《སྣར་》,གྱིས།,,,,,
,,2061,8,《པེ་》《སྣར་》,ནི།,,,,,
,,2062,9,《པེ་》《སྣར་》,གྱིས།,,,,,
,,2063,10,《པེ་》《སྣར་》,འགུགས།,,,,,
,402,2064,1,《པེ་》《སྣར་》,m ཀྱིས།,,,,,
,,2065,2,《པེ་》《སྣར་》,ཀྱུ།,,,,,
,,2066,3,《པེ་》《སྣར་》,མི།,,,,,
,,2067,4,《པེ་》《སྣར་》,ལས།,,,,,
,,2068,5,《པེ་》《སྣར་》,བརྟགས།,,,,,
,403,2069,1,《པེ་》《སྣར་》,བྱའོ།,,,,,
,,2070,2,《པེ་》《སྣར་》,p མཆོག,,,,,
,,2071,3,《པེ་》《སྣར་》,p བསྒྲུབ་བྱ་བ་ནི།,,,,,
,,2072,4,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,2073,5,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,,2074,6,《པེ་》《སྣར་》,ཀའི།,,,,,
,,2075,7,《པེ་》《སྣར་》,གེར།,,,,,
,404,2076,1,《པེ་》《སྣར་》,ནོ།,,,,,
,,2077,2,《པེ་》《སྣར་》,དཔའི།,,,,,
,,2078,3,《པེ་》《སྣར་》,m ཞིང་ཚིམ་པར་བྱས་པར།,,,,,
,405,2079,1,《པེ་》《སྣར་》,མོ།,,,,,
,,2080,2,《པེ་》《སྣར་》,མའི།,,,,,
,,2081,3,《པེ་》《སྣར་》,པར།,,,,,
,,2082,4,《པེ་》《སྣར་》,ལྕེ།,,,,,
,406,2083,1,《པེ་》《སྣར་》,ཨྃ།,,,,,
,,2084,2,《པེ་》《སྣར་》,p དུ།,,,,,
,407,2085,1,《པེ་》《སྣར་》,ནི།,,,,,
,,2086,2,《པེ་》《སྣར་》,p དེ་བཞིན་གཤེགས་པ་རྣམས་ཀྱི་གཙོ་བོ་ནི་ཐུགས་རྡོ་རྗེ་ཉིད་དུ་འགྱུར་ཏེ་བསྐྱེད་པའི་རིམ་པའོ། །ཡང་ན་དམ་ཚིག་ཐམས་ཅད་ནི་འོད་གསལ་བ་སྟེ། དེ་ཉིད་ལས་ཅིག་ཅར་དུ་གང་ཞིང་སྐུ་འཕྲོ་བ་དེ་ཉིད་སྒྱུ་མ་དང་འདྲ་བའི་ཕྱིར་མཆོག་སྟེ། དེ་གྱུར་པས་ན་རིག་པ་འཛིན་པའི།,,,,,
,,2087,3,《པེ་》《སྣར་》,དེ།,,,,,
,,2088,4,《པེ་》《སྣར་》,བསྒོམས།,,,,,
,,2089,5,《པེ་》《སྣར་》,བསྒོམས་པ་ནི་དེ།,,,,,
,408,2090,1,《པེ་》《སྣར་》,གོ།,,,,,
,,2091,2,《པེ་》《སྣར་》,p སྐུ།,,,,,
,,2092,3,《པེ་》《སྣར་》,པ།,,,,,
,409,2093,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2094,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2095,3,《པེ་》《སྣར་》,སྦྱོང་།,,,,,
,,2096,4,《པེ་》《སྣར་》,བསྙེན།,,,,,
,410,2097,1,《པེ་》《སྣར་》,p ཆེན།,,,,,
,,2098,2,《པེ་》《སྣར་》,p དེ།,,,,,
,,2099,3,《པེ་》《སྣར་》,p ངེ་།,,,,,
,,2100,4,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,411,2101,1,《པེ་》《སྣར་》,བསྐུལ་བ་ནི།,,,,,
,,2102,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2103,3,《པེ་》《སྣར་》,རྩིི།,,,,,
,,2104,4,《པེ་》《སྣར་》,གིས།,,,,,
,412,2105,1,《པེ་》《སྣར་》,འདབས།,,,,,
,413,2106,1,《པེ་》《སྣར་》,བླངས།,,,,,
,,2107,2,《པེ་》《སྣར་》,སྦྱོར་བ་ཞེས།,,,,,
,,2108,3,《པེ་》《སྣར་》,m བ།,,,,,
,414,2109,1,《པེ་》《སྣར་》,ནས།,,,,,
,,2110,2,《པེ་》《སྣར་》,ཀྱི་གཞལ།,,,,,
,415,2111,1,《པེ་》《སྣར་》,པ།,,,,,
,,2112,2,《པེ་》《སྣར་》,m ནས།,,,,,
,,2113,3,《པེ་》《སྣར་》,m དེ།,,,,,
,,2114,4,《པེ་》《སྣར་》,རྗེ།,,,,,
,,2115,5,《པེ་》《སྣར་》,m པ།,,,,,
,416,2116,1,《པེ་》《སྣར་》,p དེ་བས་ན་ཡི་གེའི་སྔགས་པའི་ཕྱིར་རོ།།,,,,,
,,2117,2,《པེ་》《སྣར་》,པ།,,,,,
,,2118,3,《པེ་》《སྣར་》,།། །།,,,,,
,417,2119,1,《པེ་》《སྣར་》,p གསུངས།,,,,,
,,2120,2,《པེ་》《སྣར་》,པ།,,,,,
,418,2121,1,《པེ་》《སྣར་》,m ནི།,,,,,
,,2122,2,《པེ་》《སྣར་》,བསྟན།,,,,,
,419,2123,1,《པེ་》《སྣར་》,རིན་ཆེན་ཏེ།,,,,,
,,2124,2,《པེ་》《སྣར་》,པས་སོ།,,,,,
,,2125,3,《པེ་》《སྣར་》,རློབ།,,,,,
,420,2126,1,《པེ་》《སྣར་》,གྱིས།,,,,,
,,2127,2,《པེ་》《སྣར་》,གསུངས།,,,,,
,,2128,3,《པེ་》《སྣར་》,p དང་།,,,,,
,,2129,4,《པེ་》《སྣར་》,p གསོལ།,,,,,
,421,2130,1,《པེ་》《སྣར་》,བསྡུས་པའི།,,,,,
,,2131,2,《པེ་》《སྣར་》,པོའི།,,,,,
,,2132,3,《པེ་》《སྣར་》,ནི།,,,,,
,,2133,4,《པེ་》《སྣར་》,གྱི།,,,,,
,,2134,5,《པེ་》《སྣར་》,ཨཱའོ།།,,,,,
,,2135,6,《པེ་》《སྣར་》,ཙམ།,,,,,
,422,2136,1,《པེ་》《སྣར་》,p དེ་ཉིད་འཇུག་པ་ལ་སོགས་པའི་རིམ་པས་བཟླས་ཤིང་ཉིད་ཀྱིས།,,,,,
,,2137,2,《པེ་》《སྣར་》,བརྟག,,,,,
,,2138,3,《པེ་》《སྣར་》,རྣམ།,,,,,
,423,2139,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2140,2,《པེ་》《སྣར་》,གིས།,,,,,
,,2141,3,《པེ་》《སྣར་》,p ཐོབ།,,,,,
,,2142,4,《པེ་》《སྣར་》,གིས།,,,,,
,424,2143,1,《པེ་》《སྣར་》,གྱི།,,,,,
,,2144,2,《པེ་》《སྣར་》,m དེ།,,,,,
,,2145,3,《པེ་》《སྣར་》,ཆེན།,,,,,
,,2146,4,《པེ་》《སྣར་》,m ཕྱོགས།,,,,,
,,2147,5,《པེ་》《སྣར་》,གི།,,,,,
,425,2148,1,《པེ་》,ཐོབ།,,,,,
,,2149,2,《པེ་》《སྣར་》,བརྟག,,,,,
,,2150,3,《པེ་》《སྣར་》,ལོར།,,,,,
,426,2151,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2152,2,《པེ་》《སྣར་》,p ནི།,,,,,
,,2153,3,《པེ་》《སྣར་》,གིས།,,,,,
,427,2154,1,《པེ་》《སྣར་》,ཡིས།,,,,,
,,2155,2,《པེ་》《སྣར་》,སྤང་བའོ།,,,,,
,,2156,3,《པེ་》《སྣར་》,སྒོམ།,,,,,
,,2157,4,《པེ་》《སྣར་》,སྒོམ།,,,,,
,428,2158,1,《པེ་》《སྣར་》,རིག་མ།,,,,,
,,2159,2,《པེ་》《སྣར་》,གཅོད།,,,,,
,,2160,3,《པེ་》《སྣར་》,ཐོབ།,,,,,
,,2161,4,《པེ་》《སྣར་》,m པ།,,,,,
,429,2162,1,《པེ་》《སྣར་》,འཁྲུགས།,,,,,
,430,2163,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2164,2,《པེ་》《སྣར་》,སྦྱང་།,,,,,
,,2165,3,《པེ་》《སྣར་》,པོས།,,,,,
,,2166,4,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,431,2167,1,《པེ་》《སྣར་》,བྱ་བ།,,,,,
,432,2168,1,《པེ་》《སྣར་》,པ་སྤྲོ་བ།,,,,,
,,2169,2,《པེ་》《སྣར་》,སྤྲོས།,,,,,
,433,2170,1,《པེ་》《སྣར་》,པོ།,,,,,
,,2171,2,《པེ་》《སྣར་》,རྟག,,,,,
,434,2172,1,《པེ་》《སྣར་》,p དེ།,,,,,
,,2173,2,《པེ་》《སྣར་》,འབྱུང་བ་ནི།,,,,,
,,2174,3,《པེ་》《སྣར་》,ལ་འདི་ན།,,,,,
,,2175,4,《པེ་》《སྣར་》,རབ་ཏུ།,,,,,
,,2176,5,《པེ་》《སྣར་》,p ལ།,,,,,
,435,2177,1,《པེ་》《སྣར་》,p བྱུང་བའི།,,,,,
,,2178,2,《པེ་》《སྣར་》,m མོ།,,,,,
,,2179,3,《པེ་》《སྣར་》,m པ།,,,,,
,,2180,4,《པེ་》《སྣར་》,དཔའི།,,,,,
,,2181,5,《པེ་》《སྣར་》,m པ།,,,,,
,,2182,6,《པེ་》《སྣར་》,བསམ།,,,,,
,,2183,7,《པེ་》《སྣར་》,m བའི།,,,,,
,436,2184,1,《པེ་》《སྣར་》,m འཁོར།,,,,,
,,2185,2,《པེ་》《སྣར་》,སྟེ།,,,,,
,,2186,3,《པེ་》《སྣར་》,p བུ་དུམ།,,,,,
,437,2187,1,《པེ་》《སྣར་》,p བ།,,,,,
,,2188,2,《པེ་》《སྣར་》,པའི།,,,,,
,,2189,3,《པེ་》《སྣར་》,p སུ།,,,,,
,,2190,4,《པེ་》《སྣར་》,གཙོའི།,,,,,
,,2191,5,《པེ་》《སྣར་》,དགུག་ཅིང་།,,,,,
,438,2192,1,《པེ་》《སྣར་》,p ནི།,,,,,
,439,2193,1,《པེ་》《སྣར་》,ཆེན་པོ།,,,,,
,,2194,2,《པེ་》《སྣར་》,p དུ།,,,,,
,,2195,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2196,4,《པེ་》《སྣར་》,དང་ཚིག,,,,,
,,2197,5,《པེ་》《སྣར་》,སྟེ།,,,,,
,440,2198,1,《པེ་》《སྣར་》,བསམ།,,,,,
,,2199,2,《པེ་》《སྣར་》,དེའི།,,,,,
,,2200,3,《པེ་》《སྣར་》,m ཞེས།,,,,,
,,2201,4,《པེ་》《སྣར་》,བོ།,,,,,
,,2202,5,《པེ་》《སྣར་》,ཡི་གེ།,,,,,
,441,2203,1,《པེ་》《སྣར་》,པ།,,,,,
,,2204,2,《པེ་》《སྣར་》,ཕྱོགས།,,,,,
,,2205,3,《པེ་》《སྣར་》,བསྐམས།,,,,,
,,2206,4,《པེ་》《སྣར་》,བརྒལ།,,,,,
,,2207,5,《པེ་》《སྣར་》,གིས།,,,,,
,442,2208,1,《པེ་》《སྣར་》,སྟེ།,,,,,
,,2209,2,《པེ་》《སྣར་》,pས།,,,,,
,,2210,3,《པེ་》《སྣར་》,m ཀྱི།,,,,,
,443,2211,1,《པེ་》《སྣར་》,པོ།,,,,,
,444,2212,1,《པེ་》《སྣར་》,གྱི།,,,,,
,,2213,2,《པེ་》《སྣར་》,p བ་དཀར།,,,,,
,,2214,3,《པེ་》《སྣར་》,m གྱི།,,,,,
,,2215,4,《པེ་》《སྣར་》,m པ།,,,,,
,445,2216,1,《པེ་》《སྣར་》,གཞག,,,,,
,,2217,2,《པེ་》《སྣར་》,པར་མཉམ།,,,,,
,,2218,3,《པེ་》《སྣར་》,རློབ།,,,,,
,,2219,4,《པེ་》《སྣར་》,ཚར།,,,,,
,,2220,5,《པེ་》《སྣར་》,གྱིས།,,,,,
,446,2221,1,《པེ་》《སྣར་》,གང་བར།,,,,,
,,2222,2,《པེ་》《སྣར་》,p གྱི།,,,,,
,447,2223,1,《པེ་》《སྣར་》,བུ་ནི་བསྒྲུབ།,,,,,
,,2224,2,《པེ་》《སྣར་》,མཁའི།,,,,,
,448,2225,1,《པེ་》《སྣར་》,ལ།,,,,,
,,2226,2,《པེ་》《སྣར་》,གསུམ།,,,,,
,,2227,3,《པེ་》《སྣར་》,m ནི།,,,,,
,,2228,4,《པེ་》《སྣར་》,རྗེའི།,,,,,
,,2229,5,《པེ་》《སྣར་》,པས།,,,,,
,,2230,6,《པེ་》《སྣར་》,གིས།,,,,,
,449,2231,1,《པེ་》《སྣར་》,དེ།,,,,,
,,2232,2,《པེ་》《སྣར་》,འཁར།,,,,,
,,2233,3,《པེ་》《སྣར་》,པོ།,,,,,
,,2234,4,《པེ་》《སྣར་》,བོ།,,,,,
,,2235,5,《པེ་》《སྣར་》,སྒྲོགས།,,,,,
,,2236,6,《པེ་》《སྣར་》,ལྡོག,,,,,
,,2237,7,《པེ་》《སྣར་》,pལ།,,,,,
,,2238,8,《པེ་》《སྣར་》,སྐུས།,,,,,
,,2239,9,《པེ་》《སྣར་》,བཞིའི།,,,,,
,,2240,10,《པེ་》《སྣར་》,གྱིས།,,,,,
,450,2241,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2242,2,《པེ་》《སྣར་》,p མ།,,,,,
,,2243,3,《པེ་》《སྣར་》,དགུ་བཏུང་བའི།,,,,,
,,2244,4,《པེ་》《སྣར་》,ཞལ་གཡས།,,,,,
,451,2245,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2246,2,《པེ་》《སྣར་》,m ལ།,,,,,
,,2247,3,《པེ་》《སྣར་》,ལོ།,,,,,
,,2248,4,《པེ་》《སྣར་》,m ལ།,,,,,
,452,2249,1,《པེ་》《སྣར་》,ན།,,,,,
,,2250,2,《པེ་》《སྣར་》,ནང་དུ།,,,,,
,,2251,3,《པེ་》《སྣར་》,m འདི།,,,,,
,453,2252,1,《པེ་》《སྣར་》,མཁའི།,,,,,
,,2253,2,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,2254,3,《པེ་》《སྣར་》,m བཞིིན།,,,,,
,,2255,4,《པེ་》《སྣར་》,གི་རིམ།,,,,,
,,2256,5,《པེ་》《སྣར་》,པས།,,,,,
,454,2257,1,《པེ་》《སྣར་》,སྟེ།,,,,,
,,2258,2,《པེ་》《སྣར་》,ན།,,,,,
,,2259,3,《པེ་》《སྣར་》,ལོ།,,,,,
,,2260,4,《པེ་》《སྣར་》,མཁའ།,,,,,
,455,2261,1,《པེ་》《སྣར་》,p རོ།།,,,,,
,,2262,2,《པེ་》《སྣར་》,མཁའ།,,,,,
,,2263,3,《པེ་》《སྣར་》,ཤིང་།,,,,,
,,2264,4,《པེ་》《སྣར་》,m དམ་ཚིག,,,,,
,456,2265,1,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,2266,2,《པེ་》《སྣར་》,m པ།,,,,,
,,2267,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2268,4,《པེ་》《སྣར་》,p པ།,,,,,
,457,2269,1,《པེ་》《སྣར་》,གསོད།,,,,,
,,2270,2,《པེ་》《སྣར་》,བའི།,,,,,
,,2271,3,《པེ་》《སྣར་》,m པའི།,,,,,
,,2272,4,《པེ་》《སྣར་》,p བཅུ།,,,,,
,,2273,5,《པེ་》《སྣར་》,པའི།,,,,,
,458,2274,1,《པེ་》《སྣར་》,དང་།,,,,,
,,2275,2,《པེ་》《སྣར་》,ལ་ཕྱུང་།,,,,,
,,2276,3,《པེ་》《སྣར་》,རུ་ནི་ཡུན་རིང་།,,,,,
,,2277,4,《པེ་》《སྣར་》,སློང་།,,,,,
,,2278,5,《པེ་》《སྣར་》,ན།,,,,,
,,2279,6,《པེ་》《སྣར་》,ཧཱ།,,,,,
,,2280,7,《པེ་》《སྣར་》,p པར།,,,,,
,459,2281,1,《པེ་》《སྣར་》,ལྡོག,,,,,
,,2282,2,《པེ་》《སྣར་》,p ཀྱིས།,,,,,
,,2283,3,《པེ་》《སྣར་》,m གཉིས།,,,,,
,460,2284,1,《པེ་》《སྣར་》,རྗེ།,,,,,
,,2285,2,《པེ་》《སྣར་》,པར།,,,,,
,,2286,3,《པེ་》《སྣར་》,རཀྵ།,,,,,
,,2287,4,《པེ་》《སྣར་》,དྷི་ཙི།,,,,,
,,2288,5,《པེ་》《སྣར་》,p བ།,,,,,
,461,2289,1,《པེ་》《སྣར་》,སྒྲ།,,,,,
,,2290,2,《པེ་》《སྣར་》,m ལ།,,,,,
,,2291,3,《པེ་》《སྣར་》,བསྒོམས།,,,,,
,,2292,4,《པེ་》《སྣར་》,འཇིགས།,,,,,
,462,2293,1,《པེ་》《སྣར་》,དབུས།,,,,,
,,2294,2,《པེ་》《སྣར་》,བ།,,,,,
,,2295,3,《པེ་》《སྣར་》,དེའི།,,,,,
,,2296,4,《པེ་》《སྣར་》,སྲུང་།,,,,,
,,2297,5,《པེ་》《སྣར་》,ཊི།,,,,,
,463,2298,1,《པེ་》《སྣར་》,འདིར།,,,,,
,,2299,2,《པེ་》《སྣར་》,བསྲུང་།,,,,,
,,2300,3,《པེ་》《སྣར་》,p དེ་ནི།,,,,,
,464,2301,1,《པེ་》《སྣར་》,བསྲུང་བས་ནི།,,,,,
,,2302,2,《པེ་》《སྣར་》,དང་།,,,,,
,,2303,3,《པེ་》《སྣར་》,ཅན་གྱི།,,,,,
,,2304,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2305,5,《པེ་》《སྣར་》,p བསྒྲུབ་བྱའི།,,,,,
,,2306,6,《པེ་》《སྣར་》,p ཕྱི་རོལ་ཏུ།,,,,,
,,2307,7,《པེ་》《སྣར་》,ལྡོག,,,,,
,,2308,8,《པེ་》《སྣར་》,སྲུང་།,,,,,
,,2309,9,《པེ་》《སྣར་》,ན།,,,,,
,,2310,10,《པེ་》《སྣར་》,ཉིད།,,,,,
,,2311,11,《པེ་》《སྣར་》,m ལ།,,,,,
,,2312,12,《པེ་》《སྣར་》,p ལ།,,,,,
,465,2313,1,《པེ་》《སྣར་》,m ཁཱ་ཧི།,,,,,
,,2314,2,《པེ་》《སྣར་》,p ལ།,,,,,
,,2315,3,《པེ་》《སྣར་》,བིགྷྣ་གྷ་ཏ།,,,,,
,,2316,4,《པེ་》《སྣར་》,བོད།,,,,,
,,2317,5,《པེ་》《སྣར་》,ལྃ།,,,,,
,,2318,6,《པེ་》《སྣར་》,ཀི།,,,,,
,,2319,7,《པེ་》《སྣར་》,འཇིག,,,,,
,,2320,8,《པེ་》《སྣར་》,ཧཱུཾ།,,,,,
,,2321,9,《པེ་》《སྣར་》,དཔའི་ནི།,,,,,
,,2322,10,《པེ་》《སྣར་》,པ།,,,,,
,466,2323,1,《པེ་》《སྣར་》,མ།,,,,,
,,2324,2,《པེ་》《སྣར་》,ཨུཏྤལ་མའོ།,,,,,
,,2325,3,《པེ་》《སྣར་》,p ཅེས།,,,,,
,,2326,4,《པེ་》《སྣར་》,མཁའི།,,,,,
,,2327,5,《པེ་》《སྣར་》,m དེ་ཉིད།,,,,,
,,2328,6,《པེ་》《སྣར་》,m ཉིད།,,,,,
,,2329,7,《པེ་》《སྣར་》,m ལ།,,,,,
,,2330,8,《པེ་》《སྣར་》,དྷ།,,,,,
,,2331,9,《པེ་》《སྣར་》,m ལ།,,,,,
,,2332,10,《པེ་》《སྣར་》,མྲི།,,,,,
,,2333,11,《པེ་》《སྣར་》,ནི།,,,,,
,,2334,12,《པེ་》《སྣར་》,p དེ།,,,,,
,467,2335,1,《པེ་》《སྣར་》,p ནི།,,,,,
,,2336,2,《པེ་》《སྣར་》,ནི་སྦྱོར་བ།,,,,,
,,2337,3,《པེ་》《སྣར་》,p ན།,,,,,
,,2338,4,《པེ་》《སྣར་》,རྐོ།,,,,,
,,2339,5,《པེ་》《སྣར་》,དོ།,,,,,
,,2340,6,《པེ་》《སྣར་》,སྟེ།,,,,,
,,2341,7,《པེ་》《སྣར་》,m རིན་ཆེན་ནི་རྡོ་རྗེ།,,,,,
,468,2342,1,《པེ་》《སྣར་》,བསྲེག་པས་རེ།,,,,,
,,2343,2,《པེ་》《སྣར་》,ཏ།,,,,,
,,2344,3,《ཅོ་》,ཞེས།,,,,,
,,2345,4,《པེ་》《སྣར་》,འགྱུར།,,,,,
,,2346,5,《པེ་》《སྣར་》,གྱིིས།,,,,,
,,2347,6,《པེ་》《སྣར་》,m རྩེ།,,,,,
,,2348,7,《པེ་》《སྣར་》,གྱི།,,,,,
,,2349,8,《པེ་》《སྣར་》,p ཟ།,,,,,
,,2350,9,《པེ་》《སྣར་》,m ལ།,,,,,
,,2351,10,《པེ་》《སྣར་》,m བཅུ།,,,,,
,469,2352,1,《པེ་》《སྣར་》,m དེ།,,,,,
,,2353,2,《པེ་》《སྣར་》,བོའི།,,,,,
,,2354,3,《པེ་》《སྣར་》,p ཉིད།,,,,,
,,2355,4,《པེ་》《སྣར་》,བྷུ།,,,,,
,,2356,5,《པེ་》,ནི་ཁུགས་ཅིང་ཁ་དང་།,《སྣར་》,ཁུག་ཅིང་ཁ་དང་།,,,,
,,2357,6,《པེ་》《སྣར་》,བ།,,,,,
