མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ,མཆན།,
,,1445,6,《པེ་》,ཀྱི།,
,,1446,7,《སྣར་》,གདག,
,632,1447,1,《པེ་》《སྣར་》,འབྱུང་།,
,,1448,2,《པེ་》,ཚོབ།,
,,1449,3,《པེ་》《སྣར་》,ཕ།,
,,1450,4,《སྣར་》,ཚིག,
,,1451,5,《པེ་》《སྣར་》,mཡང་།,
,,1452,6,《པེ་》,mབ།,
,,1453,7,《པེ་》《སྣར་》,ཀྱི།,
,,1454,8,《པེ་》《སྣར་》《ཅོ་》,mམདོ་ལས།,
,,1455,9,《པེ་》《སྣར་》,pདུ།,
,,1456,10,《པེ་》《སྣར་》,པས།,
,,1457,11,《པེ་》《སྣར་》,གྱུར་པ།,
,,1458,12,《པེ་》,ཟློས།,
,,1459,13,《པེ་》,བློས།,
,,1460,14,《པེ་》《སྣར་》,ཀྱི།,
,,1461,15,《པེ་》《སྣར་》,བྱ་བའི།,
,633,1462,1,《པེ་》《སྣར་》,pཀྱི།,
,,1463,2,《པེ་》《སྣར་》,ཚིག,
,,1464,3,《པེ་》《སྣར་》,ཏེ།,
,,1465,4,《པེ་》《སྣར་》,mཡང་།,
,,1466,5,《པེ་》《སྣར་》,ཚིག,
,,1467,6,《པེ་》《སྣར་》,mརྣམ་པ།,
,,1468,7,《སྣར་》,ལ།,
,634,1469,1,《སྣར་》,སླུས།,
,,1470,2,《པེ་》《སྣར་》,འདྲེན།,
,,1471,3,《པེ་》《སྣར་》,གསུངས།,
,,1472,4,《པེ་》《སྣར་》,གསུངས།,
,,1473,5,《པེ་》《སྣར་》,ཀྱི།,
,,1474,6,《སྣར་》,ཚིགས།,
,,1475,7,《པེ་》《སྣར་》,mདངོས།,
,,1476,8,《པེ་》《སྣར་》,པ།,
,635,1477,1,《པེ་》,ཀྱི།,
,,1478,2,《པེ་》《སྣར་》,ཀྱིས།,
,,1479,3,《པེ་》《སྣར་》,པ།,
,,1480,4,《སྣར་》,ཀྱིས།,
,,1481,5,《པེ་》《སྣར་》,པ།,
,636,1482,1,《པེ་》《སྣར་》,གི།,
,,1483,2,《པེ་》《སྣར་》,བསྟན།,
,,1484,3,《པེ་》《སྣར་》,ཀྱི།,
,,1485,4,《པེ་》《སྣར་》,mདང་།,
,,1486,5,《པེ་》《སྣར་》,བསལ།,
,637,1487,1,《པེ་》《སྣར་》,དེ།,
,,1488,2,《པེ་》《སྣར་》,ཅེས།,
,,1489,3,《པེ་》《སྣར་》,པར།,
,,1490,4,《པེ་》《སྣར་》,mཔ།,
,,1491,5,《པེ་》,ཀྱི།,
,,1492,6,《པེ་》《སྣར་》,འདྲ།,
,,1493,7,《པེ་》,བས།,
,,1494,8,《པེ་》《སྣར་》,འོངས་པ།,
,638,1495,1,《པེ་》《སྣར་》,ཅེས།,
,,1496,2,《པེ་》《སྣར་》,ཅེས།,
,,1497,3,《པེ་》《སྣར་》,པར།,
,,1498,4,《པེ་》《སྣར་》,mཅེས།,
,,1499,5,《པེ་》,ལས་རྫི་སྟེ།,《སྣར་》,ལ་རྫི་སྟེ།
,,1500,6,《པེ་》《སྣར་》,ལ།,
,,1501,7,《སྣར་》,ཐོག,
,,1502,8,《པེ་》《སྣར་》,ལ།,
,639,1503,1,《པེ་》《སྣར་》,རྟེན།,
,,1504,2,《པེ་》《སྣར་》,འདའ་བ།,
,,1505,3,《པེ་》《སྣར་》,སེམས།,
,,1506,4,《པེ་》《སྣར་》,mདང་།,
,,1507,5,《སྣར་》,སྤྱད།,
,,1508,6,《པེ་》《སྣར་》,ཀྱི།,
,,1509,7,《པེ་》《སྣར་》,བཟུང་།,
,640,1510,1,《པེ་》,འཐུན།,
,,1511,2,《པེ་》《སྣར་》,ལ།,
,,1512,3,《པེ་》,དྲད་སྟེ།,
,,1513,4,《སྣར་》,འཆར།,
,,1514,5,《པེ་》《སྣར་》,ཀྱི།,
,,1515,6,《པེ་》《སྣར་》,པའི།,
,,1516,7,《པེ་》《སྣར་》,ཀྱི།,
,,1517,8,《པེ་》《སྣར་》,མྱང་།,
,,1518,9,《པེ་》《སྣར་》,གཉིས་པ།,
,,1519,10,《པེ་》,རྣམ་པ།,《སྣར་》,རྣམས།
,,1520,11,《པེ་》《སྣར་》,ཞུགས།,
,,1521,12,《པེ་》,pདེ།,
,,1522,13,《པེ་》《སྣར་》,ཐོབ།,
,,1523,14,《པེ་》《སྣར་》,དཔའི།,
,641,1524,1,《པེ་》《སྣར་》,mཔ།,
,,1525,2,《པེ་》《སྣར་》,ལ།,
,,1526,3,《པེ་》《སྣར་》,གི།,
,,1527,4,《པེ་》《སྣར་》,རྟེན་པ།,
,,1528,5,《སྣར་》,རྟེན།,
,,1529,6,《པེ་》《སྣར་》,mཔ།,
,642,1530,1,《པེ་》《སྣར་》,mལ།,
,,1531,2,《སྣར་》,གསལ།,
,,1532,3,《པེ་》《སྣར་》,ཀྱི།,
,,1533,4,《པེ་》《སྣར་》,བརླབས།,
,,1534,5,《པེ་》《སྣར་》,རྙེད།,
,,1535,6,《པེ་》,mསེམས།,
,,1536,7,《པེ་》《སྣར་》,པའི།,
,,1537,8,《སྣར་》,mཔས་ལུང་།,
,,1538,9,《པེ་》《སྣར་》,བསྟན་ཏེ།,
,,1539,10,《པེ་》《སྣར་》,དགེ།,
,,1540,11,《པེ་》《སྣར་》,mཕྱིར།,
,,1541,12,《པེ་》《སྣར་》《ཅོ་》,mན།,
,,1542,13,《སྣར་》,ཕྲོག,
,643,1543,1,《པེ་》,མི་ལ།,
,,1544,2,《པེ་》《སྣར་》,སྒྲིབས།,
,,1545,3,《པེ་》《སྣར་》,བྲེས།,
,,1546,4,《པེ་》,pདུ།,
,,1547,5,《པེ་》《སྣར་》,pའོད།,
,,1548,6,《པེ་》《སྣར་》,བྱ་བ།,
,,1549,7,《པེ་》《སྣར་》,དུས་དེའི་ཚེ།,
,,1550,8,《པེ་》《སྣར་》,ཕྱིར།,
,,1551,9,《པེ་》《སྣར་》,mཔ།,
,644,1552,1,《པེ་》《སྣར་》,mཡང་།,
,,1553,2,《པེ་》《སྣར་》,mསེམས་དང་།,
,,1554,3,《པེ་》《སྣར་》,སྨན་པ་ཤ་སྟག་པས་ལས་ཐོག,
,,1555,4,《པེ་》《སྣར་》,བསྟོད།,
,,1556,5,《པེ་》《སྣར་》,pརོ།,
,,1557,6,《པེ་》《སྣར་》,པས།,
,,1558,7,《སྣར་》,pཔ།,
,,1559,8,《པེ་》《སྣར་》,བར།,
,,1560,9,《པེ་》《སྣར་》,འགྲུབ་པར།,
,645,1561,1,《པེ་》《སྣར་》,རང་།,
,,1562,2,《པེ་》《སྣར་》,སྟག,
,,1563,3,《པེ་》《སྣར་》,mཡང་།,
,,1564,4,《པེ་》《སྣར་》,ནས།,
,,1565,5,《པེ་》《སྣར་》,སྟབས།,
,,1566,6,《པེ་》《སྣར་》,པདྨོལ་མདོར།,
,,1567,7,《པེ་》《སྣར་》,mདུ།,
,,1568,8,《པེ་》《སྣར་》,བུ།,
,,1569,9,《པེ་》《སྣར་》,འགྲུབ།,
,,1570,10,《པེ་》《སྣར་》,འགྲུབ།,
,,1571,11,《པེ་》《སྣར་》,ཏེ།,
,646,1572,1,《པེ་》《སྣར་》,ཀྱི།,
,,1573,2,《པེ་》《སྣར་》,ཕྱེ།,
,,1574,3,《པེ་》《སྣར་》,ཟླས།,
,,1575,4,《པེ་》《སྣར་》,mགིས།,
,,1576,5,《སྣར་》,མས་ལས།,
,,1577,6,《པེ་》,བརྒྱན།,
,,1578,7,《པེ་》《སྣར་》,སྲན།,
,,1579,8,《པེ་》《སྣར་》,pཀྱི།,
,,1580,9,《པེ་》《སྣར་》,བསྟན།,
,647,1581,1,《པེ་》,mབུར།,《སྣར་》,བར།
,,1582,2,《པེ་》《སྣར་》,pཏུ།,
,,1583,3,《པེ་》《སྣར་》,ཀྱི།,
,,1584,4,《པེ་》,pདང་།,
,,1585,5,《པེ་》《སྣར་》,ང་རྒྱལ་གྱི།,
,,1586,6,《པེ་》,ཀྱི།,
,,1587,7,《པེ་》《སྣར་》,བསྙེས།,
,,1588,8,《པེ་》《སྣར་》,གཡོག,
,,1589,9,《པེ་》《སྣར་》,བྱུང་།,
,,1590,10,《པེ་》,སྔོན།,
,,1591,11,《པེ་》《སྣར་》,མཐོར།,
,,1592,12,《པེ་》《སྣར་》,རྟོག,
,,1593,13,《པེ་》《སྣར་》,mདུ།,
,648,1594,1,《པེ་》《སྣར་》,གྱིས།,
,,1595,2,《སྣར་》,པར་བྱ།,
,,1596,3,《པེ་》,གཞན་དག་ལས་བལྟོས་ན།,《སྣར་》,བཞག་དག་ལས་བལྟོས་ན།
,,1597,4,《པེ་》《སྣར་》,ཀྱི།,
,,1598,5,《པེ་》《སྣར་》,pསུ།,
,,1599,6,《པེ་》《སྣར་》,mདུ།,
,,1600,7,《པེ་》《སྣར་》,སྐྱེད།,
,649,1601,1,《པེ་》,སྟོན།,《སྣར་》,ཏོན།
,,1602,2,《པེ་》《སྣར་》,ཐོབ།,
,,1603,3,《པེ་》《སྣར་》,mདུ།,
,,1604,4,《པེ་》,གྱིས།,
,,1605,5,《པེ་》《སྣར་》,སྐྱེད།,
,,1606,6,《པེ་》《སྣར་》,བཟླ་བའི།,
,,1607,7,《པེ་》《སྣར་》,པས།,
,,1608,8,《པེ་》《སྣར་》,པས་ཞུ།,
,,1609,9,《པེ་》《སྣར་》,ཀྱི།,
,650,1610,1,《པེ་》《སྣར་》,སྟོང་།,
,,1611,2,《པེ་》《སྣར་》,དགོངས།,
,,1612,3,《པེ་》《སྣར་》,གཡང་།,
,,1613,4,《པེ་》,ཀྱི།,
,,1614,5,《སྣར་》,གཉན།,
,,1615,6,《པེ་》《སྣར་》,mཔ།,
,651,1616,1,《སྣར་》,སེམ།,
,,1617,2,《པེ་》《སྣར་》,བཟླ་བའི།,《ཅོ་》,འདས་པའི།
,,1618,3,《པེ་》《སྣར་》,བཙས།,
,,1619,4,《པེ་》《སྣར་》,ཁྱམས།,
,,1620,5,《པེ་》《སྣར་》,རྙིངས།,
,,1621,6,《པེ་》《སྣར་》,mགཡོ་བ།,
,,1622,7,《པེ་》《སྣར་》,འཇུག,
,652,1623,1,《པེ་》《སྣར་》,mཔ།,
,,1624,2,《པེ་》《སྣར་》,ཐབ།,
,,1625,3,《པེ་》《སྣར་》,སྐྱེད།,
,,1626,4,《སྣར་》,དུ།,
,,1627,5,《པེ་》《སྣར་》,བསྐུར་པ།,
,,1628,6,《པེ་》《སྣར་》,ཀྱི།,
,,1629,7,《པེ་》《སྣར་》,mཔ།,
,,1630,8,《པེ་》,དངང་།,
,,1631,9,《པེ་》《སྣར་》,མི་སྐྱོ།,
,,1632,10,《པེ་》《སྣར་》,འཚོལ།,
,653,1633,1,《སྣར་》,ཤ,
,,1634,2,《པེ་》《སྣར་》,སྐྱེད།,
,,1635,3,《པེ་》《སྣར་》,བལྟ།,
,,1636,4,《སྣར་》,ལྟ།,
,,1637,5,《པེ་》《སྣར་》,pདག,
,,1638,6,《པེ་》《སྣར་》,ཀྱིས།,
,,1639,7,《པེ་》《སྣར་》,ཀྱིས།,
,,1640,8,《པེ་》《སྣར་》,པའི།,
,,1641,9,《པེ་》《སྣར་》,ནུས་པ་པང་།,
,,1642,10,《པེ་》《སྣར་》,ལ།,
,,1643,11,《པེ་》《སྣར་》,སྟོན།,
,,1644,12,《པེ་》《སྣར་》,ལ།,
,,1645,13,《པེ་》,བྱུང་།,
,,1646,14,《པེ་》,དག,
,,1647,15,《པེ་》《སྣར་》,འཇོགས།,
,654,1648,1,《པེ་》《སྣར་》,རྒྱུ།,
,,1649,2,《པེ་》《སྣར་》,སྐྱེད།,
,,1650,3,《པེ་》《སྣར་》,ཤེགས།,
,,1651,4,《པེ་》《སྣར་》,pདེ་ནས།,
,,1652,5,《པེ་》《སྣར་》,སེམས།,
,,1653,6,《པེ་》《སྣར་》,pགདོན་ཏོ།,
,,1654,7,《པེ་》,pབཤད།,
,,1655,8,《པེ་》《སྣར་》,mདང་།,
,655,1656,1,《པེ་》《སྣར་》,pཀྱང་།,
,,1657,2,《པེ་》,ཤེག,《སྣར་》,ཤེགས།
,,1658,3,《པེ་》《སྣར་》,pནི།,
,,1659,4,《པེ་》《སྣར་》,pཔ།,
,,1660,5,《པེ་》《སྣར་》,mཔ།,
,,1661,6,《པེ་》《སྣར་》,ལས་བརྟན།,
,,1662,7,《པེ་》《སྣར་》,གྱི།,
,,1663,8,《པེ་》《སྣར་》,ལས།,
,,1664,9,《པེ་》《སྣར་》,སྐྱེས།,
,,1665,10,《སྣར་》,ཕྱིས།,
,,1666,11,《པེ་》《སྣར་》,གསུང་།,
,,1667,12,《པེ་》《སྣར་》,ཕ།,
,,1668,13,《པེ་》,བསྔས།,
,656,1669,1,《པེ་》《སྣར་》,པའི།,
,,1670,2,《པེ་》《སྣར་》,ཕ།,
,,1671,3,《པེ་》《སྣར་》,mཔ།,
,,1672,4,《སྣར་》,གྱི།,
,,1673,5,《པེ་》《སྣར་》,མོ།,
,,1674,6,《པེ་》《སྣར་》,ཕ།,
,,1675,7,《པེ་》《སྣར་》,སླངས།,
,657,1676,1,《པེ་》《སྣར་》,མ།,
,,1677,2,《པེ་》《སྣར་》,pདག,
,,1678,3,《པེ་》,འགྱོགས།,
,,1679,4,《སྣར་》,པའི།,
,,1680,5,《པེ་》《སྣར་》,པ།,
,,1681,6,《པེ་》《སྣར་》,སྦྱངས།,
,,1682,7,《པེ་》,བརྒྱན་དང་མ།,
,,1683,8,《པེ་》《སྣར་》,བསྟན།,
,,1684,9,《པེ་》,ཀྱི།,
,,1685,10,《པེ་》,དྲིས་བུས།,《སྣར་》,དྲིལ་བུས།
,,1686,11,《པེ་》《སྣར་》,སྦྱངས།,
,,1687,12,《པེ་》,mཔ།,
,,1688,13,《པེ་》《སྣར་》,པ་སྦྱངས།,
,,1689,14,《སྣར་》,ཏོ།,
,658,1690,1,《པེ་》《སྣར་》,བརྒྱན།,
,,1691,2,《པེ་》《སྣར་》,བཞི།,
,,1692,3,《པེ་》《སྣར་》,དཔས།,
,,1693,4,《པེ་》《སྣར་》,pསྡུག་བསྔལ་ལས་མ་ཐར་པ་རྣམས།,
,,1694,5,《པེ་》《སྣར་》,pབ།,
,,1695,6,《པེ་》《སྣར་》,ཅིག,
,,1696,7,《པེ་》《སྣར་》,pཞིང་།,
,,1697,8,《པེ་》《སྣར་》,སྐྱེད།,
,,1698,9,《པེ་》《སྣར་》,སྐྱེད།,
,,1699,10,《པེ་》《སྣར་》,pནི།,
,,1700,11,《པེ་》,ཏོ།,
,659,1701,1,《པེ་》《སྣར་》,གི།,
,,1702,2,《པེ་》《སྣར་》,mཔ།,
,,1703,3,《པེ་》《སྣར་》,mབ།,
,,1704,4,《པེ་》,གཞོན།,
,,1705,5,《པེ་》,mམི།,
,,1706,6,《པེ་》《སྣར་》,སྐྱེད།,
,660,1707,1,《སྣར་》,ཀྱི།,
,,1708,2,《པེ་》《སྣར་》,རྫུན།,
,,1709,3,《པེ་》《སྣར་》,pནི།,
,,1710,4,《སྣར་》,སྟན།,
,,1711,5,《པེ་》《སྣར་》,mབ།,
,,1712,6,《པེ་》《སྣར་》,mསོ།,
,,1713,7,《སྣར་》,སྲིད།,
,,1714,8,《པེ་》,གྲོལ།,
,,1715,9,《པེ་》《སྣར་》,རྫུན།,
,,1716,10,《པེ་》,བསམས།,
,,1717,11,《པེ་》《སྣར་》,རྫུན།,
,661,1718,1,《པེ་》《སྣར་》,pལ།,
,,1719,2,《པེ་》《སྣར་》,སྨྲ་བ།,
,,1720,3,《སྣར་》,mསོ།,
,,1721,4,《པེ་》《སྣར་》,གྱིས།,
,,1722,5,《པེ་》《སྣར་》,pགཞོན།,
,,1723,6,《པེ་》《སྣར་》,དྲུང་།,
,,1724,7,《པེ་》,གྱི།,
,,1725,8,《པེ་》《སྣར་》,དང་འགོད།,
,,1726,9,《པེ་》《སྣར་》,འཚེ།,
,,1727,10,《སྣར་》,མ་རིགས།,
,,1728,11,《པེ་》《སྣར་》,དུས།,
,,1729,12,《པེ་》,པ།,
,,1730,13,《པེ་》《སྣར་》,mམི།,
,662,1731,1,《སྣར་》,གཡོགས།,
,,1732,2,《པེ་》,པ།,
,,1733,3,《པེ་》,མི་འདྲ་བ།,《སྣར་》,མེ་འབར་བ་དང་འདྲ་བ།
,,1734,4,《སྣར་》,སྟེ།,
,,1735,5,《སྣར་》,གིས།,
,,1736,6,《པེ་》,mབ།,
,,1737,7,《པེ་》《སྣར་》,བར།,
,,1738,8,《པེ་》《སྣར་》,mའདྲ་བར།,
,,1739,9,《པེ་》,pཔ།,
,663,1740,1,《པེ་》《སྣར་》,རྒས།,
,,1741,2,《པེ་》《སྣར་》,mབ།,
,,1742,3,《པེ་》《སྣར་》,mཔ།,
,,1743,4,《པེ་》《སྣར་》,སྲེགས།,
,,1744,5,《པེ་》《སྣར་》,བའོ།,
,,1745,6,《པེ་》《སྣར་》,གྱུར་པ།,
,,1746,7,《པེ་》《སྣར་》,འཚོལ།,
,664,1747,1,《པེ་》《སྣར་》,སོགས།,
,,1748,2,《པེ་》《སྣར་》,འཕོངས།,
,,1749,3,《པེ་》《སྣར་》,mདང་།,
,,1750,4,《པེ་》《སྣར་》,མི་དང་ལྷ།,
,,1751,5,《པེ་》《སྣར་》,དཀར།,
,,1752,6,《པེ་》《སྣར་》,སྐྱེད།,
,,1753,7,《པེ་》《སྣར་》,དཔོགས།,
,,1754,8,《པེ་》《སྣར་》《ཅོ་》,སྐྱེད།,
,,1755,9,《པེ་》《སྣར་》,དམིགས།,
,,1756,10,《པེ་》《སྣར་》,སྐྱེད།,
,,1757,11,《པེ་》《སྣར་》,གཞོར།,
,,1758,12,《པེ་》《སྣར་》,pདེ་ལ།,
,,1759,13,《པེ་》《སྣར་》,སྐྱེད།,
,,1760,14,《པེ་》,བཞུག,
,,1761,15,《སྣར་》,pསྒོ།,
,,1762,16,《པེ་》《སྣར་》,བྱུང་།,
,,1763,17,《པེ་》《སྣར་》《ཅོ་》,pལ།,
,,1764,18,《པེ་》《སྣར་》,མདོར།,
,665,1765,1,《པེ་》《སྣར་》,པའི།,
,,1766,2,《པེ་》《སྣར་》,ཤེས།,
,,1767,3,《པེ་》《སྣར་》,pཏེ་ཞེས།,
,,1768,4,《པེ་》,ལྟ་བ་བྱུང་།,
,,1769,5,《པེ་》《སྣར་》,གཞན།,
,,1770,6,《པེ་》,pཔ།,
,,1771,7,《པེ་》《སྣར་》,pགསུམ།,
,,1772,8,《པེ་》《སྣར་》,སྐྱེད།,
,,1773,9,《པེ་》《སྣར་》,mཔ།,
,,1774,10,《པེ་》《སྣར་》,དོན།,
,,1775,11,《པེ་》《སྣར་》,རྩོལ་དུ་བཞུགས།,
,,1776,12,《པེ་》《སྣར་》,རྡེང་།,
,,1777,13,《པེ་》《སྣར་》,ཀྱི།,
,666,1778,1,《པེ་》《སྣར་》,mམ།,
,,1779,2,《པེ་》《སྣར་》,ཅེས།,
,,1780,3,《པེ་》《སྣར་》,pཔ་ཡིན།,
,,1781,4,《པེ་》《སྣར་》,འཕོངས་པར་བརྩོན་ཞེས་པ།,
,,1782,5,《པེ་》《སྣར་》,mཔ།,
,,1783,6,《པེ་》《སྣར་》,འཕོངས།,
,,1784,7,《པེ་》《སྣར་》,mསྲིད་པའི་ཚོལ་བ་དང་།,
,,1785,8,《སྣར་》,pདུ།,
,,1786,9,《པེ་》《སྣར་》,mཡན་ལག,
,,1787,10,《པེ་》《སྣར་》,mཅན།,
,667,1788,1,《སྣར་》,དེ།,
,,1789,2,《པེ་》《སྣར་》,གསོག་པའི་མཐུ་སྟེ།,
,,1790,3,《པེ་》《སྣར་》,མཉན།,
,,1791,4,《པེ་》《སྣར་》,ཚིགས་སོགས་པ་ཞེས།,
,,1792,5,《པེ་》《སྣར་》,གྱིས་གཞན་གྱི།,
,,1793,6,《པེ་》《སྣར་》,གྱི།,
,,1794,7,《པེ་》,དེའི་རྒྱུ་མཐུ།,《སྣར་》,དེའི་རྒྱུའི་མཐུ།
,,1795,8,《པེ་》《སྣར་》,པ།,
,,1796,9,《པེ་》《སྣར་》,གྱིས།,
,,1797,10,《སྣར་》,རྟོག,
,,1798,11,《པེ་》《སྣར་》,རིགས་ཅེས།,
,,1799,12,《པེ་》《སྣར་》,པའི།,
,,1800,13,《པེ་》《སྣར་》,mགི།,
,,1801,14,《པེ་》《སྣར་》,བཞིན།,
,668,1802,1,《པེ་》《སྣར་》,pཞེས།,
,,1803,2,《པེ་》,བལྟོས།,《སྣར་》,བསྟོས།
,,1804,3,《པེ་》《སྣར་》,པའི།,
,,1805,4,《པེ་》《སྣར་》,འབྱུང་།,
,,1806,5,《པེ་》《སྣར་》,གི།,
,,1807,6,《པེ་》《སྣར་》,ཅེས།,
,,1808,7,《པེ་》《སྣར་》,པ།,
,,1809,8,《པེ་》《སྣར་》,pདེ་ཡང་བུ་རྣམས་ཀྱི་ཐེ་ཚོམ་དགྲོལ་བའོ།།,
,,1810,9,《པེ་》,མཐོན།,《སྣར་》,འཐོན།
,,1811,10,《པེ་》《སྣར་》,འདའ་བའི།,
,,1812,11,《པེ་》《སྣར་》,འཚོ།,
,669,1813,1,《པེ་》《སྣར་》,ཀྱིས།,
,,1814,2,《པེ་》《སྣར་》,པ།,
,,1815,3,《པེ་》《སྣར་》,བརྩེན།,
,,1816,4,《པེ་》,བཞིར།,
,,1817,5,《པེ་》《སྣར་》,ཀྱི་བསྔགས་པ་བྱ་བའོ།,
,670,1818,1,《པེ་》,པའོ།,
,,1819,2,《པེ་》,རིག,
,,1820,3,《སྣར་》,གྱིས།,
,,1821,4,《པེ་》《སྣར་》,mདང་།,
,,1822,5,《པེ་》《སྣར་》,རི།,
,,1823,6,《པེ་》《སྣར་》,གྱུར་ཅེས།,
,,1824,7,《པེ་》《སྣར་》,mདང་།,
,,1825,8,《པེ་》《སྣར་》,བརྒྱད།,
,,1826,9,《པེ་》《སྣར་》,བཟུད།,
,,1827,10,《པེ་》《སྣར་》,pནི།,
,,1828,11,《པེ་》《སྣར་》,ཏོ།,
,671,1829,1,《པེ་》《སྣར་》,པོ།,
,,1830,2,《པེ་》《སྣར་》,mདང་།,
,,1831,3,《པེ་》《སྣར་》,mདང་།,
,672,1832,1,《པེ་》《སྣར་》,རྩས།,
,,1833,2,《པེ་》《སྣར་》,ཅེས།,
,,1834,3,《པེ་》《སྣར་》,སྐྱང་།,
,,1835,4,《པེ་》《སྣར་》,ཅེས།,
,,1836,5,《པེ་》《སྣར་》,བརྙིངས།,
,,1837,6,《པེ་》《སྣར་》,སྐྱང་།,
,,1838,7,《པེ་》《སྣར་》,ཅེས།,
,,1839,8,《པེ་》《སྣར་》,ནས།,
,,1840,9,《པེ་》《སྣར་》,mཔ།,
,673,1841,1,《སྣར་》,ཚིགས།,
,,1842,2,《པེ་》《སྣར་》,ཚིགས་བཅད།,
,,1843,3,《པེ་》《སྣར་》,འདུག,
,,1844,4,《པེ་》《སྣར་》,བ།,
,,1845,5,《པེ་》,རྣམ་ལྔ་བསྟན།,《སྣར་》,རྣམས་ལྔ་བསྟེན།
,,1846,6,《པེ་》《སྣར་》,mཀྱིས།,
,,1847,7,《པེ་》《སྣར་》,གཉི་ག,
,674,1848,1,《སྣར་》,གི།,
,,1849,2,《སྣར་》,mབར།,
,,1850,3,《པེ་》《སྣར་》,གྱི།,
,,1851,4,《པེ་》,འདྲེ་གནོད།,《སྣར་》,འབྲེ་གནོད།
,,1852,5,《སྣར་》,བལྟ།,
,,1853,6,《པེ་》《སྣར་》,ནས།,
,675,1854,1,《པེ་》《སྣར་》,mདེ་དག,
,,1855,2,《པེ་》《སྣར་》,ཟན།,
,,1856,3,《པེ་》《སྣར་》,སྐྱེད།,
,,1857,4,《པེ་》《སྣར་》,འདྲངས།,
,,1858,5,《སྣར་》,དོ།,
,,1859,6,《པེ་》《སྣར་》,ཅེས།,
,,1860,7,《པེ་》《སྣར་》,འདྲངས།,
,,1861,8,《པེ་》《སྣར་》,རྣམས།,
,,1862,9,《སྣར་》,pབ།,
,,1863,10,《པེ་》《སྣར་》,mདང་བརྟུལ་ཞུགས་བསྙེམས་པས།,
,,1864,11,《པེ་》《སྣར་》,ཅེས།,
,,1865,12,《པེ་》《སྣར་》,ཅེས།,
,,1866,13,《པེ་》《སྣར་》,དགགས་ཞེས།,《ཅོ་》,དག་ཅེས།
,,1867,14,《པེ་》《སྣར་》,ཀྱི།,
,676,1868,1,《པེ་》《སྣར་》,གནག་ཅིང་།,
,,1869,2,《པེ་》,དཀྲེས།,
,,1870,3,《སྣར་》,ཅེར།,
,,1871,4,《པེ་》《སྣར་》,བལ་གླང་།,
,,1872,5,《པེ་》《སྣར་》,ཐར།,
,,1873,6,《པེ་》,ལྟག་པའི་སྒྲ།,《སྣར་》,ལྟག་པའི་སྐྲ།
,677,1874,1,《པེ་》《སྣར་》,ཅེས།,
,,1875,2,《པེ་》《སྣར་》,ཀྱིས།,
,,1876,3,《པེ་》《སྣར་》,མཐོངས།,
,,1877,4,《པེ་》《སྣར་》,mཞེས་ནས་ཀྱང་།,
,,1878,5,《སྣར་》,གྱུར།,
,,1879,6,《པེ་》《སྣར་》,ཀྱིས།,
,,1880,7,《པེ་》《སྣར་》,ཀྱིས།,
,,1881,8,《པེ་》《སྣར་》,བལྟ།,
,,1882,9,《པེ་》《སྣར་》,བརྟན་ནོ།,
,,1883,10,《སྣར་》,ལྟ།,
,,1884,11,《པེ་》《སྣར་》,དུ།,
,,1885,12,《པེ་》《སྣར་》,འཆོས།,
,,1886,13,《པེ་》《སྣར་》,འདྲུམ།,
,678,1887,1,《པེ་》《སྣར་》,མཆོད།,
,,1888,2,《པེ་》《སྣར་》,བརྩིག,
,,1889,3,《པེ་》《སྣར་》,བརྟེན།,
,,1890,4,《པེ་》,འཇིག,
,,1891,5,《པེ་》《སྣར་》,འབྱུང་།,
,,1892,6,《པེ་》,པ།,
,,1893,7,《པེ་》,ཡི།,
,679,1894,1,《པེ་》,པས།,
,,1895,2,《པེ་》《སྣར་》,ཤེས།,
,,1896,3,《པེ་》,དམར།,
,,1897,4,《པེ་》《སྣར་》,ནི།,
,,1898,5,《པེ་》《སྣར་》,ཅེས།,
,,1899,6,《པེ་》《སྣར་》,འཐར།,
,,1900,7,《སྣར་》,སེམས།,
,,1901,8,《སྣར་》,སྟེན།,
,680,1902,1,《པེ་》《སྣར་》,ན།,
,,1903,2,《པེ་》《སྣར་》,pརྣམ།,
,,1904,3,《པེ་》《སྣར་》,mདང་།,
,,1905,4,《པེ་》《སྣར་》,པར།,
,,1906,5,《པེ་》,གིས།,
,,1907,6,《པེ་》《སྣར་》,བྱ་བ་དག,
,,1908,7,《སྣར་》,དུ།,
,,1909,8,《པེ་》《སྣར་》,པ་ནི།,
,681,1910,1,《པེ་》《སྣར་》,བསྐྱ་ཞིང་།,
,,1911,2,《སྣར་》,པར།,
,,1912,3,《པེ་》《སྣར་》,བསླུ།,
,,1913,4,《སྣར་》,ཏེ།,
,,1914,5,《པེ་》《སྣར་》,འདྲ་བའི།,
,,1915,6,《པེ་》《སྣར་》,དེའི།,
,,1916,7,《པེ་》,གཞོན།,
,,1917,8,《པེ་》《སྣར་》,mཔ།,
,682,1918,1,《པེ་》,བླངས་པ།,
,,1919,2,《པེ་》《སྣར་》,ཡིན་པས།,
,,1920,3,《པེ་》《སྣར་》,mགནས།,
,,1921,4,《པེ་》《སྣར་》,ཞེས།,
,,1922,5,《པེ་》《སྣར་》,ཐོན།,
,,1923,6,《པེ་》《སྣར་》,pས་དང་།,
,,1924,7,《པེ་》《སྣར་》,པ།,
