མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ,མཆན།,
,,1925,8,《པེ་》《སྣར་》,ཆེས་པས་ད།,
,683,1926,1,《པེ་》《སྣར་》,ཞེས།,
,,1927,2,《པེ་》《སྣར་》,ཀྱི།,
,,1928,3,《པེ་》,གཏི་མུག,
,,1929,4,《པེ་》《སྣར་》,ཁྲིས།,
,684,1930,1,《པེ་》《སྣར་》,ནི།,
,,1931,2,《པེ་》《སྣར་》,ན་རྒ།,
,,1932,3,《པེ་》《སྣར་》,རྒྱ།,
,,1933,4,《པེ་》《སྣར་》,mབསྟན། ཁམས་གསུམ་གྱིས།,
,,1934,5,《སྣར་》,དགེ།,
,,1935,6,《པེ་》《སྣར་》,སའི།,
,,1936,7,《པེ་》《སྣར་》,ཞི།,
,,1937,8,《པེ་》,པར།,
,,1938,9,《པེ་》《སྣར་》,ཅེས།,
,,1939,10,《པེ་》《སྣར་》,འདིས།,
,,1940,11,《པེ་》《སྣར་》,རྣམས།,
,685,1941,1,《པེ་》《སྣར་》,ཀྱིས།,
,,1942,2,《པེ་》,བཟླ།,
,,1943,3,《པེ་》《སྣར་》,པ་རྣམས་ཀྱིས།,
,,1944,4,《པེ་》《སྣར་》,ཅེས།,
,,1945,5,《པེ་》《སྣར་》,དགའ་བའི།,
,,1946,6,《པེ་》《སྣར་》,རོག།,
,,1947,7,《པེ་》《སྣར་》,གྱི།,
,,1948,8,《པེ་》,བཟུང་།,
,,1949,9,《པེ་》《སྣར་》,ཅེས།,
,,1950,10,《པེ་》《སྣར་》,པ་སྐྱེད།,
,,1951,11,《པེ་》《སྣར་》,pནི།,
,,1952,12,《པེ་》,mམ།,
,,1953,13,《པེ་》《སྣར་》,mལ།,
,686,1954,1,《སྣར་》,mལས།,
,,1955,2,《པེ་》《སྣར་》,ཏེ།,
,,1956,3,《པེ་》《སྣར་》,པོའོ།,
,,1957,4,《པེ་》《སྣར་》,པོ།,
,,1958,5,《པེ་》《སྣར་》,mཔར།,
,,1959,6,《སྣར་》,སྟན།,
,,1960,7,《པེ་》,pབ།,
,,1961,8,《པེ་》《སྣར་》,བསལ།,
,,1962,9,《པེ་》《སྣར་》,གི།,
,687,1963,1,《པེ་》《སྣར་》,གྱིས།,
,,1964,2,《པེ་》《སྣར་》,བཞི།,
,,1965,3,《པེ་》《སྣར་》,པར།,
,,1966,4,《པེ་》《སྣར་》,གྱིས།,
,,1967,5,《པེ་》《སྣར་》,རྣམས།,
,,1968,6,《པེ་》,བཟུད།,
,,1969,7,《པེ་》《སྣར་》,ཟུང་ཞེས།,
,,1970,8,《པེ་》《སྣར་》,pཞེས།,
,688,1971,1,《པེ་》《སྣར་》,pཔར་མི་ནུས་པ་བསྟན།,
,,1972,2,《སྣར་》,འབྲིང་།,
,,1973,3,《པེ་》《སྣར་》,ཀྱིས།,
,,1974,4,《པེ་》《སྣར་》,ཚིག,
,,1975,5,《པེ་》《སྣར་》,mཔ།,
,,1976,6,《པེ་》《སྣར་》,ལས།,
,,1977,7,《པེ་》《སྣར་》,སྡུག་པའི།,
,,1978,8,《པེ་》《སྣར་》,སྐྱེད།,
,689,1979,1,《པེ་》《སྣར་》,ལས།,
,,1980,2,《པེ་》《སྣར་》,བཟུང་།,
,,1981,3,《པེ་》《སྣར་》,ཞིང་།,
,,1982,4,《པེ་》《སྣར་》,ཀྱིས།,
,,1983,5,《སྣར་》,mཀྱིས།,
,,1984,6,《པེ་》《སྣར་》,འདི།,
,,1985,7,《པེ་》《སྣར་》,pདུ།,
,,1986,8,《པེ་》《སྣར་》,pབ།,
,690,1987,1,《སྣར་》,འགྱུར་བ།,
,,1988,2,《པེ་》《སྣར་》,སྐེ་བ།,
,,1989,3,《པེ་》,བུར།,
,,1990,4,《པེ་》《སྣར་》,གཉེན།,
,691,1991,1,《པེ་》《སྣར་》,བས།,
,,1992,2,《པེ་》《སྣར་》,གྱིས།,
,,1993,3,《པེ་》《སྣར་》,ཅེས།,
,,1994,4,《པེ་》,བསྐུར།,
,,1995,5,《པེ་》《སྣར་》,pཀྱང་།,
,,1996,6,《པེ་》《སྣར་》,ཡོད།,
,,1997,7,《པེ་》《སྣར་》,པ།,
,,1998,8,《པེ་》《སྣར་》,དེ།,
,,1999,9,《པེ་》《སྣར་》,གྱུར།,
,,2000,10,《པེ་》《སྣར་》,ནི་མིའི་ལུས་དུ།,
,,2001,11,《པེ་》《སྣར་》,པའི།,
,,2002,12,《པེ་》《སྣར་》,ལས།,
,,2003,13,《པེ་》《སྣར་》,pདུ།,
,,2004,14,《པེ་》《སྣར་》,དེར།,
,692,2005,1,《པེ་》《སྣར་》,སྡུས།,
,,2006,2,《པེ་》《སྣར་》《ཅོ་》,འདིར།,
,,2007,3,《པེ་》《སྣར་》,ཀྱིས།,
,,2008,4,《པེ་》《སྣར་》,pམ།,
,,2009,5,《པེ་》《སྣར་》,pཀྱང་།,
,,2010,6,《པེ་》,བསལ་ཞིང་རྟུལ།,《སྣར་》,གསལ་ཞིང་བརྟུལ།
,,2011,7,《པེ་》《སྣར་》,འཚོལ།,
,,2012,8,《པེ་》《སྣར་》,ཀྱི།,
,,2013,9,《པེ་》《སྣར་》,ཅེས།,
,,2014,10,《པེ་》《སྣར་》,mའདི།,
,693,2015,1,《པེ་》《སྣར་》,སྨོས།,
,,2016,2,《པེ་》《སྣར་》,འདི་སྨྲས།,
,,2017,3,《པེ་》《སྣར་》,སྦྱར།,
,,2018,4,《པེ་》《སྣར་》,རབ་འདི།,
,,2019,5,《པེ་》,mཔ།,
,,2020,6,《པེ་》《སྣར་》,གྱིས།,
,,2021,7,《པེ་》《སྣར་》,སྨོས། །ཤེས།,
,,2022,8,《པེ་》《སྣར་》,རྟོག,
,,2023,9,《པེ་》《སྣར་》,mདེ།,
,,2024,10,《པེ་》《སྣར་》,པའི།,
,,2025,11,《པེ་》《སྣར་》,སྙེམས།,
,,2026,12,《པེ་》《སྣར་》,དེའི།,
,694,2027,1,《པེ་》《སྣར་》,བཞི།,
,,2028,2,《པེ་》《སྣར་》,pའཕགས་པ་དེ་བཞིས་གོ་བ་དང་།,
,,2029,3,《པེ་》《སྣར་》,བཞིས།,
,,2030,4,《པེ་》《སྣར་》,ཚུལ།,
,,2031,5,《པེ་》《སྣར་》,དགར།,
,,2032,6,《པེ་》《སྣར་》,རྟོག,
,,2033,7,《པེ་》,བསྟན།,
,,2034,8,《པེ་》,པའི།,
,,2035,9,《པེ་》《སྣར་》,གྱིས།,
,695,2036,1,《པེ་》,གཞུང་།,
,,2037,2,《ཅོ་》,ནམ།,
,,2038,3,《པེ་》《སྣར་》,mནས།,
,,2039,4,《པེ་》《སྣར་》,ཐོག་གོ།,
,,2040,5,《པེ་》《སྣར་》,mནི།,
,,2041,6,《པེ་》《སྣར་》,ད་མངོན།,
,,2042,7,《པེ་》《སྣར་》,གླེངས།,
,,2043,8,《པེ་》《སྣར་》,སྒྲུབ།,
,,2044,9,《པེ་》,ཀྱི།,
,,2045,10,《པེ་》《སྣར་》,mཀྱི་ཆོས།,
,696,2046,1,《པེ་》《སྣར་》,mལ།,
,,2047,2,《པེ་》《སྣར་》,pཔ།,
,,2048,3,《སྣར་》,སྔོ།,
,,2049,4,《པེ་》,ཚིག,
,697,2050,1,《པེ་》,གི།,
,,2051,2,《པེ་》《སྣར་》,mནི།,
,,2052,3,《པེ་》《སྣར་》,པ།,
,,2053,4,《པེ་》,ལོག,
,,2054,5,《པེ་》《སྣར་》,འགྲུབ།,
,,2055,6,《པེ་》《སྣར་》,pཔ།,
,,2056,7,《སྣར་》,པོས།,
,,2057,8,《སྣར་》,ཏེ།,
,,2058,9,《པེ་》《སྣར་》,pཔ།,
,,2059,10,《པེ་》《སྣར་》,mམ།,
,,2060,11,《པེ་》《སྣར་》,གན།,
,,2061,12,《པེ་》,mའཇིག,
,,2062,13,《པེ་》《སྣར་》,འཚོལ།,
,698,2063,1,《པེ་》《སྣར་》,འགྲུབ།,
,,2064,2,《པེ་》《སྣར་》,ནས།,
,,2065,3,《པེ་》《སྣར་》《ཅོ་》,ཕྱིས།,
,,2066,4,《པེ་》《སྣར་》,pདེ།,
,,2067,5,《པེ་》《སྣར་》,mཏེ།,
,,2068,6,《པེ་》《སྣར་》,ཤིང་།,
,,2069,7,《པེ་》《སྣར་》,ཀྱི།,
,,2070,8,《སྣར་》,ན།,
,,2071,9,《པེ་》《སྣར་》,mནི།,
,,2072,10,《པེ་》《སྣར་》,ཀྱིས།,
,,2073,11,《པེ་》《སྣར་》,mཏོ།,
,,2074,12,《པེ་》《སྣར་》,pཔ།,
,,2075,13,《པེ་》《སྣར་》,གླང་།,
,699,2076,1,《པེ་》《སྣར་》,mདང་།,
,,2077,2,《པེ་》《སྣར་》,pམཐར།,
,,2078,3,《པེ་》《སྣར་》,གྱུར།,
,,2079,4,《པེ་》《སྣར་》,མར།,
,,2080,5,《པེ་》《སྣར་》,ཁོགས།,
,,2081,6,《པེ་》《སྣར་》,ཞེས།,
,,2082,7,《པེ་》《སྣར་》,པ།,
,,2083,8,《པེ་》《སྣར་》,ཁོགས།,
,,2084,9,《པེ་》《སྣར་》,དུང་།,
,,2085,10,《པེ་》《སྣར་》,ཀྱི།,
,700,2086,1,《པེ་》《སྣར་》,བ།,
,,2087,2,《པེ་》《སྣར་》,བརྙེན།,
,,2088,3,《པེ་》《སྣར་》,mཕ།,
,,2089,4,《པེ་》《སྣར་》,རྒྱན།,
,,2090,5,《པེ་》《སྣར་》,ཏོ།,
,701,2091,1,《པེ་》《སྣར་》,pདུ།,
,,2092,2,《པེ་》《སྣར་》,ལས།,
,,2093,3,《པེ་》《སྣར་》,ཀྱི།,
,,2094,4,《པེ་》《སྣར་》,pཔའི།,
,,2095,5,《པེ་》《སྣར་》,པས།,
,,2096,6,《པེ་》《སྣར་》,pདུ།,《ཅོ་》,ལྟར།
,,2097,7,《པེ་》《སྣར་》,བསམས།,
,,2098,8,《པེ་》,གྱུར།,
,,2099,9,《པེ་》《སྣར་》,བླུན།,
,,2100,10,《པེ་》《སྣར་》,ཀྱི།,
,,2101,11,《པེ་》《སྣར་》,བསག་ཏུ།,
,,2102,12,《པེ་》《སྣར་》,ཚམ།,
,,2103,13,《པེ་》《སྣར་》,པའི།,
,,2104,14,《པེ་》《སྣར་》,mཔ།,
,702,2105,1,《སྣར་》,འགྱུར།,
,,2106,2,《པེ་》《སྣར་》,ལ།,
,,2107,3,《པེ་》,སྲོག,
,,2108,4,《པེ་》,འཚོན།,
,,2109,5,《པེ་》《སྣར་》,འཛིན་དག་ཏུ།,
,,2110,6,《པེ་》《སྣར་》,གཡོས་པའོ། །བཟུང་སྟེ།,
,,2111,7,《པེ་》,མི།,
,,2112,8,《པེ་》《སྣར་》,pནི།,
,,2113,9,《པེ་》《སྣར་》,རྒྱལ།,
,,2114,10,《པེ་》《སྣར་》,མཆི།,
,,2115,11,《པེ་》,བཟུད།,
,,2116,12,《པེ་》《སྣར་》,བཟུང་བར།,
,,2117,13,《པེ་》,བཟུད།,
,703,2118,1,《པེ་》《སྣར་》,སྨྲས།,
,,2119,2,《པེ་》《སྣར་》,མཆི་སྟེ།,
,,2120,3,《པེ་》,བཟུད།,
,,2121,4,《པེ་》《སྣར་》,mཔ།,
,,2122,5,《པེ་》,བཟུད།,
,,2123,6,《སྣར་》,བརྩལ།,
,,2124,7,《པེ་》《སྣར་》,ཀྱིས།,
,,2125,8,《པེ་》《སྣར་》,དེ།,
,704,2126,1,《སྣར་》,མོང་།,
,,2127,2,《པེ་》《སྣར་》,བཞུགས།,
,,2128,3,《པེ་》,pཔ།,
,,2129,4,《པེ་》《སྣར་》,ཀྱི།,
,,2130,5,《པེ་》《སྣར་》,དེས།,
,,2131,6,《པེ་》《སྣར་》,སྨྲས།,
,,2132,7,《པེ་》,བཟུང་བའི།,
,,2133,8,《པེ་》《སྣར་》,ནི།,
,,2134,9,《པེ་》《སྣར་》,ཀྱི།,
,,2135,10,《པེ་》《སྣར་》,གཞེན།,
,,2136,11,《པེ་》《སྣར་》,རྗེས།,
,,2137,12,《པེ་》《སྣར་》,གཞེན།,
,,2138,13,《པེ་》《སྣར་》,བསྐྱེད།,
,,2139,14,《པེ་》《སྣར་》,བསམ།,
,,2140,15,《པེ་》,སྦར་བ་གཞན།,《སྣར་》,སྦར་བ་བཞན།
,,2141,16,《པེ་》《སྣར་》,ལ།,
,705,2142,1,《པེ་》《སྣར་》,ཤེས།,
,,2143,2,《པེ་》,རྒྱུ་འམ།,《སྣར་》,སྒྱུ་འམ།
,,2144,3,《སྣར་》,སྤང་།,
,,2145,4,《པེ་》《སྣར་》,ལས།,
,,2146,5,《ཅོ་》,གནག,
,,2147,6,《པེ་》《སྣར་》,རྟོག,
,,2148,7,《པེ་》《སྣར་》《ཅོ་》,ཐོབ།,
,,2149,8,《པེ་》《སྣར་》《ཅོ་》,སྤྱིལ།,
,,2150,9,《སྣར་》,བ་ཚལ།,
,,2151,10,《པེ་》《སྣར་》,ཀྱི།,
,,2152,11,《པེ་》《སྣར་》,mཉོན་མོངས་པ་ཕྱིར་ཞིང་འཕེལ་བར་གྱུར་བས་སེམས་ཅན།,
,,2153,12,《པེ་》《སྣར་》,mཔ།,
,706,2154,1,《པེ་》《སྣར་》,འདས་པའི།,
,,2155,2,《པེ་》《སྣར་》,mམ།,
,,2156,3,《པེ་》《སྣར་》,pཉོན་མོངས་པ་ཕྱིར་ཞིང་འཕེལ་བར་གྱུར་པས་སེམས་ཅན།,
,,2157,4,《པེ་》《སྣར་》,pདང་།,
,,2158,5,《པེ་》《སྣར་》,pཀྱིས།,
,,2159,6,《པེ་》《སྣར་》,ཟན།,
,,2160,7,《པེ་》《སྣར་》,འདི།,
,,2161,8,《ཅོ་》,ལ།,
,,2162,9,《པེ་》,བཞུག,
,,2163,10,《པེ་》《སྣར་》,ཉམས།,
,,2164,11,《པེ་》《སྣར་》,ཅུང་།,
,,2165,12,《པེ་》《སྣར་》,པ་གཞན།,
,,2166,13,《པེ་》《སྣར་》,pས།,
,,2167,14,《ཅོ་》,དང་།,
,,2168,15,《པེ་》,ཞེན་པ་དང་།,《སྣར་》,ཞན་པ་དང།
,707,2169,1,《པེ་》《སྣར་》,བཏད།,
,,2170,2,《པེ་》《སྣར་》,ཁད་ཀྱི།,
,,2171,3,《པེ་》《སྣར་》,བོགས།,
,,2172,4,《པེ་》《སྣར་》,གཞན།,
,,2173,5,《པེ་》,བཏད།,
,,2174,6,《པེ་》《སྣར་》,mདང་།,
,,2175,7,《སྣར་》,སྐྱེད།,
,,2176,8,《པེ་》《སྣར་》,པས།,
,,2177,9,《སྣར་》,དགྲོང་།,
,,2178,10,《པེ་》《སྣར་》,mནས།,
,,2179,11,《པེ་》《སྣར་》,pམི།,
,,2180,12,《པེ་》《སྣར་》,ལྷུང་བར་གྱུར་པ།,
,,2181,13,《པེ་》《སྣར་》,བཞུགས།,
,,2182,14,《པེ་》《སྣར་》,བར་དུ།,
,,2183,15,《པེ་》,ད།,《སྣར་》,ང་།
,,2184,16,《པེ་》《སྣར་》,ཏོ།,
,,2185,17,《པེ་》《སྣར་》,སྐལ་བ།,
,708,2186,1,《སྣར་》,ཆོལ།,
,,2187,2,《སྣར་》,པས།,
,,2188,3,《པེ་》《སྣར་》,pལ།,
,,2189,4,《པེ་》《སྣར་》,mབསྐྱེད།,
,,2190,5,《སྣར་》,པར།,
,,2191,6,《པེ་》《སྣར་》,pསྡུག་བསྔལ་པའི་ཡང་།,
,,2192,7,《པེ་》《སྣར་》,ཚོར།,
,,2193,8,《པེ་》《སྣར་》,ཚོར།,
,,2194,9,《པེ་》《སྣར་》,སྐྱེད།,
,709,2195,1,《པེ་》《སྣར་》,ལྔ།,
,,2196,2,《པེ་》,བཟོད།,
,,2197,3,《པེ་》,གིས་གླ།,《སྣར་》,གི་གླ།
,,2198,4,《པེ་》《སྣར་》,གྱི།,
,,2199,5,《པེ་》《སྣར་》,གི་གླ།,
,,2200,6,《པེ་》《སྣར་》,ཡོང་།,
,,2201,7,《པེ་》《སྣར་》,འདའ་བ་དེ་རྙེད་ཅེས་པ་ནས།,
,,2202,8,《པེ་》《སྣར་》,འདས་པ།,
,710,2203,1,《པེ་》《སྣར་》,གསུམ་ལ།,
,,2204,2,《ཅོ་》,བག,
,,2205,3,《པེ་》《སྣར་》,གི།,
,,2206,4,《པེ་》《སྣར་》,mམཛོད་ཀྱི།,
,,2207,5,《སྣར་》,པར།,
,,2208,6,《པེ་》《སྣར་》,གྱིས་བརླབས་ཀྱི།,
,,2209,7,《པེ་》《སྣར་》,mདུ།,
,,2210,8,《སྣར་》,པའི།,
,,2211,9,《པེ་》,ཀྱིས།,
,,2212,10,《པེ་》《སྣར་》,འདའ་བ།,
,711,2213,1,《པེ་》《སྣར་》,pཏུ།,
,,2214,2,《པེ་》《སྣར་》,mཔ།,
,,2215,3,《པེ་》《སྣར་》,གིས།,
,,2216,4,《པེ་》,པུཎྚ་རི།,《སྣར་》,པུཎྜ་རི།
,,2217,5,《པེ་》《སྣར་》,mབཀའ།,
,,2218,6,《པེ་》《སྣར་》,mནི།,
,,2219,7,《པེ་》《སྣར་》,སྦྱར།,
,,2220,8,《སྣར་》,ཏེ།,
,,2221,9,《པེ་》《སྣར་》,ཐོབ།,
,,2222,10,《པེ་》《སྣར་》,ལྟ་བསྐྱེས།,
,,2223,11,《སྣར་》,mདེ།,
,712,2224,1,《པེ་》《སྣར་》,པོ།,
,,2225,2,《པེ་》《སྣར་》,mནི།,
,,2226,3,《པེ་》,བསྒྲུབ།,
,,2227,4,《པེ་》《སྣར་》,mནས།,
,,2228,5,《པེ་》《སྣར་》,འཚོལ།,
,,2229,6,《པེ་》《སྣར་》,རྩིགས།,
,,2230,7,《པེ་》《སྣར་》,སྐྱབས།,
,,2231,8,《པེ་》《སྣར་》,གཞོན།,
,,2232,9,《པེ་》《སྣར་》,དོ་ཞེས།,
,713,2233,1,《པེ་》《སྣར་》,གདུང་།,
,,2234,2,《པེ་》《སྣར་》,ཚོལ།,
,,2235,3,《པེ་》《སྣར་》,ཤེས་པའི་རྒྱུས།,
,,2236,4,《སྣར་》,ཀྱི།,
,,2237,5,《པེ་》《སྣར་》,འཕོངས།,
,,2238,6,《པེ་》《སྣར་》,སྒྲིབས།,
,,2239,7,《པེ་》《སྣར་》,རྐོམ།,
,,2240,8,《པེ་》《སྣར་》,ན།,
,,2241,9,《པེ་》《སྣར་》,mདེ།,
,,2242,10,《པེ་》,ཀྱི་གླ།,《ཅོ་》,ནི་སླ།
,,2243,11,《པེ་》《སྣར་》,སྐྱེ་བའོ།,
,,2244,12,《སྣར་》,འཐང་།,
,714,2245,1,《པེ་》《སྣར་》,ཀྱི་བགས་ཀྱི།,
,,2246,2,《པེ་》《སྣར་》,ཅེས།,
,,2247,3,《པེ་》《སྣར་》,ཀྱི།,
,,2248,4,《པེ་》《སྣར་》,པས།,
,,2249,5,《པེ་》《སྣར་》,རྙེད།,
,,2250,6,《པེ་》《སྣར་》,པས།,
,,2251,7,《པེ་》,ལས།,
,,2252,8,《པེ་》《སྣར་》,པའི།,
,,2253,9,《པེ་》《སྣར་》,ཀྱི་སྐལ་པ་ཡོད་པར།,
,,2254,10,《པེ་》《སྣར་》,གི།,
,,2255,11,《པེ་》《སྣར་》,ཆེད།,
,715,2256,1,《སྣར་》,གི།,
,,2257,2,《པེ་》,ལས་འདའ་བ།,《སྣར་》,ལས་འདས་པ།
,,2258,3,《པེ་》《སྣར་》,མདོ།,
,,2259,4,《པེ་》《སྣར་》,ནས།,
,,2260,5,《པེ་》《སྣར་》,པའི།,
,,2261,6,《པེ་》《སྣར་》,mནས།,
,,2262,7,《པེ་》《སྣར་》,འདས་པ།,
,,2263,8,《པེ་》《སྣར་》,ཕྱིན།,
,716,2264,1,《པེ་》,ཀྱི་བརྟུལ།,《སྣར་》,ཀྱི་བཏུལ།
,,2265,2,《པེ་》《སྣར་》,pཞེས་པ།,
,,2266,3,《པེ་》《སྣར་》,བསྒོམ།,
,,2267,4,《པེ་》《སྣར་》,mཆེན་པོ།,
,,2268,5,《པེ་》《སྣར་》,ལས།,
,,2269,6,《པེ་》《སྣར་》,འདོན།,
,,2270,7,《པེ་》《སྣར་》,གྱི།,
,,2271,8,《པེ་》《སྣར་》,གྱིས།,
,,2272,9,《པེ་》《སྣར་》,ནམ་ཡང་ལན་འདོན།,
,,2273,10,《པེ་》《སྣར་》,སྤྱིའི།,
,,2274,11,《པེ་》《སྣར་》,mདག,
,,2275,12,《པེ་》《སྣར་》,ཀྱིས།,
,,2276,13,《པེ་》,ཅིའི།,
,,2277,14,《པེ་》《སྣར་》,ལ།,
,717,2278,1,《པེ་》《སྣར་》,རབ་ཏུ།,
,,2279,2,《པེ་》《སྣར་》,mཔ།,
,,2280,3,《པེ་》《སྣར་》,པས།,
,,2281,4,《པེ་》《སྣར་》,འདུན་འཐུན།,
,,2282,5,《པེ་》《སྣར་》,།།,
,,2283,6,《སྣར་》,པར།,
,718,2284,1,《སྣར་》,ཀྱི།,
,,2285,2,《པེ་》,ཐེག་པ་རྣམས།,《སྣར་》,སེམས་རྣམས།
,,2286,3,《པེ་》《སྣར་》,བསྒྲུབ།,
,,2287,4,《པེ་》《སྣར་》,ནས་ཡོད་པར།,
,,2288,5,《པེ་》《སྣར་》,འབབ་པའི་རླན་གྱི།,
,,2289,6,《སྣར་》,pཆེན།,
,,2290,7,《པེ་》《སྣར་》,པོས།,
,,2291,8,《པེ་》《སྣར་》,mནད།,
,719,2292,1,《པེ་》,རྟོག,《སྣར་》,ཏོགས།
,,2293,2,《པེ་》《སྣར་》,ཀྱི་རིགས།,
,,2294,3,《པེ་》《སྣར་》,བར།,
,,2295,4,《པེ་》《སྣར་》,མདའ།,
,,2296,5,《པེ་》《སྣར་》,པ།,
,,2297,6,《པེ་》《སྣར་》,རིགས།,
,,2298,7,《པེ་》《སྣར་》,བསྒྲུབ།,
,,2299,8,《པེ་》《སྣར་》,pརྣམ་པ།,
,,2300,9,《པེ་》《སྣར་》,གྱི།,
,,2301,10,《པེ་》《སྣར་》,mཡང་དག་པར།,
,720,2302,1,《སྣར་》,པར།,
,,2303,2,《པེ་》《སྣར་》,པའི།,
,,2304,3,《པེ་》《སྣར་》,mནི།,
,,2305,4,《པེ་》《སྣར་》,pཐམས་ཅད་ཀྱི།,
,,2306,5,《པེ་》《སྣར་》,ཀྱི།,
,,2307,6,《པེ་》《སྣར་》,རྟོག,
,,2308,7,《པེ་》《སྣར་》,གི།,
,,2309,8,《པེ་》《སྣར་》,རིག,
,721,2310,1,《པེ་》,བསྟོན།,
,,2311,2,《པེ་》《སྣར་》,mརྣམས།,
,,2312,3,《པེ་》,བཞིའོ།,
,,2313,4,《པེ་》《སྣར་》,པའི།,
,722,2314,1,《པེ་》《སྣར་》,ཅེས།,
,,2315,2,《པེ་》,རྩ་བ།,《སྣར་》,རྩ།
,,2316,3,《པེ་》《སྣར་》,ཁྲང་།,
,,2317,4,《པེ་》《སྣར་》,རང་རིགས་རྣམས།,
,,2318,5,《པེ་》《སྣར་》,འདོགས།,
,,2319,6,《པེ་》《སྣར་》,mངུ་།,
,,2320,7,《པེ་》《སྣར་》,pས།,
,,2321,8,《པེ་》《སྣར་》,pཟག་པ་དང་།,
,,2322,9,《པེ་》《སྣར་》,སྒྲུབ།,
,,2323,10,《སྣར་》,ཟད།,
,723,2324,1,《པེ་》,བསྒྲུབ།,《སྣར་》,སྒྲུབ།
,,2325,2,《པེ་》《སྣར་》,བསམ།,
,,2326,3,《པེ་》《སྣར་》,བལྟ་བའོ།,
,,2327,4,《པེ་》《སྣར་》《ཅོ་》,པོའི་ལས་ས།,
,,2328,5,《པེ་》《སྣར་》,གི།,
,,2329,6,《པེ་》,དཔའི།,
,,2330,7,《པེ་》《སྣར་》,པའི།,
,,2331,8,《སྣར་》,གི།,
,,2332,9,《པེ་》《སྣར་》,བགྱིས།,
,,2333,10,《སྣར་》,པར།,
,,2334,11,《སྣར་》,བརློན།,
,724,2335,1,《པེ་》《སྣར་》,pབ།,
,,2336,2,《པེ་》《སྣར་》,སྒོམ།,
,,2337,3,《པེ་》《སྣར་》,དུ།,
,,2338,4,《སྣར་》,ཤེས།,
,,2339,5,《པེ་》《སྣར་》,mབསྒོམ་པ་ལ།,
,,2340,6,《པེ་》《སྣར་》,དང་།,
,,2341,7,《པེ་》《སྣར་》,ཆད།,
,,2342,8,《པེ་》《སྣར་》,pཔ།,
,725,2343,1,《པེ་》《སྣར་》,mལ།,
,,2344,2,《སྣར་》,མཇུག,
,,2345,3,《པེ་》《སྣར་》,སྐྱེད།,
,,2346,4,《པེ་》《སྣར་》,mཔ།,
,,2347,5,《པེ་》《སྣར་》,ལས།,
,,2348,6,《པེ་》《སྣར་》,pདེ་བཞིན་དུ།,
,,2349,7,《པེ་》《སྣར་》,གི།,
,,2350,8,《པེ་》,pབདག,《སྣར་》,བདག་དང་།
,,2351,9,《པེ་》《སྣར་》,དཔའ།,
,726,2352,1,《པེ་》《སྣར་》,ཐོབ།,
,,2353,2,《པེ་》《སྣར་》,གཞུང་།,
,,2354,3,《པེ་》,ཅན་གྱི།,
,,2355,4,《པེ་》《སྣར་》,mབསྟན་པ།,
,,2356,5,《པེ་》《སྣར་》,ཀྱི།,
,,2357,6,《པེ་》《སྣར་》,mམ།,
,727,2358,1,《པེ་》《སྣར་》,mཔ།,
,,2359,2,《པེ་》《སྣར་》,དཔའ།,
,,2360,3,《པེ་》《སྣར་》《ཅོ་》,བརྟན།,
,,2361,4,《པེ་》,སྲོས།,
,,2362,5,《པེ་》《སྣར་》,པའི།,
,,2363,6,《པེ་》《སྣར་》,གཟོད།,
,,2364,7,《པེ་》《སྣར་》,གྱིས་བརླབས།,
,,2365,8,《པེ་》《སྣར་》,སྦྱིན་པ།,
,,2366,9,《པེ་》《སྣར་》,བུར།,
,,2367,10,《པེ་》《སྣར་》,བྱུང་།,
,,2368,11,《པེ་》《སྣར་》,mབྱུང་སྟེ།,
,,2369,12,《པེ་》,འཆར།,
,728,2370,1,《པེ་》《སྣར་》,གྲངས།,
,,2371,2,《པེ་》《སྣར་》,གི་བརྙབ་དུ།,
,,2372,3,《པེ་》,སྒྲོག,
,,2373,4,《པེ་》《སྣར་》,དངངས།,
,,2374,5,《པེ་》,སྙེམ།,《སྣར་》,སྙེམས།
,,2375,6,《སྣར་》,དང་།,
,,2376,7,《སྣར་》,སྤྱོད།,
,,2377,8,《པེ་》《སྣར་》,mགང་།,
,,2378,9,《པེ་》《སྣར་》,pབ།,
,,2379,10,《པེ་》《སྣར་》,མན།,
,,2380,11,《པེ་》,གྱིས།,
,,2381,12,《པེ་》《སྣར་》,ལྗོང་།,
,,2382,13,《སྣར་》,འབེབ།,
,,2383,14,《པེ་》《སྣར་》,pདང་།,
,729,2384,1,《སྣར་》,བསྟན།,
,,2385,2,《པེ་》,mནི།,
,,2386,3,《པེ་》《སྣར་》,pནི།,
,,2387,4,《པེ་》《སྣར་》,སྟེ།,
,,2388,5,《པེ་》《སྣར་》,pཡི།,
,,2389,6,《པེ་》,ང་།,《སྣར་》,དེ།
,,2390,7,《པེ་》《སྣར་》,ཤེག་ཅེས་པའི།,
,,2391,8,《པེ་》《སྣར་》,བཅོམ་ཟིལ།,
,,2392,9,《པེ་》《སྣར་》,བའི།,
,730,2393,1,《པེ་》《སྣར་》,བའི།,
,,2394,2,《པེ་》《སྣར་》,པ་སྟེ།,
,,2395,3,《པེ་》《སྣར་》,དོགས།,
,,2396,4,《པེ་》《སྣར་》,ལང་།,
,,2397,5,《སྣར་》,པར།,
,,2398,6,《པེ་》《སྣར་》,ཏོ། །དང་པོ།,
