མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
,,111,10,《པེ་》《སྣར་》,བསྟོད།
,514,112,1,《པེ་》《སྣར་》,mམི།
,,113,2,《པེ་》《སྣར་》,པས།
,,114,3,《པེ་》《སྣར་》,སྟན།
,,115,4,《པེ་》《སྣར་》,པ།
,,116,5,《པེ་》《སྣར་》,བསྡུས་པའི།
,,117,6,《པེ་》《སྣར་》,བརྡེག
,,118,7,《པེ་》《སྣར་》,མཐོ་འཚམ།
,,119,8,《པེ་》《སྣར་》,མཐོ་འཚམ།
,,120,9,《པེ་》《སྣར་》,མཐོ་འཚམ།
,,121,10,《པེ་》《སྣར་》,བརྡེག
,,122,11,《པེ་》《སྣར་》,སྟོན།
,,123,12,《པེ་》《སྣར་》,mལ།
,515,124,1,《པེ་》《སྣར་》,མཐོ་འཚམ་པས།
,,125,2,《པེ་》《སྣར་》,pབ་བྱ།
,,126,3,《པེ་》《སྣར་》,བཏང་།
,,127,4,《པེ་》《སྣར་》,བཏང་།
,,128,5,《སྣར་》,དཔའ།
,,129,6,《པེ་》《སྣར་》,བླང་བའི།
,,130,7,《པེ་》《སྣར་》,བྱ་བའི།
,,131,8,《པེ་》《སྣར་》,རྗེས།
,,132,9,《པེ་》《སྣར་》,mཔ།
,516,133,1,《པེ་》《སྣར་》,བསྡམ།
,,134,2,《པེ་》《སྣར་》,pཔོ།
,,135,3,《པེ་》《སྣར་》,གསོགས།
,,136,4,《པེ་》《སྣར་》,mནི།
,,137,5,《པེ་》《སྣར་》,ཀྱི།
,517,138,1,《སྣར་》,བྱའོ།།
,,139,2,《པེ་》《སྣར་》,པ་བསམ།
,,140,3,《པེ་》《སྣར་》,གིས།
,,141,4,《སྣར་》,བའི།
,,142,5,《པེ་》《སྣར་》,ན།
,518,143,1,《པེ་》《སྣར་》,བྱུང་།
,,144,2,《པེ་》《སྣར་》,གྱུར་པར།
,,145,3,《པེ་》《སྣར་》,mནི།
,,146,4,《པེ་》《སྣར་》,ནི།
,,147,5,《པེ་》《སྣར་》,སྐྱེ་བའི།
,,148,6,《པེ་》《སྣར་》,སྲུང་།
,,149,7,《པེ་》《སྣར་》,བསྲུང་།
,,150,8,《པེ་》《སྣར་》,པ་ལ།
,,151,9,《པེ་》《སྣར་》,mབ།
,,152,10,《པེ་》《སྣར་》,དེའི།
,519,153,1,《པེ་》《སྣར་》,འཆོས་སོ།
,,154,2,《པེ་》《སྣར་》,མ་བར་དག
,,155,3,《པེ་》《སྣར་》,mཡང་།
,,156,4,《པེ་》《སྣར་》,mཕྱིར།
,,157,5,《པེ་》《སྣར་》,mཔ།
,,158,6,《པེ་》《སྣར་》,ནམས།
,,159,7,《པེ་》《སྣར་》,སྤངས།
,,160,8,《པེ་》《སྣར་》,བསྟི།
,,161,9,《སྣར་》,འཕྲོག
,520,162,1,《པེ་》《སྣར་》,འཕོངས།
,,163,2,《པེ་》《སྣར་》,mདོན་གྱི།
,,164,3,《པེ་》《སྣར་》,གིས།
,,165,4,《པེ་》《སྣར་》,དཔགས།
,,166,5,《པེ་》《སྣར་》,mལས་ཀྱི།
,,167,6,《པེ་》《སྣར་》,mདང་།
,521,168,1,《སྣར་》,འདོག
,,169,2,《པེ་》《སྣར་》,བརྟན།
,,170,3,《པེ་》《སྣར་》,ཐོབ།
,,171,4,《པེ་》《སྣར་》,པའི།
,522,172,1,《པེ་》《སྣར་》,སྨིན།
,,173,2,《པེ་》《སྣར་》,གི།
,,174,3,《པེ་》《སྣར་》,པྲཛྙ་བ།
,,175,4,《པེ་》《སྣར་》,བཱ།
