མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,
,39,217,1,《སྣར་》,འཚོལ།,,,,,,
,,218,2,《པེ་》《སྣར་》,འགྲོན།,,,,,,
,,219,3,《པེ་》《སྣར་》,གིས།,,,,,,
,,220,4,《པེ་》《སྣར་》,འགྲོན།,,,,,,
,,221,5,《པེ་》《སྣར་》,འགྲོན།,,,,,,
,,222,6,《པེ་》《སྣར་》,pབདག་གིས་དེ་ལ་འདི་སྐད་དུ་སྨྲས་སོ།།,,,,,,
,,223,7,《པེ་》《སྣར་》,འགྲོན།,,,,,,
,,224,8,《པེ་》《སྣར་》,གྱིས།,,,,,,
,40,225,1,《པེ་》《སྣར་》,ཆུང་།,,,,,,
,,226,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,227,3,《པེ་》《སྣར་》,པ།,,,,,,
,,228,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,229,5,《པེ་》《སྣར་》,ནམ་ཡང་།,,,,,,
,,230,6,《པེ་》《སྣར་》,སློང་།,,,,,,
,41,231,1,《པེ་》《སྣར་》,པོ།,,,,,,
,,232,2,《པེ་》《སྣར་》,mགང་།,,,,,,
,,233,3,《པེ་》《སྣར་》,རྟོག,,,,,,
,,234,4,《པེ་》《སྣར་》,རྟོག,,,,,,
,,235,5,《པེ་》《སྣར་》,བྱའོ།།,,,,,,
,,236,6,《སྣར་》,བཅད།,,,,,,
,,237,7,《པེ་》《སྣར་》,འཕངས།,,,,,,
,,238,8,《པེ་》《སྣར་》,mབར་བྱ།,,,,,,
,42,239,1,《པེ་》《སྣར་》,གིས།,,,,,,
,,240,2,《སྣར་》,པར།,,,,,,
,,241,3,《པེ་》《སྣར་》,སྙོམས།,,,,,,
,,242,4,《སྣར་》,བཀུར།,,,,,,
,,243,5,《པེ་》《སྣར་》,བསྡམས།,,,,,,
,43,244,1,《པེ་》《སྣར་》,ཉམས།,,,,,,
,,245,2,《པེ་》《སྣར་》,པོ་མ།,,,,,,
,,246,3,《པེ་》《སྣར་》,གཅིག,,,,,,
,,247,4,《པེ་》《སྣར་》,པོར།,,,,,,
,,248,5,《པེ་》《སྣར་》,pདེ།,,,,,,
,,249,6,《པེ་》《སྣར་》,mབྱེ་བ།,,,,,,
,44,250,1,《པེ་》《སྣར་》,པ།,,,,,,
,,251,2,《པེ་》《སྣར་》,ཁྱོད་ཀྱི་ལྟ།,,,,,,
,,252,3,《པེ་》《སྣར་》,mདག,,,,,,
,,253,4,《པེ་》,ཕྱེ།;《སྣར་》,བྱེ།,,,,,
,,254,5,《པེ་》《སྣར་》,ལྟ།,,,,,,
,,255,6,《པེ་》《སྣར་》,བྱིན།,,,,,,
,,256,7,《པེ་》《སྣར་》,ཞེས།,,,,,,
,45,257,1,《པེ་》《སྣར་》,ལྷས་བྱིན།,,,,,,
,,258,2,《པེ་》《སྣར་》,ལྷས་བྱིན།,,,,,,
,,259,3,《པེ་》《སྣར་》,མ།,,,,,,
,,260,4,《པེ་》《སྣར་》《ཅོ་》,གིས།,,,,,,
,,261,5,《པེ་》《སྣར་》,བསྒྱུར།,,,,,,
,,262,6,《པེ་》《སྣར་》,pགྱི།,,,,,,
,,263,7,《པེ་》《སྣར་》,ཏོ།།,,,,,,
,46,264,1,《པེ་》《སྣར་》,ཆོས།,,,,,,
,,265,2,《པེ་》《སྣར་》,pཚེ།,,,,,,
,,266,3,《པེ་》,འགྱུར།,,,,,,
,47,267,1,《པེ་》《སྣར་》,ཏོ།།,,,,,,
,,268,2,《པེ་》《སྣར་》,ཉིད།,,,,,,
,,269,3,《པེ་》《སྣར་》,ཏེ།,,,,,,
,,270,4,《པེ་》《སྣར་》,དེ།,,,,,,
,,271,5,《སྣར་》,བར་གྱུར་ཏེ།,,,,,,
,,272,6,《པེ་》,གཅིག,,,,,,
,48,273,1,《པེ་》《སྣར་》,དེས།,,,,,,
,,274,2,《པེ་》《སྣར་》,བ།,,,,,,
,,275,3,《པེ་》《སྣར་》,ཏོ།།,,,,,,
,,276,4,《པེ་》《སྣར་》,ནས།,,,,,,
,,277,5,《པེ་》《སྣར་》,mརྣམས།,,,,,,
,,278,6,《པེ་》《སྣར་》,དོང་།,,,,,,
,49,279,1,《པེ་》《སྣར་》,གཎྜི།,,,,,,
,,280,2,《པེ་》《སྣར་》,ནས།,,,,,,
,,281,3,《པེ་》《སྣར་》,pརྣམས་ཀྱི།,,,,,,
,,282,4,《པེ་》《སྣར་》,ཁྱེད།,,,,,,
,,283,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,284,6,《པེ་》《སྣར་》,གྱིས་ཁྱེད།,,,,,,
,,285,7,《པེ་》《སྣར་》,དོང་།,,,,,,
,,286,8,《པེ་》《སྣར་》,པར།,,,,,,
,,287,9,《པེ་》,mཏེ།,,,,,,
,,288,10,《པེ་》《སྣར་》,mདེ།,,,,,,
,,289,11,《པེ་》《སྣར་》,mཔར་གྱུར།,,,,,,
,,290,12,《པེ་》《སྣར་》,གཎྜི།,,,,,,
,,291,13,《པེ་》《སྣར་》,ཕན།,,,,,,
,,292,14,《པེ་》《སྣར་》,ཁྱེད།,,,,,,
,,293,15,《པེ་》《སྣར་》,བསྲུངས།,,,,,,
,,294,16,《པེ་》《སྣར་》,pཔ།,,,,,,
,,295,17,《པེ་》《སྣར་》,འགྲིབ།,,,,,,
,,296,18,《པེ་》《སྣར་》,པར།,,,,,,
,,297,19,《སྣར་》,mགཞན།,,,,,,
,,298,20,《པེ་》《སྣར་》,འགྱུར་རོ།,,,,,,
,50,299,1,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,,300,2,《པེ་》《སྣར་》,ཐོབ།,,,,,,
,,301,3,《པེ་》《སྣར་》,ལྟུང་།,,,,,,
,,302,4,《པེ་》《སྣར་》,གཉིས།,,,,,,
,,303,5,《པེ་》《སྣར་》,ལྟ།,,,,,,
,51,304,1,《པེ་》《སྣར་》,ལྟ།,,,,,,
,,305,2,《པེ་》《སྣར་》,མོ།,,,,,,
,,306,3,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,307,4,《པེ་》《སྣར་》,ནི།,,,,,,
,,308,5,《པེ་》《སྣར་》,ལས།,,,,,,
,,309,6,《པེ་》《སྣར་》,སྟོན།,,,,,,
,,310,7,《པེ་》《སྣར་》,དུ།,,,,,,
,,311,8,《པེ་》《སྣར་》,བཟུང་།,,,,,,
,,312,9,《པེ་》《སྣར་》,སྟེ།,,,,,,
,,313,10,《པེ་》《སྣར་》,གཟུང་།,,,,,,
,,314,11,《པེ་》《སྣར་》,ལས།,,,,,,
,,315,12,《པེ་》《སྣར་》,འདྲ་བའོ།,,,,,,
,,316,13,《པེ་》《སྣར་》,བསྒོམས།,,,,,,
,52,317,1,《པེ་》《སྣར་》,རེ།,,,,,,
,53,318,1,《པེ་》《སྣར་》,སྦྱངས་པའི།,,,,,,
,,319,2,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,320,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,54,321,1,《པེ་》《སྣར་》,mནི།,,,,,,
,,322,2,《པེ་》《སྣར་》,པའི།,,,,,,
,55,323,1,《སྣར་》,mཔ།,,,,,,
,,324,2,《པེ་》《སྣར་》,ཕྱིར།,,,,,,
,,325,3,《པེ་》,གྱི།,,,,,,
,,326,4,《པེ་》《སྣར་》,འཇིག,,,,,,
,,327,5,《པེ་》《སྣར་》,pཔ།,,,,,,
,,328,6,《པེ་》《སྣར་》,ནས།,,,,,,
,,329,7,《པེ་》《སྣར་》,བླང་བས།,,,,,,
,,330,8,《པེ་》《སྣར་》,དག,,,,,,
,56,331,1,《པེ་》《སྣར་》,mལ།,,,,,,
,,332,2,《པེ་》《སྣར་》,mལ།,,,,,,
,,333,3,《པེ་》《སྣར་》,ཏོ།,,,,,,
,57,334,1,《པེ་》《སྣར་》,གསུངས་སོ།།,,,,,,
,,335,2,《པེ་》《སྣར་》,པ།,,,,,,
,,336,3,《པེ་》《སྣར་》,ཁྲིར།,,,,,,
,,337,4,《པེ་》《སྣར་》,mདེ།,,,,,,
,,338,5,《པེ་》《སྣར་》,ལྡེམས།,,,,,,
,,339,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,340,7,《པེ་》《སྣར་》,pཔར།,,,,,,
,,341,8,《པེ་》《སྣར་》,བྱེ་བར་མི།,,,,,,
,58,342,1,《པེ་》《སྣར་》,བོས།,,,,,,
,,343,2,《པེ་》《སྣར་》,pཡང་།,,,,,,
,,344,3,《པེ་》《སྣར་》,ཞིག་ཡིན།,,,,,,
,,345,4,《པེ་》《སྣར་》,ལྟ།,,,,,,
,,346,5,《པེ་》《སྣར་》,ཤེས།,,,,,,
,,347,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,348,7,《པེ་》《སྣར་》,ལྟ།,,,,,,
,,349,8,《པེ་》《སྣར་》,ཤེས།,,,,,,
,,350,9,《པེ་》《སྣར་》,ཚུལ།,,,,,,
,,351,10,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,59,352,1,《སྣར་》,ཀྱི།,,,,,,
,,353,2,《པེ་》《སྣར་》,pཀྱང་།,,,,,,
,,354,3,《སྣར་》,གི།,,,,,,
,,355,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,356,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,357,6,《པེ་》《སྣར་》,mཀྱིས།,,,,,,
,,358,7,《པེ་》《སྣར་》,འཐོབ།,,,,,,
,,359,8,《པེ་》《སྣར་》,pཏུ།,,,,,,
,60,360,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,361,2,《པེ་》《སྣར་》,གིས།,,,,,,
,,362,3,《པེ་》《སྣར་》,དཔའ།,,,,,,
,,363,4,《པེ་》《སྣར་》,pན།,,,,,,
,,364,5,《པེ་》《སྣར་》,pཔ།,,,,,,
,,365,6,《པེ་》《སྣར་》,འགྱུར།,,,,,,
,,366,7,《པེ་》《སྣར་》,pདག,,,,,,
,,367,8,《པེ་》《སྣར་》,mདག,,,,,,
,,368,9,《པེ་》《སྣར་》,ལྟ་བ།,,,,,,
,,369,10,《པེ་》《སྣར་》,pདེ་བཞིན་གཤེགས་པ།,,,,,,
,,370,11,《པེ་》《སྣར་》,mཔ།,,,,,,
,,371,12,《པེ་》《སྣར་》,བློག,,,,,,
,61,372,1,《པེ་》《སྣར་》,པར།,,,,,,
,,373,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,374,3,《པེ་》《སྣར་》,བ་དང་།,,,,,,
,,375,4,《པེ་》《སྣར་》,གཅད།,,,,,,
,,376,5,《པེ་》《སྣར་》,གན་དུ།,,,,,,
,,377,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,378,7,《པེ་》《སྣར་》,བསྐུར།,,,,,,
,,379,8,《པེ་》《སྣར་》,བར།,,,,,,
,62,380,1,《པེ་》《སྣར་》,བགོ་དགོས།,,,,,,
,,381,2,《པེ་》《སྣར་》,ལྟུང་།,,,,,,
,,382,3,《པེ་》《སྣར་》,བྱ་བ།,,,,,,
,,383,4,《སྣར་》,བྱེད།,,,,,,
,,384,5,《པེ་》《སྣར་》,ལ།,,,,,,
,,385,6,《པེ་》《སྣར་》,pརྣམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ།,,,,,,
,,386,7,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,387,8,《པེ་》《སྣར་》,ཅིང་།,,,,,,
,,388,9,《པེ་》《སྣར་》,ཅི།,,,,,,
,63,389,1,《པེ་》《སྣར་》,འབྱིན།,,,,,,
,,390,2,《པེ་》《སྣར་》,ཚོར།,,,,,,
,,391,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,392,4,《པེ་》《སྣར་》,སྟུག,,,,,,
,64,393,1,《པེ་》,སྔལ།,,,,,,
,,394,2,《པེ་》《སྣར་》,བརྟག,,,,,,
,,395,3,《པེ་》《སྣར་》,དགོས།,,,,,,
,,396,4,《པེ་》《སྣར་》,mགང་གིས་འཛམ་བུའི་གླིང་འདིར་ནི།། ,,,,,,
,,397,5,《པེ་》《སྣར་》,གི།,,,,,,
,,398,6,《པེ་》《སྣར་》,།། །།,,,,,,
,,399,7,《པེ་》《སྣར་》,སྡུས།,,,,,,
,65,400,1,《ཅོ་》,སྤོངས་པ།,,,,,,
,,401,2,《པེ་》《སྣར་》,སོ།,,,,,,
,,402,3,《པེ་》《སྣར་》,mརྣམས།,,,,,,
,,403,4,《པེ་》《སྣར་》,mདམ་པའི།,,,,,,
,,404,5,《པེ་》《སྣར་》,pཐོབ་པའི།,,,,,,
,,405,6,《པེ་》《སྣར་》,pནོ།། ,,,,,,
,,406,7,《པེ་》《སྣར་》,ཉེ་བར།,,,,,,
,,407,8,《པེ་》《སྣར་》,གྱིས།,,,,,,
,66,408,1,《པེ་》,གཅད།,,,,,,
,,409,2,《པེ་》《སྣར་》,སྒྱུར།,,,,,,
,,410,3,《པེ་》《སྣར་》,mགང་།,,,,,,
,,411,4,《པེ་》《སྣར་》,ན།,,,,,,
,67,412,1,《པེ་》《སྣར་》,སྨྲས།,,,,,,
,,413,2,《པེ་》《སྣར་》,རྨས།,,,,,,
,,414,3,《པེ་》《སྣར་》,རྨས།,,,,,,
