མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན,
,,985,11,《པེ་》《སྣར་》,བྱ་བའི།,
,201,986,1,《པེ་》,སྒྲུབ་པར།,《སྣར་》,བསྒྲུབ་པར།
,,987,2,《པེ་》《སྣར་》,mདུ།,
,,988,3,《པེ་》《སྣར་》,འདྲིད།,
,202,989,1,《པེ་》《སྣར་》,འཚོལ།,
,,990,2,《པེ་》《སྣར་》,འཚོལ།,
,,991,3,《སྣར་》,ཀྱིས།,
,,992,4,《སྣར་》,pའདི་ནི།,
,,993,5,《པེ་》,དབྱིན།,
,,994,6,《པེ་》《སྣར་》,བཞིན།,
,203,995,1,《པེ་》《སྣར་》,ཀྱི།,
,,996,2,《པེ་》《སྣར་》,མཐུང་བ།,
,,997,3,《པེ་》《སྣར་》,pདག,
,,998,4,《པེ་》《སྣར་》,mནོ།,
,204,999,1,《པེ་》《སྣར་》,སྟོན།,
,,1000,2,《པེ་》《སྣར་》,བྱ་སྟེ།,
,,1001,3,《པེ་》《སྣར་》,ན།,
,,1002,4,《པེ་》《སྣར་》,ཡུལ།,
,,1003,5,《པེ་》《སྣར་》,གཉི།,
,,1004,6,《པེ་》《སྣར་》,བལྟོས།,
,,1005,7,《པེ་》《སྣར་》,pབ།,
,,1006,8,《པེ་》《སྣར་》,ཀྱི།,
,,1007,9,《པེ་》《སྣར་》,pབ།,
,,1008,10,《པེ་》《སྣར་》,ཆད།,
,205,1009,1,《སྣར་》,mདུ།,
,,1010,2,《པེ་》《སྣར་》,འགག,
,,1011,3,《པེ་》《སྣར་》,ཀྱི།,
,,1012,4,《པེ་》《སྣར་》,བཟློག,
,,1013,5,《པེ་》《སྣར་》,ཞི།,
,206,1014,1,《པེ་》《སྣར་》《ཅོ་》,གིས།,
,,1015,2,《པེ་》《སྣར་》,གི།,
,,1016,3,《པེ་》《སྣར་》,pགི་བདག,
,,1017,4,《པེ་》《སྣར་》,ནིང་སྲེད།,
,,1018,5,《ཅོ་》,གིས།,
,,1019,6,《པེ་》《སྣར་》,mདང་།,
,,1020,7,《པེ་》《སྣར་》,ཀྱི།,
,,1021,8,《པེ་》《སྣར་》,མའི་ཀླུང་།,
,207,1022,1,《པེ་》《སྣར་》,གྱིས།,
,,1023,2,《པེ་》《སྣར་》,གི།,
,,1024,3,《པེ་》,pན།,
,208,1025,1,《པེ་》《སྣར་》,ཀྱིས།,
,,1026,2,《པེ་》《སྣར་》,pའདི།,
,,1027,3,《ཅོ་》,པར།,
,,1028,4,《པེ་》《སྣར་》,ཀྱིས།,
,,1029,5,《པེ་》,པ།,《སྣར་》,mཔར།
,,1030,6,《པེ་》《སྣར་》,mདག,
,,1031,7,《པེ་》《སྣར་》,ཀྱི།,
,209,1032,1,《པེ་》《སྣར་》,སྡེའི།,
,,1033,2,《པེ་》《སྣར་》,mཕྱིར།,
,,1034,3,《པེ་》《སྣར་》,mལ།,
,,1035,4,《པེ་》《སྣར་》,འཇོམ།,
,,1036,5,《པེ་》《སྣར་》,བདེ།,
,210,1037,1,《པེ་》《སྣར་》,འཇོམ།,
,,1038,2,《སྣར་》,འཇོམ།,
,,1039,3,《པེ་》《སྣར་》,བརྟག,
,,1040,4,《པེ་》《སྣར་》,རིག,
,,1041,5,《པེ་》《སྣར་》,ལེའུ་བཅས།,
,,1042,6,《པེ་》《སྣར་》,pཡིན།,
,,1043,7,《སྣར་》,པ།,
,,1044,8,《ཅོ་》,པར།,
,,1045,9,《སྣར་》,སོར།,
,,1046,10,《པེ་》《སྣར་》,རྒྱུ།,
,,1047,11,《པེ་》《སྣར་》,འདུལ།,
,,1048,12,《པེ་》《སྣར་》,ལྟས།,
,,1049,13,《པེ་》《སྣར་》,ལས།,
,211,1050,1,《པེ་》《སྣར་》,pདག,
,,1051,2,《པེ་》《སྣར་》,pགཟུགས།,
,,1052,3,《པེ་》《སྣར་》,pའབྱུང་བ་ཆེན་པོ་བཞི་དག་དང་།,
,,1053,4,《སྣར་》,ཤི།,
,,1054,5,《སྣར་》,བྱ་བ།,
,,1055,6,《པེ་》,པ།,
,,1056,7,《པེ་》《སྣར་》,mཡང་།,
,,1057,8,《པེ་》《སྣར་》,བ།,
,,1058,9,《པེ་》《སྣར་》,mནི།,
,,1059,10,《པེ་》《སྣར་》,mཞེས་གསུངས་ནས།,
,212,1060,1,《པེ་》《སྣར་》,འབྱུང་བ་ནི།,
,,1061,2,《པེ་》,འབྱུང་།,
,,1062,3,《པེ་》《སྣར་》,mདེ།,
,,1063,4,《པེ་》《སྣར་》,ཀྱིས།,
,,1064,5,《པེ་》《སྣར་》,སྟེ་རྟོགས་པར།,
,,1065,6,《པེ་》,mབ།,
,,1066,7,《པེ་》《སྣར་》,ཀྱིར།,
,,1067,8,《པེ་》《སྣར་》,mལ།,
,,1068,9,《པེ་》《སྣར་》,འཚོལ།,
,213,1069,1,《པེ་》《སྣར་》,འཚོལ།,
,,1070,2,《ཅོ་》,བསླབས།,
,,1071,3,《པེ་》,mརྣམ་པ།,
,,1072,4,《ཅོ་》,སྤོབས་པ།,
,,1073,5,《པེ་》《སྣར་》,ཀྱིས།,
,,1074,6,《སྣར་》,mཀུན་ནས།,
,,1075,7,《སྣར་》,འབྲོགས།,
,,1076,8,《སྣར་》,འདྲེས།,
,214,1077,1,《པེ་》《སྣར་》,pསྣང་བར་རྣམ་པར།,
,,1078,2,《སྣར་》,འདྲེས།,
,,1079,3,《སྣར་》,གནོད།,
,,1080,4,《པེ་》《སྣར་》,གཅད།,
,,1081,5,《སྣར་》,mབ།,
,,1082,6,《སྣར་》,pན།,
,,1083,7,《པེ་》《སྣར་》,སྡོམས།,
,,1084,8,《པེ་》《སྣར་》,ལམ།,
,,1085,9,《པེ་》《སྣར་》,། །,
,215,1086,1,《པེ་》《སྣར་》,mཞེས་བྱའོ།,
,,1087,2,《པེ་》《སྣར་》,ལས་བལྟོས།,
,,1088,3,《པེ་》《སྣར་》,སྐྱེ་བོ།,
,,1089,4,《པེ་》《སྣར་》,རིག,
,,1090,5,《པེ་》《སྣར་》《ཅོ་》,མཁར།,
,,1091,6,《པེ་》《སྣར་》,གསུངས།,
,216,1092,1,《པེ་》,དོགས།,
,217,1093,1,《པེ་》《སྣར་》,སྟེ།,
,,1094,2,《པེ་》《སྣར་》,mནི།,
,,1095,3,《པེ་》《སྣར་》,mདེ།,
,,1096,4,《པེ་》《སྣར་》,mཡང་།,
,218,1097,1,《པེ་》《སྣར་》,ན།,
,,1098,2,《པེ་》《སྣར་》,mབ།,
,,1099,3,《པེ་》《སྣར་》,གྱིས།,
,,1100,4,《པེ་》《སྣར་》,ལྟས།,
,,1101,5,《པེ་》《སྣར་》,ལྟས།,
,,1102,6,《པེ་》《སྣར་》,mནི།,
,,1103,7,《པེ་》《སྣར་》,pདེ་ལ།,
,,1104,8,《པེ་》《སྣར་》,པའོ།,
,,1105,9,《སྣར་》,mན།,
,,1106,10,《པེ་》《སྣར་》,mདེ།,
,,1107,11,《པེ་》《སྣར་》,རྟས།,
,,1108,12,《པེ་》《སྣར་》,mབྱ།,
,,1109,13,《པེ་》《སྣར་》,རྟས།,
,219,1110,1,《པེ་》《སྣར་》,ཡིན་ནོ།,
,,1111,2,《པེ་》《སྣར་》,ལྟར།,
,,1112,3,《སྣར་》,རྣམས།,
,,1113,4,《པེ་》《སྣར་》,རིག,
,,1114,5,《པེ་》《སྣར་》,mདེ།,
,,1115,6,《པེ་》《སྣར་》,གི།,
,220,1116,1,《པེ་》,བཅད།,
,,1117,2,《པེ་》,བཅད།,
,,1118,3,《པེ་》,རུང་།,
,,1119,4,《པེ་》《སྣར་》,ཏེ།,
,221,1120,1,《ཅོ་》,ཀྱིས།,
,,1121,2,《སྣར་》,mབ།,
,,1122,3,《ཅོ་》,mབཟོད།,
,,1123,4,《པེ་》《སྣར་》,གྱི།,
,,1124,5,《པེ་》《སྣར་》,ཀྱི།,
,,1125,6,《སྣར་》,mབྱ་བ།,
,,1126,7,《པེ་》《སྣར་》,འབྱུང་།,
,222,1127,1,《པེ་》《སྣར་》,ཀྱི།,
,,1128,2,《སྣར་》,ལ།,
,,1129,3,《པེ་》,mསྡེ་ནི།,
,,1130,4,《པེ་》《སྣར་》,mའདི།,
,,1131,5,《ཅོ་》,བར།,
,,1132,6,《པེ་》《སྣར་》,འབྱུང་།,
,,1133,7,《པེ་》《སྣར་》,མཆིའོ།,
,,1134,8,《པེ་》《སྣར་》,pནི།,
,,1135,9,《པེ་》《སྣར་》,དེ།,
,223,1136,1,《པེ་》《སྣར་》,ཡོད།,
,,1137,2,《པེ་》《སྣར་》,ཞེས་ནི།,
,,1138,3,《པེ་》《སྣར་》,mཡང་།,
,,1139,4,《པེ་》《སྣར་》,mཅེ།,
,,1140,5,《སྣར་》,pབ།,
,,1141,6,《པེ་》《སྣར་》,གིས།,
,,1142,7,《པེ་》《སྣར་》,pབ།,
,224,1143,1,《པེ་》《སྣར་》,ཞན།,
,,1144,2,《པེ་》《སྣར་》,mལ།,
,,1145,3,《པེ་》《སྣར་》,གི།,
,,1146,4,《པེ་》《སྣར་》,བལྟོས།,
,,1147,5,《པེ་》《སྣར་》,mཕྱིར།,
,,1148,6,《སྣར་》,mདེ།,
,,1149,7,《པེ་》《སྣར་》,ནི།,
,,1150,8,《པེ་》《སྣར་》,བརྗོད།,
,,1151,9,《པེ་》《སྣར་》,བསམས།,
,,1152,10,《པེ་》《སྣར་》,mདེ།,
,,1153,11,《པེ་》《སྣར་》,གྱིས།,
,,1154,12,《པེ་》《སྣར་》,pཇི་ལྟར།,
,,1155,13,《པེ་》《སྣར་》,ན།,
,,1156,14,《སྣར་》,བཞི།,
,225,1157,1,《པེ་》《སྣར་》,mདེ།,
,,1158,2,《པེ་》《སྣར་》,mཀྱི།,
,,1159,3,《པེ་》《སྣར་》,གིས།,
,,1160,4,《པེ་》《སྣར་》,ཀྱི།,
,,1161,5,《པེ་》,ཐོག,
,,1162,6,《པེ་》,pཀ,
,,1163,7,《པེ་》《སྣར་》,pདེ།,
,,1164,8,《པེ་》《སྣར་》,བལྟོས།,
,,1165,9,《པེ་》《སྣར་》,mཞིག,
,,1166,10,《པེ་》《སྣར་》,དེ།,
,,1167,11,《པེ་》《སྣར་》,མིན།,
,,1168,12,《པེ་》《སྣར་》,དཔའ།,
,,1169,13,《པེ་》《སྣར་》,གི།,
,226,1170,1,《སྣར་》,འདོང་བ་གཞིན།,
,,1171,2,《པེ་》《སྣར་》,བལྟོས།,
,,1172,3,《པེ་》《སྣར་》,བྱུང་།,
,,1173,4,《སྣར་》,འཕྲུལ།,
,,1174,5,《པེ་》《སྣར་》,བལྟོས།,
,,1175,6,《པེ་》《སྣར་》,བལྟོས།,
,,1176,7,《པེ་》《སྣར་》,མ་བལྟོས།,
,,1177,8,《པེ་》,ལ་བལྟོས།,《སྣར་》,ལྟ་ལྟོས།
,,1178,9,《པེ་》《སྣར་》,དང་།,
,,1179,10,《པེ་》《སྣར་》,pདེ།,
,,1180,11,《པེ་》《སྣར་》,བརྟག,
,,1181,12,《པེ་》《སྣར་》,mམ།,
,,1182,13,《སྣར་》,ལས།,
,,1183,14,《པེ་》,mལ།,
,,1184,15,《པེ་》《སྣར་》,pཡང་།,
,,1185,16,《པེ་》《སྣར་》,mཡང་།,
,,1186,17,《པེ་》《སྣར་》,དེའི།,
,227,1187,1,《པེ་》《སྣར་》,pཔ།,
,,1188,2,《པེ་》《སྣར་》,ལ།,
,,1189,3,《པེ་》《སྣར་》,རིག,
,,1190,4,《པེ་》《སྣར་》,mདུ།,
,228,1191,1,《པེ་》,སྐྱེ་བོ།,
,,1192,2,《སྣར་》,སྐྱེས།,
,,1193,3,《པེ་》《སྣར་》,ཁྱེད།,
,,1194,4,《པེ་》《སྣར་》,pམ།,
,,1195,5,《པེ་》《སྣར་》,ཞེས།,
,,1196,6,《པེ་》《སྣར་》,འཐུང་།,
,,1197,7,《པེ་》,གདང་བའམ།,
,,1198,8,《པེ་》,གདང་བའམ།,
,,1199,9,《པེ་》《སྣར་》,འཛུམས།,
,,1200,10,《པེ་》《སྣར་》,འདིར།,
,,1201,11,《པེ་》《སྣར་》,དེ།,
,,1202,12,《པེ་》《སྣར་》,གི།,
,229,1203,1,《པེ་》《སྣར་》,mསྔར།,
,,1204,2,《པེ་》《སྣར་》,པ།,
,,1205,3,《པེ་》《སྣར་》,ཁྲོལ།,
,,1206,4,《པེ་》《སྣར་》,བར་ལྟུང་།,
,,1207,5,《པེ་》《སྣར་》,བརྒྱ་བའི།,
,,1208,6,《པེ་》《སྣར་》,འཆར།,
,,1209,7,《པེ་》《སྣར་》,གྱིས།,
,,1210,8,《པེ་》《སྣར་》,mདག,
,,1211,9,《སྣར་》,ན་དེ།,
,,1212,10,《པེ་》,མ།,
,,1213,11,《པེ་》《སྣར་》,གྱིས།,
,,1214,12,《པེ་》,pནི།,
,,1215,13,《པེ་》《སྣར་》,ན།,
,,1216,14,《སྣར་》,བ།,
,,1217,15,《པེ་》,གྱི།,
,230,1218,1,《པེ་》《སྣར་》,སྤྱད།,
,,1219,2,《པེ་》《སྣར་》,བཟུང་།,
,,1220,3,《པེ་》,སྐྱེ་བ།,
,,1221,4,《པེ་》《སྣར་》,མེད།,
,,1222,5,《པེ་》《སྣར་》,mདེ།,
,231,1223,1,《པེ་》《སྣར་》,དེ།,
,,1224,2,《པེ་》《སྣར་》,pནི།,
,,1225,3,《པེ་》,ཐུབ།,
,,1226,4,《པེ་》《སྣར་》,mདེ་ལ།,
,,1227,5,《པེ་》《སྣར་》,རུས།,
,,1228,6,《པེ་》《སྣར་》,ན།,
,,1229,7,《པེ་》《སྣར་》,mཔ།,
,,1230,8,《སྣར་》,མངོན།,
,,1231,9,《པེ་》《སྣར་》,པུ།,
,,1232,10,《པེ་》《སྣར་》,mདེ།,
,,1233,11,《པེ་》《སྣར་》,བཤད།,
,,1234,12,《པེ་》,བྱ།,《སྣར་》,pབྱ་བ།
,232,1235,1,《པེ་》,བརྟགས།,
,,1236,2,《པེ་》《སྣར་》,གི།,
,,1237,3,《པེ་》《སྣར་》,གི།,
,,1238,4,《པེ་》《སྣར་》,སྟབས།,
,,1239,5,《པེ་》《སྣར་》,mགཞན།,
,233,1240,1,《སྣར་》,mཔ་མེད།,
,,1241,2,《པེ་》《སྣར་》,པ།,
,,1242,3,《པེ་》《སྣར་》,དག་ཏུ།,
,,1243,4,《པེ་》《སྣར་》,རྣམ་པ།,
,,1244,5,《པེ་》《སྣར་》,བཞག,
,,1245,6,《པེ་》《སྣར་》,བཞག,
,,1246,7,《པེ་》《སྣར་》,pགཟུགས།,
,,1247,8,《པེ་》,ངེས་པ།,《སྣར་》,ངེས།
,,1248,9,《པེ་》《སྣར་》,mཔ།,
,,1249,10,《པེ་》《སྣར་》,གྱི།,
,,1250,11,《པེ་》《སྣར་》,པ།,
,,1251,12,《པེ་》《སྣར་》,mཔ།,
,,1252,13,《སྣར་》,mསུ།,
,,1253,14,《སྣར་》,ཡིན་གྱི།,
,,1254,15,《སྣར་》,pརྟེན་གྱི།,
,,1255,16,《སྣར་》,སྡུས།,
,,1256,17,《པེ་》《སྣར་》,mནི།,
,234,1257,1,《པེ་》《སྣར་》,པ།,
,,1258,2,《སྣར་》,pགང་།,
,,1259,3,《སྣར་》,མེད།,
,,1260,4,《པེ་》《སྣར་》,mབ།,
,,1261,5,《པེ་》《སྣར་》,pཡང་།,
,,1262,6,《པེ་》《སྣར་》,དེ།,
,,1263,7,《པེ་》《སྣར་》,pཔ།,
,,1264,8,《སྣར་》,ཡུལ།,
,,1265,9,《པེ་》《སྣར་》,ཟེ།,
,235,1266,1,《པེ་》《སྣར་》,པ།,
,,1267,2,《ཅོ་》,པར།,
,,1268,3,《སྣར་》,mཀྱིས།,
,,1269,4,《པེ་》,བ་བསྟེགས།,
,,1270,5,《པེ་》《སྣར་》,པའི།,
,,1271,6,《པེ་》《སྣར་》,བ་ནི།,
,,1272,7,《པེ་》《སྣར་》,རྒྱུ།,
,236,1273,1,《པེ་》《སྣར་》,གྱིས།,
,,1274,2,《པེ་》《སྣར་》,བསྒོམས།,
,,1275,3,《པེ་》《སྣར་》,ཅིའང་།,
,,1276,4,《པེ་》《སྣར་》,འདི་ལ་ཅི།,
,,1277,5,《པེ་》,ལྟར།,
,,1278,6,《པེ་》《སྣར་》,པར།,
,,1279,7,《སྣར་》,པ་ནི།,
,,1280,8,《པེ་》《སྣར་》,mཀྱི།,
,,1281,9,《པེ་》《སྣར་》,ཀྱིས།,
,237,1282,1,《པེ་》《སྣར་》,པའི།,
,,1283,2,《པེ་》《སྣར་》,mདེ།,
,,1284,3,《པེ་》《སྣར་》,པ།,
,,1285,4,《སྣར་》,འོང་བར།,
,,1286,5,《པེ་》《སྣར་》,བྱིན།,
,,1287,6,《པེ་》《སྣར་》,རིག,
,,1288,7,《པེ་》《སྣར་》,རེད།,
,,1289,8,《སྣར་》,བརྟག,
,,1290,9,《པེ་》《སྣར་》,འགག,
,238,1291,1,《སྣར་》,ཀྱིས།,
,,1292,2,《པེ་》《སྣར་》,བསྐྱེད།,
,,1293,3,《པེ་》《སྣར་》,mལ།,
,,1294,4,《པེ་》《སྣར་》,འདི།,
,,1295,5,《པེ་》《སྣར་》,དེ་ལ།,
,,1296,6,《པེ་》《སྣར་》,mན།,
,,1297,7,《པེ་》《སྣར་》,པ་ཡིན་ནོ།,
,239,1298,1,《པེ་》《སྣར་》,བརྟེན།,
,,1299,2,《པེ་》《སྣར་》,mའདིར།,
,,1300,3,《པེ་》《སྣར་》,pདེ།,
,,1301,4,《པེ་》《སྣར་》,mཐོབ་པ།,
,,1302,5,《སྣར་》,mཡང་།,
,,1303,6,《པེ་》《སྣར་》,པ།,
,,1304,7,《པེ་》《སྣར་》,ཡོད།,
,,1305,8,《པེ་》《སྣར་》,དོར།,
,240,1306,1,《པེ་》,ནི་མི།,《སྣར་》,ནི་མ།
,,1307,2,《པེ་》《སྣར་》,བརྟག,
,,1308,3,《པེ་》《སྣར་》,པས།,
,,1309,4,《པེ་》《སྣར་》,པ་ཡི། །འགོགས།,
,,1310,5,《སྣར་》,ཡིན།,
,,1311,6,《པེ་》《སྣར་》,བཅད།,
,,1312,7,《པེ་》《སྣར་》,ཤིག,
,,1313,8,《པེ་》《སྣར་》,བྱས་ཏེ།,
,,1314,9,《སྣར་》,གྱིས།,
,,1315,10,《པེ་》《སྣར་》,གྱིས།,
,,1316,11,《པེ་》《སྣར་》,དཔྱད།,
,,1317,12,《སྣར་》,གང་།,
,,1318,13,《པེ་》《སྣར་》,བ།,
,241,1319,1,《སྣར་》,ཀྱི།,
,,1320,2,《པེ་》《སྣར་》,mཔས།,
,,1321,3,《པེ་》《སྣར་》,པས།,
,,1322,4,《པེ་》《སྣར་》,བཞག,
,,1323,5,《པེ་》《སྣར་》,བཅས།,
,,1324,6,《སྣར་》,། །,
,,1325,7,《པེ་》《སྣར་》,mནི།,
,242,1326,1,《པེ་》《སྣར་》,mབ།,
,,1327,2,《པེ་》《སྣར་》,མ་ལོག་པ།,
,,1328,3,《སྣར་》,པའི།,
,,1329,4,《སྣར་》,pདོ།།,
,,1330,5,《ཅོ་》,pལས།,
,,1331,6,《པེ་》《སྣར་》,ནི།,
,,1332,7,《པེ་》《སྣར་》,པས།,
,,1333,8,《པེ་》《སྣར་》,ནས།,
,,1334,9,《ཅོ་》,སྤངས་པར།,
,243,1335,1,《པེ་》《སྣར་》,བའི།,
,,1336,2,《པེ་》《སྣར་》,pཔ།,
,,1337,3,《པེ་》《སྣར་》,པོ།,
,,1338,4,《པེ་》《སྣར་》,རྙེད།,
,,1339,5,《པེ་》《སྣར་》,བྱུང་།,
,,1340,6,《པེ་》《སྣར་》,བྱ།,
,,1341,7,《པེ་》《སྣར་》,བྱ་བ།,
,,1342,8,《པེ་》《སྣར་》,mན།,
,,1343,9,《པེ་》《སྣར་》,གཟུང་།,
,244,1344,1,《པེ་》《སྣར་》,ལྟར།,
,,1345,2,《པེ་》《སྣར་》,མཚོ།,
,,1346,3,《པེ་》《སྣར་》,mཔ།,
,,1347,4,《སྣར་》,ཀྱིས།,
,,1348,5,《པེ་》《སྣར་》,བརྟག,
,,1349,6,《པེ་》《སྣར་》,དོ།།,
,,1350,7,《པེ་》,ཀྱི།,《སྣར་》,ཀྱིང་།
,,1351,8,《པེ་》《སྣར་》,གྱུར་པར།,
,,1352,9,《སྣར་》,pབདག,
,245,1353,1,《པེ་》《སྣར་》,སེམས།,
,,1354,2,《པེ་》《སྣར་》,mཅིག,
,,1355,3,《པེ་》《སྣར་》,གཟུང་།,
,,1356,4,《སྣར་》,བུ།,
,,1357,5,《པེ་》《སྣར་》,པས།,
,,1358,6,《པེ་》,གཟུང་བ།,《སྣར་》,གཟུགས།
,,1359,7,《པེ་》《སྣར་》,mསང་།,
,,1360,8,《པེ་》《སྣར་》,ཀྱི།,
,,1361,9,《པེ་》《སྣར་》,ལ།,
,,1362,10,《སྣར་》,གཅེན།,
,,1363,11,《པེ་》《སྣར་》,mམི།,
,246,1364,1,《པེ་》《སྣར་》,འཇུག,
,,1365,2,《པེ་》《སྣར་》,mམི།,
,,1366,3,《པེ་》《སྣར་》,mབ།,
,,1367,4,《སྣར་》,ཀྱིས།,
,,1368,5,《པེ་》《སྣར་》,སོ། །དེ་ན།,
,,1369,6,《པེ་》,གི།,
,,1370,7,《པེ་》《སྣར་》,ཀྱི།,
,,1371,8,《པེ་》,ལྟར།,
,,1372,9,《པེ་》《སྣར་》,ཀྱི།,
,,1373,10,《པེ་》《སྣར་》,mདང་།,
,247,1374,1,《པེ་》《སྣར་》,pཔ།,
,,1375,2,《སྣར་》,ལ།,
,,1376,3,《པེ་》《སྣར་》,བརྟན།,
,,1377,4,《པེ་》《སྣར་》,བར།,
,,1378,5,《པེ་》,འཁོར།,
,,1379,6,《པེ་》《སྣར་》,mདོ།,
,,1380,7,《པེ་》《སྣར་》,སྔོ།,
,,1381,8,《པེ་》《སྣར་》,གྱིས།,
,,1382,9,《པེ་》《སྣར་》,བརྟན་པ་ན།,
,248,1383,1,《པེ་》《སྣར་》,བདག,
,,1384,2,《པེ་》《སྣར་》,འདོམ།,
,,1385,3,《པེ་》《སྣར་》,pགཏི་མུག་མེད།,
,,1386,4,《སྣར་》,pཔ།,
,,1387,5,《པེ་》,རྣམས།,
,,1388,6,《སྣར་》,ཕྱིན།,
,,1389,7,《པེ་》《སྣར་》,མལ།,
,,1390,8,《པེ་》,གི།,
,,1391,9,《པེ་》《སྣར་》,pདང་།,
,,1392,10,《སྣར་》,རྒྱུད།,
,249,1393,1,《སྣར་》,འདས་པར།,
,250,1394,1,《པེ་》《སྣར་》,གཅོད།,
,,1395,2,《པེ་》《སྣར་》,mཤེས་རབ་ཀྱི།,
,,1396,3,《པེ་》《སྣར་》,སྐྱེད།,
,,1397,4,《པེ་》《སྣར་》,གིས།,
,,1398,5,《པེ་》《སྣར་》,འདྲངས།,
,,1399,6,《པེ་》《སྣར་》,ངོམས།,
,,1400,7,《པེ་》《སྣར་》,mདག,
,,1401,8,《པེ་》《སྣར་》,mཔ།,
,,1402,9,《པེ་》《སྣར་》,བདེ་བ།,
,,1403,10,《པེ་》,བའི།,
,,1404,11,《སྣར་》,འགོད།,
,,1405,12,《པེ་》,ལྷན།,
,251,1406,1,《པེ་》《སྣར་》,ཏོ།།,
,,1407,2,《སྣར་》,བླ་བར་བྱས་པ།,
,,1408,3,《པེ་》《སྣར་》,pནི།,
,,1409,4,《པེ་》《སྣར་》,བ་མི་བྱའོ།།,
,,1410,5,《པེ་》《སྣར་》,mམདོ་སྡེ་གཞན་དང་འགལ་བའི་ཕྱིར་རོ།།,
,,1411,6,《པེ་》《སྣར་》,གསད།,
,,1412,7,《པེ་》《སྣར་》,pན།,
,,1413,8,《པེ་》,ཆུ།,
,,1414,9,《པེ་》《སྣར་》,ཀྱི།,
,,1415,10,《པེ་》《སྣར་》,ལ་སོགས་པ་དེས།,
,,1416,11,《སྣར་》,mམ།,
,252,1417,1,《པེ་》《སྣར་》,དེ།,
,,1418,2,《སྣར་》,ཡིད།,
,,1419,3,《པེ་》《སྣར་》,འཆེས་པར།,
,,1420,4,《པེ་》,གསུངས་པ།,
,,1421,5,《པེ་》《སྣར་》,སྐྱུགས།,
,,1422,6,《པེ་》《སྣར་》,པར།,
,,1423,7,《པེ་》《སྣར་》,mདེ་ནི།,
,,1424,8,《པེ་》《སྣར་》,mདེ།,
,,1425,9,《སྣར་》,ལར།,
,253,1426,1,《པེ་》《སྣར་》,mཕྱིར།,
,,1427,2,《པེ་》《སྣར་》,mནོ།,
,,1428,3,《པེ་》《སྣར་》,mནོ།,
,,1429,4,《པེ་》《སྣར་》,པ།,
,,1430,5,《པེ་》《སྣར་》,pབ།,
,,1431,6,《པེ་》《སྣར་》,གསུང་བ།,
,,1432,7,《པེ་》,སྔ་ཡོད་དེ།,《སྣར་》,ལྔ་ཡོད་དེ།
,254,1433,1,《པེ་》《སྣར་》,རྟོག,
,,1434,2,《སྣར་》,གསུང་།,
,,1435,3,《པེ་》《སྣར་》,mདང་།,
,,1436,4,《པེ་》《སྣར་》,ཀྱི།,
,,1437,5,《པེ་》《སྣར་》,mཇི།,
,,1438,6,《པེ་》《སྣར་》,བསྒྲུབ་པའི།,
,,1439,7,《པེ་》《སྣར་》,འཁྲུགས།,
,,1440,8,《པེ་》《སྣར་》,བསྐྱེད།,
,,1441,9,《པེ་》《སྣར་》,གཡོ་བའི།,
,255,1442,1,《པེ་》《སྣར་》,སྟིའི།,
,,1443,2,《སྣར་》,དེ།,
,,1444,3,《པེ་》,mཡང་།,
,,1445,4,《པེ་》,mདོ།,
,256,1446,1,《པེ་》《སྣར་》,པར།,
,,1447,2,《སྣར་》,ག,
,,1448,3,《པེ་》《སྣར་》,mདེ།,
,257,1449,1,《པེ་》《སྣར་》,pཉིད་པ།,
,,1450,2,《པེ་》《སྣར་》,mཉིད།,
,,1451,3,《པེ་》《སྣར་》,mལྟ།,
,,1452,4,《པེ་》《སྣར་》,སྤྱོད།,
,,1453,5,《པེ་》《སྣར་》,mལྟ།,
,,1454,6,《པེ་》《སྣར་》,བསྐྱེད།,
,,1455,7,《པེ་》《སྣར་》,ནས།,
,,1456,8,《པེ་》,mངེ་།,
,,1457,9,《པེ་》,སྒོམ།,《སྣར་》,སྒོབ།
,258,1458,1,《པེ་》《སྣར་》,སྒོམ།,
,,1459,2,《པེ་》《སྣར་》,ཉིད།,
,,1460,3,《པེ་》《སྣར་》,mལྟ་བ།,
,,1461,4,《པེ་》《སྣར་》,བསླུ།,
,,1462,5,《པེ་》《སྣར་》,སྐྱེད།,
,,1463,6,《པེ་》《སྣར་》,བསླུ།,
,,1464,7,《པེ་》《སྣར་》,mལྟ།,
,,1465,8,《པེ་》《སྣར་》,བསླུ།,
,,1466,9,《པེ་》《སྣར་》,བླང་བར།,
,,1467,10,《པེ་》《སྣར་》,རྣམ་པར་འཇིག,
,,1468,11,《པེ་》《སྣར་》,mབ།,
,,1469,12,《པེ་》《སྣར་》,mབ།,
,,1470,13,《པེ་》《སྣར་》,བྱའོ།།,
,,1471,14,《པེ་》《སྣར་》,བཅད།,
,259,1472,1,《པེ་》《སྣར་》,བཅད།,
,,1473,2,《པེ་》《སྣར་》,བཅད།,
,,1474,3,《པེ་》《སྣར་》,རྟེན།,
,,1475,4,《པེ་》,བུ།,
,,1476,5,《པེ་》《སྣར་》,པ།,
,260,1477,1,《པེ་》《སྣར་》,mདུས།,
,,1478,2,《པེ་》《སྣར་》,ཞེས་པ།,
,,1479,3,《པེ་》《སྣར་》,mགཞན་ཡང་།,
,,1480,4,《པེ་》《སྣར་》,mཔ།,
