མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན,,,,,,
,,2155,5,《པེ་》《སྣར་》,པ།,,,,,,
,,2156,6,《པེ་》《སྣར་》,ཞེས།;《ཅོ་》,ཅེས་ཞེས།,,,,,
,,2157,7,《སྣར་》,mསུམ།,,,,,,
,391,2158,1,《པེ་》《སྣར་》,དག་གི།,,,,,,
,,2159,2,《པེ་》《སྣར་》,རྟོག,,,,,,
,,2160,3,《པེ་》《སྣར་》,དེ།,,,,,,
,392,2161,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2162,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2163,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2164,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2165,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2166,6,《པེ་》《སྣར་》,འཐོབ།,,,,,,
,,2167,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2168,8,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,393,2169,1,《པེ་》,སྤང་བར་བྱ་བའི།;《སྣར་》,སྤངས་པར་བྱ་བའི།,,,,,
,,2170,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2171,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2172,4,《པེ་》,བརྟེན་ཏེ་བརྟགས།;《སྣར་》,བརྟན་ཏེ་བརྟགས།,,,,,
,,2173,5,《པེ་》《སྣར་》,mབདེན་པའི།,,,,,,
,,2174,6,《པེ་》《སྣར་》,pནི།,,,,,,
,,2175,7,《པེ་》《སྣར་》,ཏོ།།,,,,,,
,,2176,8,《པེ་》《སྣར་》,ལས།,,,,,,
,394,2177,1,《པེ་》《སྣར་》,mདེ།,,,,,,
,,2178,2,《སྣར་》,pཔ།,,,,,,
,,2179,3,《པེ་》《སྣར་》,གྱི།,,,,,,
,395,2180,1,《སྣར་》,mཡང་།,,,,,,
,,2181,2,《པེ་》《སྣར་》,གྱི།,,,,,,
,,2182,3,《པེ་》《སྣར་》,གྱི།,,,,,,
,,2183,4,《པེ་》《སྣར་》,འཐོབ།,,,,,,
,396,2184,1,《པེ་》《སྣར་》,འཐོབ།,,,,,,
,,2185,2,《པེ་》《སྣར་》,ན།,,,,,,
,397,2186,1,《པེ་》《སྣར་》,pཉིད།,,,,,,
,,2187,2,《པེ་》《སྣར་》,སྔོན།,,,,,,
,,2188,3,《པེ་》《སྣར་》《ཅོ་》,བསལ།,,,,,,
,,2189,4,《པེ་》《སྣར་》,ལ།,,,,,,
,,2190,5,《པེ་》《སྣར་》,རྣམས།,,,,,,
,,2191,6,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,398,2192,1,《པེ་》《སྣར་》,pམ།,,,,,,
,,2193,2,《པེ་》《སྣར་》,ལས།,,,,,,
,,2194,3,《པེ་》《སྣར་》,pདང་།,,,,,,
,,2195,4,《པེ་》《སྣར་》,ལས།,,,,,,
,,2196,5,《པེ་》《སྣར་》,མཛད་པ།,,,,,,
,,2197,6,《པེ་》《སྣར་》,mམ།,,,,,,
,,2198,7,《པེ་》《སྣར་》,ལས།,,,,,,
,,2199,8,《པེ་》《སྣར་》,mཕྱིར།,,,,,,
,,2200,9,《པེ་》《སྣར་》,དང་།,,,,,,
,399,2201,1,《པེ་》《སྣར་》,ཏོ།,,,,,,
,,2202,2,《པེ་》《སྣར་》,ཏེ།,,,,,,
,400,2203,1,《པེ་》《སྣར་》,ཏོ།།,,,,,,
,,2204,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2205,3,《པེ་》《སྣར་》,mནི།,,,,,,
,,2206,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,2207,5,《པེ་》《སྣར་》,ལས།,,,,,,
,,2208,6,《སྣར་》,mབ།,,,,,,
,,2209,7,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,2210,8,《པེ་》《སྣར་》,mནས།,,,,,,
,,2211,9,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,401,2212,1,《པེ་》《སྣར་》,ཏུ་རྟོགས།,,,,,,
,,2213,2,《པེ་》《སྣར་》,mདབང་གི།,,,,,,
,,2214,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,2215,4,《པེ་》《སྣར་》,པའི།,,,,,,
,402,2216,1,《སྣར་》,ཀྱི།,,,,,,
,,2217,2,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,2218,3,《སྣར་》,pབ།,,,,,,
,,2219,4,《པེ་》《སྣར་》,pལ།,,,,,,
,,2220,5,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,2221,6,《པེ་》《སྣར་》,ལ།,,,,,,
,403,2222,1,《པེ་》《སྣར་》,གི་ཡོད་པའི།,,,,,,
,,2223,2,《པེ་》《སྣར་》,པས་རབ།,,,,,,
,,2224,3,《པེ་》《སྣར་》,mནི།,,,,,,
,,2225,4,《པེ་》《སྣར་》,བཤད།,,,,,,
,,2226,5,《པེ་》《སྣར་》,རྣམ།,,,,,,
,404,2227,1,《པེ་》《སྣར་》,mརྣམ་པར།,,,,,,
,,2228,2,《པེ་》《སྣར་》,ཏེ།,,,,,,
,,2229,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2230,4,《པེ་》《སྣར་》,པའི།,,,,,,
,,2231,5,《པེ་》《སྣར་》,བཟློས།,,,,,,
,405,2232,1,《པེ་》《སྣར་》,རིགས།,,,,,,
,,2233,2,《པེ་》《སྣར་》,བཏགས།,,,,,,
,,2234,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,2235,4,《པེ་》《སྣར་》,ལས།,,,,,,
,,2236,5,《པེ་》《སྣར་》,རིག,,,,,,
,,2237,6,《པེ་》《སྣར་》,པ།,,,,,,
,,2238,7,《པེ་》《སྣར་》,རྣམ།,,,,,,
,406,2239,1,《པེ་》《སྣར་》,ལས།,,,,,,
,,2240,2,《པེ་》《སྣར་》,སར་བ།,,,,,,
,,2241,3,《པེ་》《སྣར་》,བཟློས།,,,,,,
,407,2242,1,《སྣར་》,མི།,,,,,,
,,2243,2,《པེ་》《སྣར་》,པར།,,,,,,
,,2244,3,《པེ་》《སྣར་》,ལས།,,,,,,
,408,2245,1,《པེ་》《སྣར་》,mཏེ།,,,,,,
,,2246,2,《པེ་》《སྣར་》,mཉིད།,,,,,,
,,2247,3,《པེ་》《སྣར་》,པའི།,,,,,,
,,2248,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,2249,5,《པེ་》《སྣར་》,ཅེས།,,,,,,
,409,2250,1,《པེ་》《སྣར་》,mརྣམས།,,,,,,
,,2251,2,《པེ་》,པ་ཉིད།;《སྣར་》,ཉིད།,,,,,
,,2252,3,《སྣར་》,གཞིས།,,,,,,
,410,2253,1,《སྣར་》,ཀྱིས།,,,,,,
,,2254,2,《པེ་》《སྣར་》,བའི།,,,,,,
,411,2255,1,《པེ་》《སྣར་》,པར།,,,,,,
,,2256,2,《པེ་》《སྣར་》,pནི།,,,,,,
,,2257,3,《སྣར་》,པའི།,,,,,,
,,2258,4,《པེ་》《སྣར་》,གིས།,,,,,,
,,2259,5,《སྣར་》,པ།,,,,,,
,,2260,6,《སྣར་》,mཡང་།,,,,,,
,412,2261,1,《པེ་》,གཞིག,,,,,,
,,2262,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2263,3,《པེ་》《སྣར་》,mན།,,,,,,
,,2264,4,《སྣར་》,དེ།,,,,,,
,,2265,5,《པེ་》《སྣར་》,ཡོང་གི།,,,,,,
,,2266,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,413,2267,1,《པེ་》《སྣར་》,འདིར།,,,,,,
,,2268,2,《པེ་》《སྣར་》,mརྣམ་པར།,,,,,,
,,2269,3,《པེ་》,mདེ།,,,,,,
,,2270,4,《སྣར་》,གྱུར།,,,,,,
,,2271,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2272,6,《པེ་》《སྣར་》,pཞེས་པ།,,,,,,
,,2273,7,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,414,2274,1,《སྣར་》,ལ།,,,,,,
,,2275,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,415,2276,1,《པེ་》《སྣར་》,mབདེན་པའི།,,,,,,
,,2277,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2278,3,《པེ་》《སྣར་》,གིས།,,,,,,
,416,2279,1,《པེ་》《སྣར་》,གཞག,,,,,,
,,2280,2,《པེ་》《སྣར་》,mརྣོན་པོ།,,,,,,
,,2281,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,2282,4,《པེ་》《སྣར་》,འཇུག་པའི།,,,,,,
,,2283,5,《པེ་》《སྣར་》,བཟླས།,,,,,,
,417,2284,1,《པེ་》《སྣར་》,རྒུའོ།,,,,,,
,,2285,2,《པེ་》《སྣར་》,རྒུའོ།,,,,,,
,,2286,3,《པེ་》《སྣར་》,རྒུའོ།,,,,,,
,,2287,4,《པེ་》《སྣར་》,རྒུའོ།,,,,,,
,,2288,5,《པེ་》《སྣར་》,རྒུའོ།,,,,,,
,,2289,6,《སྣར་》,mདེ།,,,,,,
,,2290,7,《པེ་》《སྣར་》,དག,,,,,,
,,2291,8,《པེ་》《སྣར་》,mནི།,,,,,,
,418,2292,1,《པེ་》《སྣར་》,pནི།,,,,,,
,,2293,2,《པེ་》《སྣར་》,mདུ།,,,,,,
,,2294,3,《པེ་》《སྣར་》,བརྒྱུད།,,,,,,
,,2295,4,《པེ་》《སྣར་》,ན།,,,,,,
,,2296,5,《པེ་》,གཟུང་བར།;《སྣར་》,གཟུད་པར།,,,,,
,,2297,6,《སྣར་》,mཅེས།,,,,,,
,419,2298,1,《པེ་》《སྣར་》,བསྡུད།,,,,,,
,,2299,2,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,2300,3,《པེ་》《སྣར་》,གྱི།,,,,,,
,420,2301,1,《པེ་》《སྣར་》,འབྱུང་།,,,,,,
,,2302,2,《པེ་》《སྣར་》,mཉིད།,,,,,,
,,2303,3,《སྣར་》,ལ།,,,,,,
,421,2304,1,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,2305,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2306,3,《པེ་》《སྣར་》,པ།,,,,,,
,,2307,4,《པེ་》《སྣར་》,གིས།,,,,,,
,,2308,5,《པེ་》《སྣར་》,བྱ་བར།,,,,,,
,422,2309,1,《པེ་》《སྣར་》,རིག,,,,,,
,,2310,2,《པེ་》《སྣར་》,རྟོག,,,,,,
,,2311,3,《པེ་》《སྣར་》,དོ།།,,,,,,
,,2312,4,《པེ་》《སྣར་》,གི།,,,,,,
,,2313,5,《པེ་》《སྣར་》,ལ།,,,,,,
,424,2314,1,《པེ་》《སྣར་》,pཔ།,,,,,,
,,2315,2,《པེ་》《སྣར་》,གི།,,,,,,
,,2316,3,《པེ་》《སྣར་》,གི།,,,,,,
,425,2317,1,《པེ་》《སྣར་》,ཞུགས།,,,,,,
,,2318,2,《པེ་》《སྣར་》,ཉིད།,,,,,,
,,2319,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,426,2320,1,《སྣར་》,ནས།,,,,,,
,,2321,2,《པེ་》《སྣར་》,འཐོབ།,,,,,,
,,2322,3,《པེ་》《སྣར་》,སོ།,,,,,,
,,2323,4,《པེ་》《སྣར་》,mཐམས་ཅད།,,,,,,
,,2324,5,《པེ་》《སྣར་》,བྱེད་པའི་ཕྱིར་ཉོན་མོངས་པ་སྤོང་བར་བྱེད་པའི།,,,,,,
,427,2325,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2326,2,《པེ་》《སྣར་》,བསྒོམ་ན།,,,,,,
,,2327,3,《པེ་》《སྣར་》,pསྨྲ་བ་པོ།,,,,,,
,428,2328,1,《སྣར་》,ཀྱིས།,,,,,,
,,2329,2,《པེ་》《སྣར་》,གཟུང་།,,,,,,
,,2330,3,《པེ་》《སྣར་》,དེ།,,,,,,
,429,2331,1,《པེ་》《སྣར་》,ཡིན་པ་སྟོན།,,,,,,
,,2332,2,《པེ་》《སྣར་》,འདིར།,,,,,,
,,2333,3,《པེ་》,mམ།,,,,,,
,,2334,4,《པེ་》《སྣར་》,དོ།།,,,,,,
,,2335,5,《པེ་》《སྣར་》,འཚོ་བའི་ཕྱིར།,,,,,,
,,2336,6,《པེ་》《སྣར་》,བརྟུལ།,,,,,,
,430,2337,1,《པེ་》《སྣར་》,བསལ།,,,,,,
,,2338,2,《པེ་》《སྣར་》,mལ།,,,,,,
,,2339,3,《པེ་》《སྣར་》,པ།,,,,,,
,,2340,4,《པེ་》《སྣར་》,རི།,,,,,,
,431,2341,1,《སྣར་》,mལ།,,,,,,
,,2342,2,《སྣར་》,ཀྱིས།,,,,,,
,,2343,3,《པེ་》《སྣར་》,ན།,,,,,,
,,2344,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2345,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2346,6,《པེ་》《སྣར་》,རི།,,,,,,
,,2347,7,《པེ་》《སྣར་》,པ།,,,,,,
,432,2348,1,《པེ་》《སྣར་》,གིས།,,,,,,
,,2349,2,《པེ་》《སྣར་》,བྱས།,,,,,,
,,2350,3,《པེ་》《སྣར་》,གྱི།,,,,,,
,433,2351,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,2352,2,《པེ་》《སྣར་》,mདུ།,,,,,,
,434,2353,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2354,2,《སྣར་》,གྱི།,,,,,,
,,2355,3,《པེ་》《སྣར་》,གྱིས་བརླབས།,,,,,,
,,2356,4,《པེ་》《སྣར་》,ལྟར།,,,,,,
,,2357,5,《པེ་》《སྣར་》,ལན།,,,,,,
,,2358,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,435,2359,1,《པེ་》《སྣར་》,pམ་མཆིས།,,,,,,
,,2360,2,《པེ་》《སྣར་》,གི།,,,,,,
,,2361,3,《པེ་》《སྣར་》,གཉིས།,,,,,,
,,2362,4,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,2363,5,《པེ་》《སྣར་》,སོ།,,,,,,
,,2364,6,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,2365,7,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,436,2366,1,《པེ་》《སྣར་》,བར།,,,,,,
,,2367,2,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,437,2368,1,《པེ་》《སྣར་》,རྣམས།,,,,,,
,,2369,2,《པེ་》,ངུ་།,,,,,,
,438,2370,1,《པེ་》《སྣར་》,གི།,,,,,,
,439,2371,1,《པེ་》《སྣར་》,mའབྲིང་དང་ཆེན་པོའི་རྣམ་པ་ལ་བརྟེན་ནས་ནི་ཆེ་བའི་ང་རྒྱལ་སྐྱེའོ།། ,,,,,,
,,2372,2,《པེ་》《སྣར་》,བཤད།,,,,,,
,,2373,3,《སྣར་》,mསྔ་མའི།,,,,,,
,,2374,4,《པེ་》《སྣར་》,རྣམ་པ་བདུན་གྱིས།,,,,,,
,440,2375,1,《པེ་》《སྣར་》,mགསུམ།,,,,,,
,,2376,2,《པེ་》《སྣར་》,mངའི།,,,,,,
,,2377,3,《པེ་》《སྣར་》,mདེ།,,,,,,
,,2378,4,《པེ་》《སྣར་》,དེ།,,,,,,
,,2379,5,《པེ་》《སྣར་》,པས།,,,,,,
,,2380,6,《པེ་》《སྣར་》,mལ།,,,,,,
,,2381,7,《པེ་》《སྣར་》,mཔ།,,,,,,
,441,2382,1,《པེ་》《སྣར་》,ལ།,,,,,,
,,2383,2,《པེ་》《སྣར་》,གི།,,,,,,
,,2384,3,《པེ་》《སྣར་》,རི།,,,,,,
,442,2385,1,《པེ་》《སྣར་》,གལ་ཏེ་འདི།,,,,,,
,,2386,2,《སྣར་》,pཔ།,,,,,,
,,2387,3,《པེ་》《སྣར་》,རི།,,,,,,
,,2388,4,《པེ་》《སྣར་》,ན།,,,,,,
,,2389,5,《པེ་》《སྣར་》,པ།,,,,,,
,443,2390,1,《པེ་》《སྣར་》,mནོ།,,,,,,
,,2391,2,《པེ་》《སྣར་》,mནོ།,,,,,,
,,2392,3,《པེ་》《སྣར་》,དོ།།,,,,,,
,,2393,4,《པེ་》《སྣར་》,བསྙེད།,,,,,,
,,2394,5,《པེ་》《སྣར་》,ཀྱི་བསྙེས།,,,,,,
,,2395,6,《པེ་》《སྣར་》,mམཚན་ཉིད་ཀྱིས་བརྙེས་པ་ཡིན་གྱི་བྱེ་བྲག་གི།,,,,,,
,,2396,7,《པེ་》《སྣར་》,ལྟར།,,,,,,
,,2397,8,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,444,2398,1,《པེ་》《སྣར་》,mརོ།,,,,,,
,,2399,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,445,2400,1,《པེ་》《སྣར་》,ཡིན།,,,,,,
,,2401,2,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,2402,3,《པེ་》《སྣར་》,གི།,,,,,,
,,2403,4,《པེ་》《སྣར་》,གིས།,,,,,,
,,2404,5,《པེ་》《སྣར་》,གི།,,,,,,
,,2405,6,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,446,2406,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,2407,2,《པེ་》《སྣར་》,འགྱུར།,,,,,,
,,2408,3,《པེ་》《སྣར་》,ན།,,,,,,
,,2409,4,《པེ་》《སྣར་》,ལས།,,,,,,
,,2410,5,《པེ་》《སྣར་》,ལས།,,,,,,
,447,2411,1,《པེ་》《སྣར་》,པས།,,,,,,
,,2412,2,《པེ་》《སྣར་》,པའི།,,,,,,
,,2413,3,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,,2414,4,《པེ་》《སྣར་》,mནི།,,,,,,
,,2415,5,《པེ་》《སྣར་》,mནི།,,,,,,
,,2416,6,《པེ་》《སྣར་》,mནི།,,,,,,
,,2417,7,《པེ་》《སྣར་》,སྒྲེང་།,,,,,,
,448,2418,1,《པེ་》《སྣར་》,སྒྲེང་།,,,,,,
,,2419,2,《སྣར་》,mདག,,,,,,
,,2420,3,《པེ་》《སྣར་》,mཔ།,,,,,,
,,2421,4,《པེ་》《སྣར་》,འཁོར།,,,,,,
,449,2422,1,《པེ་》《སྣར་》,སྐྱེ།,,,,,,
,,2423,2,《པེ་》《སྣར་》,པར།,,,,,,
,,2424,3,《པེ་》《སྣར་》,པ་ཞེས་བྱའོ།,,,,,,
,,2425,4,《པེ་》《སྣར་》,mཔའི།,,,,,,
,450,2426,1,《པེ་》《སྣར་》,mཔར།,,,,,,
,,2427,2,《པེ་》《སྣར་》,mམཆོད།,,,,,,
,,2428,3,《པེ་》《སྣར་》,ཕྱིར།,,,,,,
,451,2429,1,《པེ་》《སྣར་》,mདེ།,,,,,,
,,2430,2,《པེ་》《སྣར་》,mཔ།,,,,,,
,452,2431,1,《པེ་》《སྣར་》,བརྟགས།,,,,,,
,,2432,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2433,3,《པེ་》《སྣར་》,བརྟགས།,,,,,,
,,2434,4,《པེ་》《སྣར་》,བསྡུད།,,,,,,
,,2435,5,《སྣར་》,ཟླ།,,,,,,
,453,2436,1,《པེ་》《སྣར་》,མཚན་ནས།,,,,,,
,,2437,2,《པེ་》《སྣར་》,མར།,,,,,,
,,2438,3,《སྣར་》,དེ།,,,,,,
,,2439,4,《པེ་》《སྣར་》,pབྱ་བར།,,,,,,
,,2440,5,《པེ་》《སྣར་》,རྟགས།,,,,,,
,,2441,6,《པེ་》《སྣར་》,mདྲུག།,,,,,,
,454,2442,1,《པེ་》《སྣར་》,འདིེར།,,,,,,
,,2443,2,《སྣར་》,གིས།,,,,,,
,,2444,3,《པེ་》《སྣར་》,པར།,,,,,,
,,2445,4,《པེ་》《སྣར་》,ཉིད།,,,,,,
,,2446,5,《པེ་》《སྣར་》,བརྟགས།,,,,,,
,,2447,6,《པེ་》《སྣར་》,དང་།,,,,,,
,,2448,7,《པེ་》《སྣར་》,pདུ།,,,,,,
,455,2449,1,《པེ་》《སྣར་》,pའདི།,,,,,,
,,2450,2,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
