ཆོས་ཚན།,ཤོག་གྲངས།,1,མཆན་གྲངས།,དཔར་མ།,མཆན།,,,,,,
,,1932,2,《པེ་》《སྣར་》,བརླབ།,,,,,,
,,1933,3,《པེ་》《སྣར་》,བར།,,,,,,
,,1934,4,《པེ་》《སྣར་》,བསླང་བའོ།,,,,,,
,,1935,5,《པེ་》《སྣར་》,mསུ།,,,,,,
,,1936,6,《པེ་》《སྣར་》,རྣམས།,,,,,,
,,1937,7,《པེ་》《སྣར་》,སྨིན་པ་ནི།,,,,,,
,,1938,8,《པེ་》《སྣར་》,མ་སྨིན་པ།;《ཅོ་》,མ་སྨིན་པར།,,,,,
,,1939,9,《པེ་》《སྣར་》,པའི།,,,,,,
,,1940,10,《པེ་》《སྣར་》,པ།,,,,,,
,279,1941,1,《པེ་》《སྣར་》,བྱ་བའི།,,,,,,
,,1942,2,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,,1943,3,《པེ་》《སྣར་》,བའི།,,,,,,
,,1944,4,《པེ་》《སྣར་》,པའི།,,,,,,
,,1945,5,《པེ་》《སྣར་》,པའི།,,,,,,
,,1946,6,《པེ་》《སྣར་》,ཚིགས།,,,,,,
,,1947,7,《པེ་》,བཟུང་།,,,,,,
,,1948,8,《པེ་》《སྣར་》,དགྲོལ།,,,,,,
,,1949,9,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1950,10,《པེ་》,ཚིགས།,,,,,,
,,1951,11,《པེ་》《སྣར་》,pབ།,,,,,,
,,1952,12,《པེ་》《སྣར་》,རྣམ།,,,,,,
,280,1953,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1954,2,《པེ་》《སྣར་》,pས།,,,,,,
,,1955,3,《ཅོ་》,འགྲོལ།,,,,,,
,,1956,4,《པེ་》《སྣར་》,mདེ།,,,,,,
,,1957,5,《པེ་》《སྣར་》,mབ།,,,,,,
,,1958,6,《པེ་》《སྣར་》,སྐྱེ་བར།,,,,,,
,,1959,7,《པེ་》,བཟུང་།,,,,,,
,,1960,8,《པེ་》《སྣར་》,mཆོས།,,,,,,
,,1961,9,《པེ་》《སྣར་》,ལྱང་།,,,,,,
,,1962,10,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,281,1963,1,《པེ་》《སྣར་》,རིག,,,,,,
,,1964,2,《སྣར་》《ཅོ་》,གྱུར་པའི།,,,,,,
,,1965,3,《པེ་》《སྣར་》,mསྡེ།,,,,,,
,,1966,4,《པེ་》《སྣར་》,དོན།,,,,,,
,,1967,5,《པེ་》,བསྡུད།,,,,,,
,,1968,6,《པེ་》《སྣར་》,mཀྱི།,,,,,,
,,1969,7,《སྣར་》,དེ།,,,,,,
,,1970,8,《པེ་》,བརྒྱུད།,,,,,,
,282,1971,1,《པེ་》《སྣར་》,ལྱང་།,,,,,,
,,1972,2,《པེ་》《སྣར་》,mའདི།,,,,,,
,,1973,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1974,4,《པེ་》《སྣར་》,གྱི།,,,,,,
,,1975,5,《པེ་》《སྣར་》,རིག,,,,,,
,,1976,6,《པེ་》《སྣར་》,གདུངས་པ།,,,,,,
,,1977,7,《པེ་》《སྣར་》,mན།,,,,,,
,,1978,8,《པེ་》《སྣར་》,mལ།,,,,,,
,283,1979,1,《སྣར་》,mཕྱིན་པར།,,,,,,
,,1980,2,《པེ་》《སྣར་》,པར།,,,,,,
,,1981,3,《པེ་》《སྣར་》,སྟོང་།,,,,,,
,,1982,4,《པེ་》《སྣར་》,པའི།,,,,,,
,,1983,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,1984,6,《པེ་》《སྣར་》,འདི།,,,,,,
,,1985,7,《པེ་》《སྣར་》,pགི།,,,,,,
,284,1986,1,《སྣར་》,བྱ་བའོ།,,,,,,
,,1987,2,《པེ་》,རིག,,,,,,
,,1988,3,《པེ་》,mནི།,,,,,,
,,1989,4,《པེ་》《སྣར་》,པ།,,,,,,
,,1990,5,《སྣར་》,ནི།,,,,,,
,,1991,6,《པེ་》《སྣར་》,pཆོས།,,,,,,
,,1992,7,《སྣར་》,ལྟག,,,,,,
,285,1993,1,《པེ་》《སྣར་》,མོ།,,,,,,
,,1994,2,《པེ་》,བསལ།,,,,,,
,,1995,3,《པེ་》《སྣར་》,གཏན།,,,,,,
,,1996,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1997,5,《པེ་》,རིག་པ།,,,,,,
,,1998,6,《པེ་》《སྣར་》,བཞག,,,,,,
,,1999,7,《ཅོ་》,pདང་།,,,,,,
,286,2000,1,《པེ་》《སྣར་》,གིས།,,,,,,
,,2001,2,《པེ་》《སྣར་》,mཆོས།,,,,,,
,,2002,3,《པེ་》《སྣར་》,pཡང་།,,,,,,
,,2003,4,《པེ་》《སྣར་》,གིས།,,,,,,
,,2004,5,《པེ་》《སྣར་》,གི།,,,,,,
,,2005,6,《པེ་》《སྣར་》,རྟོག,,,,,,
,,2006,7,《པེ་》《སྣར་》,ལྱང་།,,,,,,
,287,2007,1,《སྣར་》,བྱའི།,,,,,,
,,2008,2,《པེ་》,མོངས།,,,,,,
,,2009,3,《པེ་》《སྣར་》,mབསྟན།,,,,,,
,,2010,4,《པེ་》,mཞེས།,,,,,,
,,2011,5,《པེ་》《སྣར་》,རྟོག,,,,,,
,,2012,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2013,7,《པེ་》《སྣར་》,བསྟེན།,,,,,,
,288,2014,1,《པེ་》《སྣར་》,pདུ།,,,,,,
,,2015,2,《པེ་》,mལས།;《སྣར་》,ལ།,,,,,
,289,2016,1,《པེ་》《སྣར་》,mཉིད།,,,,,,
,,2017,2,《པེ་》《སྣར་》,pརྣམས།,,,,,,
,,2018,3,《པེ་》《སྣར་》,རྣམས།,,,,,,
,,2019,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,290,2020,1,《པེ་》《སྣར་》,བྱུང་།,,,,,,
,,2021,2,《པེ་》《སྣར་》,mལས།,,,,,,
,,2022,3,《པེ་》《སྣར་》,mསྣ་ཚོགས་ཀྱི་དངོས་པོ་ནི་ཁམས་ཚད་མེད་པ་རྣམས་སོ།།,,,,,,
,,2023,4,《སྣར་》,mཔོ།,,,,,,
,291,2024,1,《པེ་》《སྣར་》,བཞི་བའི།,,,,,,
,,2025,2,《པེ་》《སྣར་》,འཁོར་རོ།,,,,,,
,,2026,3,《པེ་》《སྣར་》,དང་།,,,,,,
,,2027,4,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2028,5,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2029,6,《པེ་》《སྣར་》,བཞག,,,,,,
,,2030,7,《པེ་》,ཀྱིས་འཁོར་བཞིར།;《སྣར་》,ཀྱིས་འཁོར་བཞིན།,,,,,
,,2031,8,《པེ་》《སྣར་》,བཞག,,,,,,
,,2032,9,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,2033,10,《པེ་》《སྣར་》,བཞག,,,,,,
,,2034,11,《པེ་》,གང་།,,,,,,
,,2035,12,《པེ་》《སྣར་》,བཞག,,,,,,
,292,2036,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2037,2,《པེ་》《སྣར་》,mགསོལ་པ།,,,,,,
,,2038,3,《སྣར་》,རྣམས།,,,,,,
,293,2039,1,《པེ་》《སྣར་》,ཡང་།,,,,,,
,,2040,2,《སྣར་》,ཏུ།,,,,,,
,,2041,3,《པེ་》《སྣར་》,ཞེས།,,,,,,
,,2042,4,《པེ་》,བསྡུ་བའོ།,,,,,,
,,2043,5,《པེ་》,རྟོགས།,,,,,,
,,2044,6,《པེ་》,pལན།,,,,,,
,,2045,7,《སྣར་》,ན།,,,,,,
,,2046,8,《པེ་》《སྣར་》,mདུ།,,,,,,
,294,2047,1,《ཅོ་》,གཞག,,,,,,
,,2048,2,《པེ་》《སྣར་》,འཇུག,,,,,,
,,2049,3,《པེ་》《སྣར་》,mའདུ།,,,,,,
,,2050,4,《པེ་》《སྣར་》,mརབ།,,,,,,
,,2051,5,《པེ་》《སྣར་》,དངོས།,,,,,,
,,2052,6,《པེ་》,འཐོབ།,,,,,,
,295,2053,1,《སྣར་》,mཔོ།,,,,,,
,,2054,2,《པེ་》《སྣར་》,mནི།,,,,,,
,,2055,3,《པེ་》《སྣར་》,ཏོ།,,,,,,
,296,2056,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2057,2,《པེ་》《སྣར་》,mའདི།,,,,,,
,,2058,3,《པེ་》,ཀྱིས།,,,,,,
,,2059,4,《པེ་》《སྣར་》,པ།,,,,,,
,,2060,5,《པེ་》《སྣར་》,pསུ།,,,,,,
,,2061,6,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,297,2062,1,《པེ་》,pཡོངས་སུ་ཤེས་པས།;《སྣར་》,pཡོངས་སུ་ཤེས་དཔས།,,,,,
,,2063,2,《པེ་》《སྣར་》,གིས།,,,,,,
,,2064,3,《སྣར་》,ངེས།,,,,,,
,,2065,4,《པེ་》《སྣར་》,mའདུ།,,,,,,
,,2066,5,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,,2067,6,《པེ་》《སྣར་》,mདུ།,,,,,,
,,2068,7,《པེ་》《སྣར་》,གནས།,,,,,,
,,2069,8,《པེ་》《སྣར་》,བས།,,,,,,
,298,2070,1,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,,2071,2,《པེ་》《སྣར་》,བྱུང་།,,,,,,
,,2072,3,《ཅོ་》,ཞེའོ།,,,,,,
,,2073,4,《པེ་》《སྣར་》,ཧྭང་ཚང་།,,,,,,
,,2074,5,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,2075,6,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,2076,7,《པེ་》《སྣར་》,mབ།,,,,,,
,,2077,8,《པེ་》,སྒོམ།,,,,,,
,,2078,9,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,299,2079,1,《པེ་》,སྒོམ།,,,,,,
,,2080,2,《པེ་》《སྣར་》,རྣམས།,,,,,,
,,2081,3,《ཅོ་》,སྤངས་པར།,,,,,,
,,2082,4,《པེ་》《སྣར་》,པའོ།,,,,,,
,,2083,5,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,300,2084,1,《པེ་》《སྣར་》,པོའོ།,,,,,,
,,2085,2,《སྣར་》,བསྒོམས།,,,,,,
,,2086,3,《པེ་》《སྣར་》《ཅོ་》,སྒོམ།,,,,,,
,,2087,4,《པེ་》,དེ་ནི།;《སྣར་》,དེ།,,,,,
,,2088,5,《པེ་》《སྣར་》,ལཾ།,,,,,,
,,2089,6,《ཅོ་》,པར།,,,,,,
,,2090,7,《སྣར་》,pས།,,,,,,
,,2091,8,《པེ་》《སྣར་》,བསྒོམ།,,,,,,
,,2092,9,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,2093,10,《པེ་》《སྣར་》,ལྔ་པ།,,,,,,
,301,2094,1,《པེ་》《སྣར་》,པ།,,,,,,
,,2095,2,《པེ་》,སྒོམ།,,,,,,
,,2096,3,《པེ་》《སྣར་》,སྒོམ་པ་སྤྱད་པར།,,,,,,
,,2097,4,《སྣར་》,པས།,,,,,,
,,2098,5,《པེ་》《སྣར་》,པའི།,,,,,,
,,2099,6,《པེ་》《སྣར་》,བསྟན།,,,,,,
,,2100,7,《པེ་》《སྣར་》,གཞག,,,,,,
,,2101,8,《སྣར་》,པར།,,,,,,
,,2102,9,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,2103,10,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,2104,11,《པེ་》《སྣར་》,བསྒོམས།,,,,,,
,,2105,12,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,2106,13,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,2107,14,《སྣར་》,མ།,,,,,,
,,2108,15,《པེ་》《སྣར་》,ཅེ།,,,,,,
,302,2109,1,《པེ་》《སྣར་》,ཆར།,,,,,,
,,2110,2,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2111,3,《པེ་》,བྱུང་།,,,,,,
,,2112,4,《པེ་》,པ་ནི།;《སྣར་》,པ་མི།,,,,,
,,2113,5,《སྣར་》,ཏོགས།,,,,,,
,,2114,6,《པེ་》《སྣར་》,འཐོབ།,,,,,,
,,2115,7,《པེ་》《སྣར་》,mཔ།,,,,,,
,,2116,8,《སྣར་》,ཀྱི།,,,,,,
,,2117,9,《པེ་》《སྣར་》,རྟོག,,,,,,
,,2118,10,《པེ་》《སྣར་》《ཅོ་》,མཇུག,,,,,,
,,2119,11,《པེ་》《སྣར་》,བར།,,,,,,
,,2120,12,《པེ་》《སྣར་》,mནི།,,,,,,
,,2121,13,《ཅོ་》,མཇུག,,,,,,
,,2122,14,《པེ་》,སྙོམས་པར་འཇུག་པས་འགོག་པ།;《སྣར་》,mསྙོམས་པར་འཇུག་པས་འགོག་པས།,,,,,
,,2123,15,《པེ་》《སྣར་》,པས།,,,,,,
,,2124,16,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,303,2125,1,《པེ་》《སྣར་》,རིག,,,,,,
,,2126,2,《པེ་》《སྣར་》,པ།,,,,,,
,,2127,3,《སྣར་》,པར།,,,,,,
,,2128,4,《པེ་》《སྣར་》,གི།,,,,,,
,304,2129,1,《པེ་》,བྱ་བའོ།,,,,,,
,,2130,2,《པེ་》,སྒོམ་ཤིང་།;《སྣར་》,བསྒོམ་ཞིང།,,,,,
,,2131,3,《པེ་》,ནོ།,,,,,,
,,2132,4,《པེ་》,བསྒོམས།,,,,,,
,,2133,5,《པེ་》《སྣར་》,བལྟ།,,,,,,
,,2134,6,《པེ་》《སྣར་》,འདི།,,,,,,
,,2135,7,《པེ་》《སྣར་》《ཅོ་》,བསྒོམ།,,,,,,
,,2136,8,《སྣར་》,ཀྱི།,,,,,,
,,2137,9,《སྣར་》,པའི།,,,,,,
,,2138,10,《སྣར་》,mནི།,,,,,,
,306,2139,1,《སྣར་》,pཔ།,,,,,,
,,2140,2,《པེ་》《སྣར་》,བྱ་སྟེ།,,,,,,
,,2141,3,《པེ་》《ཅོ་》,ཀྱི་བསྔགས།;《སྣར་》,ཀྱིས་བསྔགས།,,,,,
,,2142,4,《པེ་》《སྣར་》,mགི།,,,,,,
,,2143,5,《པེ་》《སྣར་》,པོའི།,,,,,,
,,2144,6,《པེ་》《སྣར་》,སོ།,,,,,,
,,2145,7,《པེ་》《སྣར་》,mརྣམ་པར།,,,,,,
,307,2146,1,《པེ་》《སྣར་》,པར།,,,,,,
,,2147,2,《པེ་》《སྣར་》,འདི་གཉིས་ཀའི།,,,,,,
,,2148,3,《པེ་》,མིན།,,,,,,
,,2149,4,《པེ་》《སྣར་》,pཐ།,,,,,,
,,2150,5,《པེ་》《སྣར་》,རིག,,,,,,
,308,2151,1,《པེ་》《སྣར་》,pགཞན་ཡང་བསྟན་བཅོས་ཡང་དག་པའི་རིག་པ་དང་རྗེས་སུ་འཐུན་པ་དང་། གཞུང་རབ་ཏུ་བསྟན་པ་ལས་ཀྱང་མཛོད་ཀྱི་བསྟན་བཅོས་ལས་བཤད་པ་དང་མཐུན་པར་འབྱུང་ངོ་།།,,,,,,
,,2152,2,《པེ་》《སྣར་》,རིག,,,,,,
,309,2153,1,《པེ་》《སྣར་》,པའི།,,,,,,
,,2154,2,《སྣར་》,པ་དང་བྲས།,,,,,,
,,2155,3,《པེ་》《སྣར་》,སོ།,,,,,,
,,2156,4,《སྣར་》《ཅོ་》,སོར།,,,,,,
,,2157,5,《པེ་》《སྣར་》,རྟོག,,,,,,
,,2158,6,《པེ་》《སྣར་》,རིག,,,,,,
,,2159,7,《པེ་》《སྣར་》,pཔ།,,,,,,
,,2160,8,《པེ་》《སྣར་》,mཞེས་བྱའོ།,,,,,,
,,2161,9,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,310,2162,1,《པེ་》《སྣར་》,བླངས་པའི།,,,,,,
,,2163,2,《པེ་》《སྣར་》,པའི།,,,,,,
,,2164,3,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2165,4,《ཅོ་》,དགྲོངས།,,,,,,
,,2166,5,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2167,6,《པེ་》《སྣར་》,pདུ།,,,,,,
,,2168,7,《སྣར་》,ཕྲལ།,,,,,,
,,2169,8,《པེ་》《སྣར་》,བསྟན།,,,,,,
,311,2170,1,《པེ་》《སྣར་》,བསྟོད།,,,,,,
,,2171,2,《སྣར་》,སྟེར།,,,,,,
,,2172,3,《པེ་》《སྣར་》,གཏེར།,,,,,,
,,2173,4,《པེ་》《སྣར་》,mཞེས།,,,,,,
,,2174,5,《པེ་》《སྣར་》,ལྟུང་།,,,,,,
,,2175,6,《པེ་》《སྣར་》《ཅོ་》,ལྟུང་།,,,,,,
,,2176,7,《པེ་》《སྣར་》,པོ།,,,,,,
,,2177,8,《པེ་》《སྣར་》,པ།,,,,,,
,312,2178,1,《པེ་》《སྣར་》,mཔ་བཞིན།,,,,,,
,,2179,2,《པེ་》《སྣར་》,ལྟུང་།,,,,,,
,,2180,3,《པེ་》《སྣར་》,བར།,,,,,,
,,2181,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2182,5,《པེ་》《སྣར་》,པ།,,,,,,
,,2183,6,《པེ་》《སྣར་》,ཚིགས་སུ།,,,,,,
,,2184,7,《པེ་》《སྣར་》,pབ་མེད་པའི།,,,,,,
,,2185,8,《པེ་》《སྣར་》,mམེད་པ།,,,,,,
,,2186,9,《པེ་》《སྣར་》,འཁྲུག,,,,,,
,,2187,10,《ཅོ་》,pབསྟན་བཅོས།,,,,,,
,,2188,12,《པེ་》,pཔ།,,,,,,
,,2189,13,《པེ་》《སྣར་》,pན།,,,,,,
,313,2190,1,《སྣར་》,pཔ།,,,,,,
,,2191,2,《པེ་》《སྣར་》,གིས།,,,,,,
,,2192,3,《པེ་》《སྣར་》,བུ།,,,,,,
,,2193,4,《པེ་》《སྣར་》,གིས།,,,,,,
,,2194,5,《པེ་》,གིས།,,,,,,
,,2195,6,《པེ་》《སྣར་》,བྱ་བར།,,,,,,
,,2196,7,《ཅོ་》,mཀྱང་།,,,,,,
,,2197,8,《པེ་》《སྣར་》,བཏང་།,,,,,,
,,2198,9,《པེ་》《སྣར་》,བཏང་།,,,,,,
,,2199,10,《པེ་》《ཅོ་》,མི་འཆད།;《སྣར་》,མ་འཆད།,,,,,
,,2200,11,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,314,2201,1,《པེ་》《སྣར་》,གི།,,,,,,
,,2202,2,《པེ་》《སྣར་》,བཏང་།,,,,,,
,,2203,3,《པེ་》《སྣར་》,mནི།,,,,,,
,,2204,4,《པེ་》《སྣར་》,བཏང་།,,,,,,
,,2205,5,《པེ་》《སྣར་》,གནོད།,,,,,,
,,2206,6,《པེ་》《སྣར་》,བསྐལ།,,,,,,
,,2207,7,《པེ་》《སྣར་》,བཏང་།,,,,,,
,,2208,8,《པེ་》《སྣར་》,དཔའི།,,,,,,
,,2209,9,《པེ་》《སྣར་》,རྗེས།,,,,,,
,,2210,10,《པེ་》《སྣར་》《ཅོ་》,mབྱང་ཆུབ་སེམས་དཔའ།,,,,,,
,,2211,11,《པེ་》《སྣར་》,བཏང་།,,,,,,
,,2212,12,《ཅོ་》,བརྟེན།,,,,,,
,315,2213,1,《པེ་》《སྣར་》,བཏང་།,,,,,,
,,2214,2,《པེ་》,དཔའ་ས།,,,,,,
,,2215,3,《པེ་》《སྣར་》《ཅོ་》,བླངས་པའི།,,,,,,
,,2216,4,《པེ་》《སྣར་》,བླངས་པར།,,,,,,
,,2217,5,《སྣར་》,གཏང་།,,,,,,
,,2218,6,《པེ་》《སྣར་》,pབསྟན་པར།,,,,,,
,316,2219,1,《པེ་》《སྣར་》,གཉིས་ཅིག་ཆར།,,,,,,
,,2220,2,《པེ་》《སྣར་》,རིག,,,,,,
,,2221,3,《པེ་》《སྣར་》,mཡིན་གྱི་བཏང་བ་མ།,,,,,,
,,2222,4,《སྣར་》,སྤང་བྲས།,,,,,,
,,2223,5,《པེ་》《སྣར་》,གྱུར།,,,,,,
,,2224,6,《སྣར་》,ཚོགས།,,,,,,
,,2225,7,《པེ་》《སྣར་》,བཙལ།,,,,,,
,,2226,8,《པེ་》《སྣར་》,ལ།,,,,,,
