མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,
,,869,6,《པེ་》《སྣར་》,pརྣམ་པར།,,,,,,
,,870,7,《པེ་》,འབྱུང་།;《སྣར་》འགྱུར།,འགྱུར།,,,,,
,,871,8,《པེ་》《སྣར་》,དགེ་བ།,,,,,,
,,872,9,《པེ་》《སྣར་》,mཚེ།,,,,,,
,,873,10,《པེ་》《སྣར་》,རྗེ།,,,,,,
,,874,11,《པེ་》《སྣར་》,mཔའི།,,,,,,
,907,875,1,《པེ་》《སྣར་》,བཀགས།,,,,,,
,,876,2,《པེ་》《སྣར་》,འགག,,,,,,
,,877,3,《པེ་》《སྣར་》,རྒྱུན།,,,,,,
,,878,4,《པེ་》《སྣར་》,གྱུར།,,,,,,
,,879,5,《པེ་》《སྣར་》,ལྟ།,,,,,,
,,880,6,《སྣར་》,པ།,,,,,,
,908,881,1,《པེ་》《སྣར་》,ལོགས།,,,,,,
,,882,2,《པེ་》《སྣར་》,རྟག,,,,,,
,,883,3,《སྣར་》,དཔའ།,,,,,,
,,884,4,《པེ་》《སྣར་》,mཉིད།,,,,,,
,,885,5,《པེ་》《སྣར་》,གཞི།,,,,,,
,,886,6,《པེ་》《སྣར་》,mཔར།,,,,,,
,,887,7,《པེ་》《སྣར་》,mཔར།,,,,,,
,,888,8,《པེ་》,སྒྲུབ།,,,,,,
,,889,9,《པེ་》《སྣར་》,mཀྱི།,,,,,,
,,890,10,《པེ་》《སྣར་》,བར།,,,,,,
,,891,11,《པེ་》《སྣར་》,གནས་མ་ཡིན་ནོ།,,,,,,
,,892,12,《པེ་》,བའི་འམ།;《སྣར་》,བའི་ལམ།,,,,,
,909,893,1,《པེ་》《སྣར་》,བཞི།,,,,,,
,,894,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,895,3,《སྣར་》,pདགེ།,,,,,,
,,896,4,《པེ་》《སྣར་》,པར།,,,,,,
,,897,5,《སྣར་》,པར།,,,,,,
,,898,6,《སྣར་》,ཏུ་སྤྱོད།,,,,,,
,,899,7,《པེ་》《སྣར་》,mདང་།,,,,,,
,910,900,1,《པེ་》,གཟུང་།,,,,,,
,,901,2,《པེ་》《སྣར་》,mདེ།,,,,,,
,,902,3,《པེ་》《སྣར་》,mཉིད།,,,,,,
,,903,4,《པེ་》《སྣར་》,པར།,,,,,,
,,904,5,《པེ་》《སྣར་》,ཆུང་ཟད།,,,,,,
,,905,6,《པེ་》《སྣར་》,ཅི།,,,,,,
,,906,7,《སྣར་》,དོ།,,,,,,
,,907,8,《པེ་》《སྣར་》,mནི།,,,,,,
,,908,9,《སྣར་》,པར།,,,,,,
,,909,10,《པེ་》,བསལ།,,,,,,
,911,910,1,《པེ་》,དེ།;《སྣར་》,པ་དེ།,,,,,
,,911,2,《པེ་》《སྣར་》,mལ།,,,,,,
,,912,3,《པེ་》《སྣར་》,ན།,,,,,,
,,913,4,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,914,5,《པེ་》《སྣར་》,རྒྱུ།,,,,,,
,912,915,1,《པེ་》《སྣར་》,གཅིག,,,,,,
,,916,2,《པེ་》《སྣར་》,མིང་།,,,,,,
,,917,3,《པེ་》《སྣར་》《ཅོ་》,བརྟགས།,,,,,,
,,918,4,《ཅོ་》,ཏེ།,,,,,,
,,919,5,《པེ་》《སྣར་》,གྱི།,,,,,,
,,920,6,《པེ་》《སྣར་》,སྐྱེ་བོ།,,,,,,
,,921,7,《པེ་》,བརྒྱལ་བ།;《སྣར་》,རྒྱལ་བ།,,,,,
,,922,8,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,913,923,1,《པེ་》《སྣར་》,རྟེན།,,,,,,
,,924,2,《པེ་》《སྣར་》,pདེ།,,,,,,
,,925,3,《པེ་》《སྣར་》,རྟེན།,,,,,,
,,926,4,《པེ་》,འགགས།,,,,,,
,,927,5,《ཅོ་》,བའི།,,,,,,
,,928,6,《སྣར་》,བལྟོས།,,,,,,
,,929,7,《ཅོ་》,ནི།,,,,,,
,,930,8,《པེ་》《སྣར་》,བཟུང་།,,,,,,
,914,931,1,《པེ་》,པའི།,,,,,,
,,932,2,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,,933,3,《པེ་》《སྣར་》,བ།,,,,,,
,,934,4,《པེ་》《སྣར་》,pཤེས་པ་ཞེས་བརྗོད་དེ་འཇུག་པའི་རྣམ་པར།,,,,,,
,,935,5,《པེ་》《སྣར་》,འདུད།,,,,,,
,,936,6,《པེ་》,གཟུང་།,,,,,,
,,937,7,《པེ་》《སྣར་》,mསོ།,,,,,,
,915,938,1,《པེ་》《སྣར་》,mདབང་པོ།,,,,,,
,,939,2,《པེ་》《སྣར་》,དཔགས།,,,,,,
,,940,3,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,941,4,《པེ་》《སྣར་》,བྱེད།,,,,,,
,,942,5,《སྣར་》,ཀྱི།,,,,,,
,,943,6,《པེ་》《སྣར་》,pཕྱིར།,,,,,,
,,944,7,《པེ་》,བསལ།,,,,,,
,916,945,1,《པེ་》《སྣར་》,གཅིག,,,,,,
,,946,2,《པེ་》,mཔ།,,,,,,
,,947,3,《པེ་》,བརྟན།,,,,,,
,,948,4,《པེ་》《སྣར་》,mམ།,,,,,,
,,949,5,《སྣར་》,བརྟན།,,,,,,
,,950,6,《སྣར་》,ཐད།,,,,,,
,,951,7,《པེ་》,པའི།,,,,,,
,,952,8,《པེ་》《སྣར་》,mརྣམས།,,,,,,
,,953,9,《པེ་》《སྣར་》,mའཇུག་པའི།,,,,,,
,917,954,1,《པེ་》《སྣར་》,གཅིག་གིས།,,,,,,
,,955,2,《སྣར་》,བསྒྲུབ།,,,,,,
,,956,3,《སྣར་》,གྱིས།,,,,,,
,,957,4,《པེ་》《སྣར་》,པ།,,,,,,
,,958,5,《སྣར་》,ཀྱིས།,,,,,,
,,959,6,《སྣར་》,གཞི།,,,,,,
,,960,7,《སྣར་》,གྱིས།,,,,,,
,,961,8,《པེ་》《སྣར་》,ཆར།,,,,,,
,,962,9,《པེ་》《སྣར་》,mམ།,,,,,,
,918,963,1,《པེ་》《སྣར་》,ལོག,,,,,,
,,964,2,《པེ་》《སྣར་》,mཔ།,,,,,,
,,965,3,《སྣར་》,ཅན།,,,,,,
,,966,4,《པེ་》《སྣར་》,pསྨིན་པ་རྣམ་པར།,,,,,,
,,967,5,《སྣར་》,སྟབས།,,,,,,
,,968,6,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,,969,7,《པེ་》《སྣར་》,རྟེན།,,,,,,
,,970,8,《པེ་》《སྣར་》,mཏེ།,,,,,,
,919,971,1,《པེ་》《སྣར་》,ཉིད་དུ།,,,,,,
,,972,2,《སྣར་》,གཞི།,,,,,,
,,973,3,《པེ་》《སྣར་》,mཔ།,,,,,,
,,974,4,《པེ་》,བྱ།,,,,,,
,,975,5,《པེ་》《སྣར་》,mདབང་པོ།,,,,,,
,,976,6,《སྣར་》,གཞི།,,,,,,
,,977,7,《པེ་》《སྣར་》,རྩིས།,,,,,,
,920,978,1,《པེ་》《སྣར་》,ཐམས་ཅད།,,,,,,
,,979,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,980,3,《སྣར་》,ལྟ།,,,,,,
,,981,4,《པེ་》《སྣར་》,སྲིད།,,,,,,
,,982,5,《པེ་》《སྣར་》,mམ།,,,,,,
,,983,6,《སྣར་》,ནི།,,,,,,
,,984,7,《པེ་》《སྣར་》,mཏུ།,,,,,,
,921,985,1,《པེ་》《སྣར་》,mཔ།,,,,,,
,,986,2,《སྣར་》,pབར་བྱེད་ན་མཐོང་།,,,,,,
,,987,3,《པེ་》《སྣར་》,mཔ།,,,,,,
,,988,4,《པེ་》《སྣར་》,མ་ཆད།,,,,,,
,,989,5,《པེ་》《སྣར་》,དག,,,,,,
,,990,6,《པེ་》,mཔ།,,,,,,
,,991,7,《པེ་》《སྣར་》,རྒྱུད།,,,,,,
,922,992,1,《པེ་》《སྣར་》,mདུ།,,,,,,
,,993,2,《པེ་》《སྣར་》,ནི།,,,,,,
,,994,3,《སྣར་》,mནས།,,,,,,
,,995,4,《སྣར་》,གྱིས།,,,,,,
,,996,5,《པེ་》《སྣར་》,གིས།,,,,,,
,,997,6,《པེ་》《སྣར་》,གི།,,,,,,
,,998,7,《སྣར་》,pན།,,,,,,
,923,999,1,《པེ་》《སྣར་》,པའི།,,,,,,
,,1000,2,《སྣར་》,mལ།,,,,,,
,,1001,3,《པེ་》,ནས།,,,,,,
,,1002,4,《སྣར་》,ཐོགས།,,,,,,
,,1003,5,《པེ་》《སྣར་》,བསགས།,,,,,,
,,1004,6,《སྣར་》,ཐད།,,,,,,
,,1005,7,《སྣར་》,འགགས།,,,,,,
,,1006,8,《པེ་》,pས།,,,,,,
,,1007,9,《པེ་》《སྣར་》,ཐོགས།,,,,,,
,,1008,10,《སྣར་》,ནི།,,,,,,
,924,1009,1,《སྣར་》,pབྱས་པའི།,,,,,,
,,1010,2,《པེ་》《སྣར་》,བླང་བར།,,,,,,
,,1011,3,《པེ་》,བསྟོན།,,,,,,
,,1012,4,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,,1013,5,《པེ་》《སྣར་》,རྟེན།,,,,,,
,,1014,6,《པེ་》《སྣར་》,mདུ།,,,,,,
,,1015,7,《པེ་》《སྣར་》,བབས།,,,,,,
,,1016,8,《པེ་》《སྣར་》,mས་བོན་གྱི།,,,,,,
,,1017,9,《པེ་》《སྣར་》,mནི།,,,,,,
,,1018,10,《པེ་》,mའདི།,,,,,,
,,1019,11,《པེ་》《སྣར་》,པ།,,,,,,
,,1020,12,《སྣར་》,སྒྲིབས།,,,,,,
,,1021,13,《པེ་》《སྣར་》,ལྡོག,,,,,,
,,1022,14,《པེ་》《སྣར་》,གྱི།,,,,,,
,925,1023,1,《པེ་》《སྣར་》,pམ།,,,,,,
,,1024,2,《པེ་》《སྣར་》,pལ།,,,,,,
,,1025,3,《པེ་》《སྣར་》,pཔའི།,,,,,,
,,1026,4,《སྣར་》,སྒྱོས།,,,,,,
,,1027,5,《སྣར་》,པའི།,,,,,,
,926,1028,1,《པེ་》《སྣར་》,རིམས་ཀྱི།,,,,,,
,,1029,2,《པེ་》,བྱའོ།,,,,,,
,,1030,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,1031,4,《སྣར་》,པས།,,,,,,
,,1032,5,《སྣར་》,བརྟེན།,,,,,,
,927,1033,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1034,2,《པེ་》,ནི།,,,,,,
,,1035,3,《པེ་》《སྣར་》,pཕྱིར་དེའི།,,,,,,
,,1036,4,《པེ་》《སྣར་》,pསྐབས།,,,,,,
,,1037,5,《སྣར་》,ཕྱིར།,,,,,,
,928,1038,1,《པེ་》,mཞེ་ན།,,,,,,
,,1039,2,《པེ་》《སྣར་》,རྟེན།,,,,,,
,,1040,3,《པེ་》《སྣར་》,འཕེན།,,,,,,
,,1041,4,《པེ་》《སྣར་》,གྱུར་པའི།,,,,,,
,,1042,5,《པེ་》,བླང་བའི།,,,,,,
,,1043,6,《པེ་》《སྣར་》,ཡིན།,,,,,,
,929,1044,1,《པེ་》《སྣར་》,བསམ།,,,,,,
,,1045,2,《སྣར་》,བསམ།,,,,,,
,,1046,3,《པེ་》《སྣར་》,མཐར།,,,,,,
,,1047,4,《པེ་》《སྣར་》,དག,,,,,,
,,1048,5,《པེ་》,གྱི།,,,,,,
,,1049,6,《པེ་》《སྣར་》,ཐོགས།,,,,,,
,,1050,7,《པེ་》《སྣར་》,mབར།,,,,,,
,,1051,8,《པེ་》《སྣར་》,རྒྱུ།,,,,,,
,,1052,9,《སྣར་》,བསྐལ་པ།,,,,,,
,,1053,10,《པེ་》《སྣར་》,པ།,,,,,,
,,1054,11,《པེ་》《སྣར་》,འགག,,,,,,
,930,1055,1,《པེ་》《སྣར་》,གཟུང་།,,,,,,
,,1056,2,《སྣར་》,རིམས་ཀྱིས།,,,,,,
,,1057,3,《པེ་》《སྣར་》,ལ།,,,,,,
,,1058,4,《པེ་》《སྣར་》,བརྗོད།,,,,,,
,,1059,5,《པེ་》《སྣར་》,གྱུར་པའི།,,,,,,
,,1060,6,《སྣར་》,གྱིས།,,,,,,
,,1061,7,《སྣར་》,པ།,,,,,,
,,1062,8,《པེ་》,པའམ་གཉི་ག;《སྣར་》,པའམ་གཉིས་ག,,,,,
,931,1063,1,《སྣར་》,ཐད།,,,,,,
,,1064,2,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,,1065,3,《སྣར་》,འཇུག,,,,,,
,,1066,4,《སྣར་》,པ།,,,,,,
,,1067,5,《སྣར་》,གཡང་།,,,,,,
,,1068,6,《སྣར་》,དེ།,,,,,,
,,1069,7,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,1070,8,《པེ་》《སྣར་》,པ།,,,,,,
,932,1071,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,1072,2,《པེ་》《སྣར་》,པ།,,,,,,
,,1073,3,《པེ་》《སྣར་》,འདི།,,,,,,
,,1074,4,《པེ་》《སྣར་》,ཐགས།,,,,,,
,,1075,5,《པེ་》《སྣར་》,འདས།,,,,,,
,,1076,6,《པེ་》《སྣར་》,ཇེ།,,,,,,
,933,1077,1,《པེ་》,mརྟེན།,,,,,,
,,1078,2,《པེ་》《སྣར་》,mབྱ་བར།,,,,,,
,,1079,3,《སྣར་》,mདང་།,,,,,,
,,1080,4,《པེ་》《སྣར་》,གཉིས།,,,,,,
,,1081,5,《པེ་》《སྣར་》,།། །།,,,,,,
,,1082,6,《པེ་》,ཀྱིས།,,,,,,
,,1083,7,《པེ་》《སྣར་》,mནི།,,,,,,
,,1084,8,《སྣར་》,ཤེས།,,,,,,
,,1085,9,《སྣར་》,གིས།,,,,,,
,,1086,10,《སྣར་》,གྱིས།,,,,,,
,,1087,11,《པེ་》,pཤེས་པ།,,,,,,
,934,1088,1,《སྣར་》,mདང་།,,,,,,
,,1089,2,《པེ་》《སྣར་》,པས།,,,,,,
,,1090,3,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,1091,4,《པེ་》,pཔོ།,,,,,,
,935,1092,1,《སྣར་》,བརྟན།,,,,,,
,,1093,2,《སྣར་》,བསམ།,,,,,,
,,1094,3,《པེ་》,ལ།,,,,,,
,,1095,4,《པེ་》,mབསྔལ།,,,,,,
,,1096,5,《པེ་》《སྣར་》,པའི་ཆ།,,,,,,
,,1097,6,《པེ་》《སྣར་》,pདོན།,,,,,,
,936,1098,1,《སྣར་》,བསམ།,,,,,,
,,1099,2,《པེ་》《སྣར་》,མ་བླང་བའི།,,,,,,
,,1100,3,《པེ་》《སྣར་》,སྤངས་པར།,,,,,,
,,1101,4,《པེ་》《སྣར་》,རྒྱུའི།,,,,,,
,,1102,5,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,1103,6,《པེ་》,བསྒྲུབས།,,,,,,
,,1104,7,《པེ་》《སྣར་》,pགྱི།,,,,,,
,937,1105,1,《པེ་》《སྣར་》,མ།,,,,,,
,,1106,2,《པེ་》《སྣར་》,ཅིག,,,,,,
,938,1107,1,《པེ་》《སྣར་》,བཅས།,,,,,,
,,1108,2,《པེ་》,བསྒོམས།,,,,,,
,,1109,3,《སྣར་》,mནས།,,,,,,
,,1110,4,《སྣར་》,རྒྱུ།,,,,,,
,,1111,5,《སྣར་》,གྱིས།,,,,,,
,,1112,6,《པེ་》,བར།,,,,,,
,,1113,7,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,1114,8,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,939,1115,1,《པེ་》《སྣར་》,pཀུན་ནས་ཉོན་མོངས་པའི།,,,,,,
,,1116,2,《པེ་》《སྣར་》,གསུམ།,,,,,,
,940,1117,1,《པེ་》,བསྟེན།,,,,,,
,,1118,2,《སྣར་》,ཀྱིས།,,,,,,
,,1119,3,《པེ་》《སྣར་》,mདང་།,,,,,,
,,1120,4,《སྣར་》,གྱིས།,,,,,,
,,1121,5,《སྣར་》,གིས།,,,,,,
,,1122,6,《པེ་》《སྣར་》,ཡང་།,,,,,,
,941,1123,1,《པེ་》《སྣར་》,mཆོས་ཀྱི།,,,,,,
,,1124,2,《པེ་》《སྣར་》,འཐུངས།,,,,,,
,,1125,3,《པེ་》《སྣར་》,ན།,,,,,,
,,1126,4,《པེ་》,བརྟེན་གཅིག;《སྣར་》,བརྟེན་ཅིག།,,,,,
,,1127,5,《པེ་》《སྣར་》,གྱིས།,,,,,,
,942,1128,1,《པེ་》《སྣར་》,།། །།,,,,,,
,,1129,2,《པེ་》《སྣར་》,།། །།,,,,,,
,,1130,3,《པེ་》《སྣར་》,pསརྦ་མངྒ་ལཾ།,,,,,,
